22			
170102	17	01	02
170103	17	01	03
170104	17	01	04
170105	17	01	05
170106	17	01	06
170107	17	01	07
170110	17	01	10
170112	17	01	12
170113	17	01	13
170115	17	01	15
170121	17	01	21
170122	17	01	22
170123	17	01	23
170124	17	01	24
170126	17	01	26
170130	17	01	30
170209	17	02	09
170212	17	02	12
170213	17	02	13
170217	17	02	17
170220	17	02	20
170222	17	02	22
