1054dcabina4cara
Integration time [ms]:  39.939
Averaging Nr. [scans]: 13
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 0905077U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 566.75;49339.055;   -1.500;   44.802
 566.91;49439.031;   -2.240;   46.357
 567.06;49344.855;   -2.795;   47.917
 567.22;49232.043;   -2.564;   49.576
 567.37;49081.734;   -1.919;   47.231
 567.52;48862.945;   -0.907;   46.805
 567.68;48562.746;   -0.633;   46.936
 567.83;48264.969;   -0.745;   47.319
 567.99;48061.430;    0.976;   47.602
 568.14;47957.449;    1.293;   45.452
 568.30;47861.430;    1.671;   44.450
 568.45;47859.824;    1.664;   45.671
 568.60;47894.219;    1.005;   46.726
 568.76;48041.363;    0.636;   45.948
 568.91;48088.855;    0.681;   45.955
 569.07;48143.957;   -0.612;   45.110
 569.22;48123.848;   -0.433;   46.774
 569.37;48092.922;   -0.621;   47.386
 569.53;47937.957;    0.814;   48.393
 569.68;47750.418;    0.274;   49.243
 569.84;47401.473;    2.176;   48.698
 569.99;47147.383;    1.826;   48.395
 570.15;46797.383;    2.138;   49.412
 570.30;46572.219;    0.969;   49.357
 570.45;46365.691;    1.224;   47.440
 570.61;46345.582;    0.493;   47.414
 570.76;46439.539;    1.129;   45.326
 570.92;46748.352;   -0.783;   46.414
 571.07;46989.254;    0.157;   45.964
 571.22;47370.902;   -0.726;   46.529
 571.38;47744.594;    0.871;   45.660
 571.53;48141.188;    0.426;   48.386
 571.69;48388.328;    0.681;   47.736
 571.84;48543.078;    0.769;   48.452
 572.00;48607.672;    2.119;   47.288
 572.15;48736.969;    2.207;   48.395
 572.30;48684.637;    3.224;   46.269
 572.46;48653.758;    2.407;   47.014
 572.61;48573.254;    2.595;   45.021
 572.77;48540.219;    2.140;   46.205
 572.92;48538.527;    1.310;   46.421
 573.07;48488.395;   -0.460;   46.986
 573.23;48407.891;   -0.805;   46.840
 573.38;48448.000;   -2.031;   47.719
 573.54;48354.660;   -1.148;   46.564
 573.69;48282.770;   -1.250;   48.843
 573.84;48195.758;   -1.357;   48.450
 574.00;48053.848;   -2.545;   50.052
 574.15;47881.957;   -1.300;   49.917
 574.31;47733.934;   -1.183;   49.471
 574.46;47486.133;    0.948;   51.031
 574.61;47392.000;   -0.640;   53.376
 574.77;47222.441;   -1.757;   51.621
 574.92;47070.461;   -2.069;   51.967
 575.07;46940.988;    0.100;   51.164
 575.23;46934.375;    0.579;   51.719
 575.38;46920.504;    0.843;   52.307
 575.54;47057.363;    0.074;   51.871
 575.69;47008.551;    0.910;   50.831
 575.84;47078.902;    1.807;   52.186
 576.00;47191.449;    2.224;   50.612
 576.15;47305.230;    0.264;   49.500
 576.31;47346.090;   -1.262;   49.574
 576.46;47429.363;   -1.812;   48.443
 576.61;47349.867;   -2.519;   47.640
 576.77;47344.090;   -2.098;   47.319
 576.92;47272.945;   -1.786;   46.145
 577.07;47104.969;   -1.612;   47.233
 577.23;46956.727;    0.062;   47.736
 577.38;46704.266;    0.664;   48.252
 577.54;46444.680;    1.205;   49.536
 577.69;46242.902;    2.979;   49.386
 577.84;46041.473;    1.862;   49.355
 578.00;45932.484;    1.645;   49.510
 578.15;45885.648;    2.100;   48.288
 578.30;45909.758;    1.255;   48.167
 578.46;45970.570;    1.557;   47.802
 578.61;46055.605;    0.702;   47.795
 578.77;46149.781;   -0.919;   47.850
 578.92;46265.848;   -0.107;   48.557
 579.07;46371.406;    0.100;   48.698
 579.23;46446.375;   -0.955;   50.024
 579.38;46406.266;   -0.862;   49.707
 579.53;46508.090;   -2.831;   48.833
 579.69;46497.473;   -2.871;   49.545
 579.84;46540.000;   -3.088;   49.624
 579.99;46538.660;   -3.652;   49.536
 580.15;46488.836;   -2.317;   50.376
 580.30;46412.242;   -2.433;   50.679
 580.46;46447.383;   -1.888;   51.176
 580.61;46401.031;    0.414;   53.250
 580.76;46431.867;   -0.012;   53.205
 580.92;46440.199;    0.481;   53.098
 581.07;46490.504;    0.160;   52.424
 581.22;46516.727;   -0.700;   52.831
 581.38;46641.055;    1.369;   52.967
 581.53;46713.516;    0.938;   52.269
 581.68;46803.781;    1.350;   51.376
 581.84;46824.461;    2.786;   50.507
 581.99;46794.152;    2.779;   50.890
 582.14;46778.527;    4.110;   51.726
 582.30;46783.297;    3.521;   51.348
 582.45;46711.055;    1.738;   51.031
 582.60;46630.770;    2.045;   52.129
 582.76;46475.496;    1.681;   52.583
 582.91;46427.164;    1.360;   54.357
 583.07;46388.855;    1.376;   54.174
 583.22;46333.406;    0.131;   55.224
 583.37;46272.461;    0.443;   54.279
 583.53;46229.320;    1.731;   54.081
 583.68;46146.746;    1.376;   54.288
 583.83;46116.617;    0.074;   54.710
 583.99;46003.625;    0.290;   52.774
 584.14;45876.836;    0.226;   52.576
 584.29;45709.648;    0.995;   50.955
 584.45;45541.363;    0.264;   52.319
 584.60;45294.000;   -0.748;   52.879
 584.75;45095.340;   -0.774;   53.462
 584.91;44852.504;   -0.948;   53.079
 585.06;44636.617;   -1.793;   54.690
 585.21;44474.703;   -1.186;   56.050
 585.37;44352.617;   -1.202;   57.490
 585.52;44253.383;    0.310;   55.679
 585.67;44318.242;    0.902;   55.843
 585.83;44374.352;    0.710;   55.412
 585.98;44552.090;    1.531;   55.424
 586.13;44690.309;    1.548;   54.421
 586.29;44825.582;    0.112;   53.995
 586.44;44975.715;   -0.062;   52.783
 586.59;45082.109;   -0.440;   54.557
 586.75;45087.230;   -0.519;   53.717
 586.90;45057.055;   -0.660;   55.652
 587.05;44938.703;    0.890;   54.136
 587.20;44847.430;    0.369;   54.205
 587.36;44624.285;    1.348;   53.421
 587.51;44298.375;    0.988;   54.586
 587.66;43821.648;    0.395;   54.079
 587.82;43233.934;   -0.393;   54.786
 587.97;42615.098;    0.195;   52.498
 588.12;41897.449;   -1.698;   54.652
 588.28;41100.199;    0.176;   56.412
 588.43;40336.309;   -0.345;   57.462
 588.58;39593.473;   -0.443;   56.717
 588.74;39198.023;   -1.650;   57.633
 588.89;39064.109;   -0.948;   57.450
 589.04;39084.441;   -1.279;   59.395
 589.20;39233.559;   -1.148;   57.679
 589.35;39606.199;   -1.602;   56.567
 589.50;40191.449;   -0.062;   56.050
 589.65;40847.297;    0.836;   56.967
 589.81;41429.383;    1.814;   55.307
 589.96;41871.121;    1.750;   55.110
 590.11;42159.273;    2.129;   53.993
 590.27;42436.000;    0.883;   54.519
 590.42;42534.000;    0.052;   54.050
 590.57;42542.418;   -0.793;   53.329
 590.73;42509.078;   -0.405;   51.555
 590.88;42396.441;    0.340;   52.824
 591.03;42240.461;    0.624;   52.926
 591.19;42205.188;    1.702;   52.614
 591.34;42140.418;    2.890;   53.374
 591.49;42154.418;    2.502;   53.357
 591.64;42067.012;    2.786;   54.536
 591.80;42043.648;    2.331;   56.919
 591.95;42021.164;    2.252;   55.964
 592.10;42089.715;    1.036;   57.405
 592.26;42066.836;    0.681;   57.088
 592.41;42112.484;    0.750;   57.071
 592.56;42081.648;    1.186;   57.288
 592.71;42140.090;    0.283;   57.490
 592.87;42144.988;   -0.281;   56.345
 593.02;42215.824;   -1.583;   58.033
 593.17;42190.133;   -1.338;   57.040
 593.33;42207.031;   -3.412;   56.967
 593.48;42096.945;   -2.567;   56.421
 593.63;42017.145;   -2.440;   56.776
 593.78;41833.430;   -1.843;   56.212
 593.94;41714.109;   -2.517;   56.738
 594.09;41516.727;   -2.433;   55.107
 594.24;41400.395;   -1.126;   54.852
 594.40;41252.727;    0.586;   56.060
 594.55;41248.000;   -0.631;   57.129
 594.70;41259.539;    0.500;   56.174
 594.85;41397.801;    1.226;   56.519
 595.01;41474.000;    1.976;   55.583
 595.16;41624.746;    2.731;   55.967
 595.31;41722.043;    1.767;   55.888
 595.46;41835.867;    2.188;   54.662
 595.62;41875.188;    1.548;   54.269
 595.77;41965.977;   -0.060;   56.310
 595.92;41944.504;   -1.243;   55.898
 596.08;41995.078;   -1.164;   56.824
 596.23;41914.660;   -0.805;   57.345
 596.38;41865.977;   -1.374;   57.167
 596.53;41790.484;   -1.195;   57.383
 596.69;41744.879;   -0.783;   57.281
 596.84;41655.977;   -0.348;   55.936
 596.99;41616.746;   -0.155;   57.300
 597.14;41477.867;    0.052;   58.298
 597.30;41383.648;    0.198;   58.586
 597.45;41258.309;   -0.424;   58.669
 597.60;41212.000;   -1.774;   59.900
 597.75;41133.383;   -1.090;   61.221
 597.91;41059.473;   -0.945;   62.157
 598.06;40964.418;   -0.481;   61.955
 598.21;40960.133;   -0.212;   61.710
 598.36;40979.848;   -1.205;   62.126
 598.52;41039.207;   -0.574;   64.148
 598.67;41038.570;    0.500;   63.498
 598.82;41115.824;   -0.088;   63.052
 598.98;41106.441;   -0.310;   62.221
 599.13;41152.352;   -0.498;   62.110
 599.28;41148.328;   -0.281;   61.545
 599.43;41113.758;   -0.621;   61.071
 599.59;40999.715;    0.586;   59.440
 599.74;40919.516;   -0.145;   59.281
 599.89;40762.793;    1.405;   57.126
 600.04;40692.660;    1.064;   58.110
 600.20;40594.484;    0.519;   57.412
 600.35;40477.848;   -0.707;   57.719
 600.50;40375.715;    0.871;   58.317
 600.65;40373.758;   -0.136;   58.481
 600.80;40277.691;    0.490;   59.460
 600.96;40226.680;   -0.650;   61.252
 601.11;40110.395;   -0.014;   59.298
 601.26;40030.680;    0.464;   59.862
 601.41;39964.152;    0.652;   59.955
 601.57;39953.625;   -1.526;   58.910
 601.72;39943.363;    0.262;   59.421
 601.87;40017.848;   -0.945;   59.452
 602.02;40133.910;   -0.233;   59.107
 602.18;40306.375;   -1.402;   61.386
 602.33;40432.285;   -0.462;   61.421
 602.48;40639.254;   -0.688;   61.376
 602.63;40813.430;    0.348;   61.364
 602.79;40933.934;   -1.221;   61.405
 602.94;41021.691;    0.462;   60.555
 603.09;41038.945;    2.188;   61.529
 603.24;41014.879;    3.576;   61.488
 603.39;41064.090;    2.693;   62.071
 603.55;40998.793;    4.157;   60.231
 603.70;40956.484;    4.150;   60.652
 603.85;40911.406;    3.910;   60.250
 604.00;40904.793;    1.436;   59.548
 604.16;40871.496;    0.129;   58.698
 604.31;40845.320;   -1.136;   57.738
 604.46;40766.746;   -0.843;   56.612
 604.61;40775.867;   -1.155;   58.652
 604.76;40670.309;   -1.024;   58.802
 604.92;40644.441;    0.045;   59.576
 605.07;40534.746;    2.110;   60.736
 605.22;40480.133;    0.807;   61.729
 605.37;40391.758;    1.738;   60.736
 605.53;40385.582;    0.864;   62.738
 605.68;40293.297;    1.119;   62.126
 605.83;40304.922;    0.893;   62.767
 605.98;40237.121;    1.424;   62.821
 606.13;40285.672;    1.607;   62.671
 606.29;40313.297;    2.738;   60.736
 606.44;40389.582;    2.760;   63.167
 606.59;40333.031;    4.252;   61.288
 606.74;40306.551;    2.636;   62.433
 606.89;40156.988;    3.395;   63.936
 607.05;40080.043;    1.902;   63.167
 607.20;39893.691;    1.081;   63.460
 607.35;39676.000;   -0.069;   65.405
 607.50;39425.867;    1.310;   63.183
 607.65;39264.969;   -0.231;   63.681
 607.81;39107.977;   -0.014;   63.107
 607.96;39050.551;   -1.955;   61.729
 608.11;38924.770;   -2.176;   62.202
 608.26;38872.703;   -1.869;   62.157
 608.41;38836.328;   -0.729;   61.202
 608.57;38860.176;   -1.698;   63.157
 608.72;38852.066;   -0.700;   63.193
 608.87;38766.727;   -0.717;   62.462
 609.02;38655.582;    1.329;   62.602
 609.17;38529.891;    2.502;   62.671
 609.33;38362.617;    2.119;   62.993
 609.48;38203.648;    0.769;   63.995
 609.63;38020.152;   -0.357;   62.917
 609.78;37818.902;   -1.402;   63.748
 609.93;37685.254;   -1.119;   63.840
 610.09;37652.570;   -0.974;   62.890
 610.24;37611.230;   -2.052;   62.726
 610.39;37610.727;   -4.136;   62.443
 610.54;37594.219;   -3.367;   61.317
 610.69;37567.824;   -1.517;   61.062
 610.84;37463.055;   -0.262;   60.345
 611.00;37382.461;    0.283;   60.138
 611.15;37167.582;    0.757;   60.069
 611.30;36919.734;    1.426;   60.071
 611.45;36661.691;    3.843;   58.888
 611.60;36346.813;    2.988;   59.195
 611.76;35996.855;    1.900;   59.517
 611.91;35732.000;    0.750;   58.967
 612.06;35467.715;    1.633;   59.374
 612.21;35218.855;   -0.317;   60.376
 612.36;34937.648;    0.052;   59.869
 612.51;34593.098;   -0.593;   60.710
 612.67;34290.395;    0.890;   60.460
 612.82;33962.023;    0.226;   61.043
 612.97;33591.977;   -0.157;   60.669
 613.12;33190.902;   -0.193;   60.386
 613.27;32795.672;    1.071;   59.212
 613.42;32562.330;   -0.498;   59.824
 613.58;32472.988;   -0.557;   60.507
 613.73;32414.197;   -1.879;   60.519
 613.88;32454.527;   -2.310;   61.174
 614.03;32618.857;   -1.412;   63.614
 614.18;32974.266;   -1.852;   63.355
 614.33;33508.441;   -1.907;   64.357
 614.49;33984.328;   -0.205;   64.136
 614.64;34424.660;   -0.164;   63.729
 614.79;34900.770;    0.233;   64.707
 614.94;35328.703;    2.083;   63.890
 615.09;35657.910;    1.052;   62.002
 615.24;35847.734;    1.207;   62.138
 615.39;35854.527;    1.614;   61.279
 615.55;35839.824;    0.940;   61.900
 615.70;35767.406;    1.119;   61.421
 615.85;35688.570;    0.598;   59.995
 616.00;35678.309;    0.281;   59.621
 616.15;35732.219;    1.674;   60.586
 616.30;35762.266;    1.624;   60.860
 616.46;35842.727;    0.369;   61.681
 616.61;35982.176;    0.900;   59.821
 616.76;36158.680;    0.255;   60.767
 616.91;36312.637;    0.833;   61.679
 617.06;36434.375;    1.150;   63.024
 617.21;36505.297;    0.643;   63.098
 617.36;36582.988;   -0.298;   65.071
 617.52;36677.031;    0.310;   65.307
 617.67;36722.066;   -0.679;   68.005
 617.82;36684.680;    0.395;   66.050
 617.97;36667.734;    0.445;   66.157
 618.12;36612.594;    0.681;   65.726
 618.27;36544.266;   -0.107;   65.252
 618.42;36479.758;    0.471;   63.736
 618.58;36371.605;    0.026;   63.633
 618.73;36261.121;    1.033;   62.574
 618.88;36230.770;    0.521;   65.214
 619.03;36214.441;   -0.281;   64.526
 619.18;36227.734;   -1.374;   66.157
 619.33;36253.957;   -0.338;   65.669
 619.48;36235.734;   -0.545;   66.319
 619.63;36239.496;    0.500;   66.555
 619.79;36304.000;    0.074;   66.148
 619.94;36336.418;    0.148;   64.983
 620.09;36325.406;    0.502;   65.490
 620.24;36252.328;    0.110;   63.574
 620.39;36186.551;   -0.821;   64.310
 620.54;36136.461;    0.252;   63.526
 620.69;36087.824;   -0.364;   64.071
 620.84;35948.988;   -0.424;   65.336
 621.00;35801.055;   -0.307;   65.452
 621.15;35653.473;   -0.071;   65.860
 621.30;35559.383;   -0.450;   66.700
 621.45;35463.055;   -0.662;   67.393
 621.60;35400.266;   -3.040;   68.652
 621.75;35317.734;   -2.500;   67.707
 621.90;35246.461;   -2.212;   66.405
 622.05;35211.449;   -1.167;   66.040
 622.21;35165.055;   -2.240;   66.290
 622.36;35060.813;   -2.586;   65.583
 622.51;34980.352;   -2.155;   64.271
 622.66;34849.910;   -1.167;   63.707
 622.81;34759.383;   -0.231;   64.443
 622.96;34698.879;   -1.090;   65.517
 623.11;34621.449;   -2.736;   66.767
 623.26;34552.988;    0.186;   66.602
 623.41;34555.734;    1.493;   67.671
 623.57;34459.098;    1.510;   68.012
 623.72;34422.152;    2.531;   67.881
 623.87;34325.516;    0.995;   67.774
 624.02;34202.109;    1.636;   66.633
 624.17;34063.363;    3.481;   65.450
 624.32;33912.570;    2.769;   65.443
 624.47;33747.230;    2.890;   64.945
 624.62;33671.207;    2.893;   65.214
 624.77;33556.945;    3.138;   64.964
 624.92;33487.867;    2.902;   64.824
 625.08;33448.813;    2.424;   65.355
 625.23;33457.055;    1.398;   65.405
 625.38;33473.297;    0.186;   65.221
 625.53;33515.781;   -0.002;   64.700
 625.68;33556.551;    0.176;   66.250
 625.83;33633.188;   -0.993;   66.690
 625.98;33661.473;   -0.310;   67.764
 626.13;33733.406;   -1.374;   68.090
 626.28;33740.199;   -1.595;   69.288
 626.43;33737.230;   -1.050;   70.129
 626.58;33646.352;   -0.338;   70.507
 626.74;33557.672;   -0.069;   70.500
 626.89;33388.637;   -0.157;   70.317
 627.04;33265.496;   -1.498;   69.033
 627.19;33053.430;    0.005;   68.983
 627.34;32919.164;   -0.783;   69.500
 627.49;32821.781;   -0.481;   69.060
 627.64;32843.121;   -0.974;   69.338
 627.79;32820.504;   -0.614;   67.107
 627.94;32963.430;   -0.164;   67.890
 628.09;33036.109;    0.910;   68.926
 628.24;33242.285;    1.293;   69.281
 628.39;33401.781;    2.310;   68.374
 628.55;33540.617;    1.817;   68.700
 628.70;33637.648;    1.576;   68.440
 628.85;33763.824;    1.007;   69.871
 629.00;33760.594;    0.871;   70.717
 629.15;33868.352;    1.312;   69.500
 629.30;33897.910;    0.433;   69.431
 629.45;33968.527;   -0.031;   70.052
 629.60;34040.504;    0.719;   69.183
 629.75;34192.879;    1.207;   69.557
 629.90;34373.297;    2.395;   70.079
 630.05;34638.770;    2.636;   69.910
 630.20;34833.605;    1.995;   70.783
 630.35;35084.176;    3.102;   71.586
 630.50;35285.297;    4.319;   71.298
 630.65;35506.461;    3.283;   73.138
 630.81;35598.836;    2.729;   73.688
 630.96;35748.133;    3.121;   73.005
 631.11;35843.625;    3.881;   71.679
 631.26;36004.395;    2.998;   71.995
 631.41;36103.273;    2.329;   71.583
 631.56;36288.484;    0.331;   72.195
 631.71;36462.746;    0.548;   71.736
 631.86;36703.164;    0.179;   72.405
 632.01;36826.309;   -1.833;   72.983
 632.16;36898.813;   -2.526;   75.786
 632.31;36776.285;   -1.462;   75.774
 632.46;36532.922;   -1.260;   76.386
 632.61;36103.582;   -0.614;   76.812
 632.76;35677.406;   -0.183;   77.271
 632.91;35127.449;    0.005;   76.364
 633.06;34600.219;   -0.269;   78.014
 633.21;34010.660;    0.024;   75.612
 633.36;33595.605;   -0.240;   75.881
 633.51;33269.121;   -0.262;   74.831
 633.67;33081.320;    0.379;   75.186
 633.82;32902.309;    0.310;   74.850
 633.97;32826.242;    1.312;   75.776
 634.12;32759.318;    2.938;   73.974
 634.27;32814.418;    2.293;   75.519
 634.42;32834.395;    3.519;   75.879
 634.57;32868.266;    2.788;   77.481
 634.72;32837.121;    2.843;   77.040
 634.87;32797.625;    1.731;   77.710
 635.02;32668.109;    0.548;   76.745
 635.17;32574.242;    0.340;   77.090
 635.32;32425.428;    0.710;   76.126
 635.47;32341.012;    0.074;   76.757
 635.62;32234.309;    1.014;   76.193
 635.77;32227.604;    1.798;   78.033
 635.92;32191.318;    1.700;   77.488
 636.07;32265.582;    0.979;   78.471
 636.22;32324.418;    0.976;   78.831
 636.37;32445.627;    0.426;   79.652
 636.52;32474.396;   -0.786;   79.174
 636.67;32573.846;   -1.088;   81.167
 636.82;32606.045;   -2.700;   79.850
 636.97;32690.682;   -1.202;   80.262
 637.12;32658.045;    0.214;   80.212
 637.27;32688.615;    0.245;   79.881
 637.42;32659.451;    0.519;   80.460
 637.57;32679.385;    1.245;   80.938
 637.72;32657.164;    2.100;   79.479
 637.87;32655.604;    2.369;   80.062
 638.02;32615.012;    2.052;   81.107
 638.17;32598.418;    2.131;   81.633
 638.32;32520.373;    2.224;   82.326
 638.47;32452.000;    1.874;   83.900
 638.62;32362.088;    2.224;   83.364
 638.77;32264.045;    2.064;   83.462
 638.93;32126.924;    2.662;   82.679
 639.08;31983.824;    2.321;   81.052
 639.23;31905.385;    1.767;   82.040
 639.38;31832.045;    0.198;   82.490
 639.53;31745.121;   -0.024;   80.840
 639.68;31692.791;   -1.336;   82.652
 639.83;31654.088;   -2.538;   84.783
 639.98;31618.461;   -2.393;   84.995
 640.13;31573.428;   -1.576;   87.431
 640.28;31563.648;   -1.850;   87.271
 640.43;31473.340;   -1.157;   88.698
 640.58;31430.330;   -1.640;   89.900
 640.73;31352.637;   -1.329;   89.364
 640.88;31312.615;   -2.040;   90.024
 641.03;31290.264;   -1.748;   91.307
 641.18;31283.604;   -2.050;   90.871
 641.33;31267.803;   -0.986;   90.155
 641.48;31339.691;   -1.564;   89.452
 641.63;31369.428;   -0.605;   90.260
 641.78;31437.363;   -0.698;   91.300
 641.93;31468.988;    0.233;   90.412
 642.08;31536.748;   -0.526;   91.033
 642.23;31586.924;    0.033;   91.879
 642.38;31580.309;   -1.250;   94.329
 642.53;31503.318;   -0.710;   95.040
 642.67;31466.506;   -0.383;   94.519
 642.82;31415.846;    0.995;   94.393
 642.97;31380.176;    1.864;   95.929
 643.12;31312.813;    1.871;   97.679
 643.27;31312.264;    0.179;   98.786
 643.42;31254.309;    0.681;   98.745
 643.57;31259.428;    0.474;   99.757
 643.72;31266.924;    1.452;  101.098
 643.87;31266.682;   -0.898;  102.700
 644.02;31228.594;   -2.900;  101.926
 644.17;31182.021;   -3.631;  101.919
 644.32;31042.221;   -3.557;  101.945
 644.47;30958.637;   -3.183;  103.319
 644.62;30881.604;   -3.281;  103.050
 644.77;30809.363;   -5.345;  105.110
 644.92;30683.758;   -2.148;  106.431
 645.07;30548.967;   -1.345;  108.129
 645.22;30446.133;   -0.395;  108.936
 645.37;30372.264;   -0.317;  111.700
 645.52;30332.285;   -0.062;  111.745
 645.67;30250.242;    0.198;  115.529
 645.82;30163.715;    2.271;  116.440
 645.97;30126.945;    1.007;  118.271
 646.12;30092.900;    0.738;  120.926
 646.27;30053.627;    0.636;  123.224
 646.42;30018.615;    1.100;  123.621
 646.57;29996.572;   -0.031;  126.529
 646.72;29933.033;   -0.871;  128.421
 646.87;29869.803;   -1.974;  130.024
 647.02;29768.373;   -0.976;  132.040
 647.17;29739.076;   -0.460;  135.052
 647.32;29707.451;   -1.157;  136.955
 647.47;29702.154;   -2.317;  140.595
 647.62;29672.594;   -2.005;  143.012
 647.77;29664.221;   -1.936;  144.233
 647.92;29650.660;   -2.262;  146.460
 648.06;29684.615;   -3.612;  148.167
 648.21;29553.252;   -2.500;  149.107
 648.36;29407.297;   -1.640;  152.357
 648.51;29162.924;   -0.500;  153.802
 648.66;28955.340;   -0.221;  157.052
 648.81;28726.000;    2.576;  160.660
 648.96;28562.373;    2.026;  163.738
 649.11;28373.824;    2.167;  167.279
 649.26;28379.779;    1.045;  169.757
 649.41;28479.891;    1.367;  171.450
 649.56;28707.121;    0.769;  175.348
 649.71;28880.418;    0.367;  177.917
 649.86;29153.582;   -2.593;  180.986
 650.01;29334.439;   -1.795;  184.679
 650.16;29518.725;   -1.993;  187.052
 650.31;29579.627;   -0.557;  190.336
 650.46;29502.021;   -1.355;  196.919
 650.61;29384.242;    0.690;  200.926
 650.75;29263.033;    0.398;  205.710
 650.90;29078.439;    1.338;  209.402
 651.05;28921.670;    1.207;  213.538
 651.20;28774.527;    1.614;  220.040
 651.35;28688.176;    0.121;  226.014
 651.50;28656.945;   -0.205;  229.202
 651.65;28684.748;   -1.164;  235.195
 651.80;28751.846;   -0.243;  240.374
 651.95;28816.572;    0.312;  246.910
 652.10;28838.133;    0.624;  252.050
 652.25;28861.627;   -0.031;  256.633
 652.40;28870.572;    0.643;  262.545
 652.55;28916.660;    1.921;  268.100
 652.70;28879.012;    1.043;  273.307
 652.85;28823.648;    1.017;  279.833
 652.99;28765.691;    1.214;  285.840
 653.14;28755.516;    1.169;  292.157
 653.29;28674.264;    1.719;  298.717
 653.44;28583.121;    0.864;  305.538
 653.59;28426.615;   -0.100;  311.983
 653.74;28272.000;   -0.107;  320.052
 653.89;28096.461;   -0.452;  327.431
 654.04;27943.648;   -0.269;  335.586
 654.19;27722.176;    0.957;  347.079
 654.34;27548.484;    0.474;  358.624
 654.49;27317.691;    0.757;  380.602
 654.64;27085.934;    0.779;  478.024
 654.78;26771.275;    1.481;  713.955
 654.93;26269.715;    0.979; 1035.481
 655.08;25628.857;    1.110; 1397.202
 655.23;24992.748;    0.293; 1767.281
 655.38;24317.912;    1.414; 2141.240
 655.53;23747.297;    1.169; 2507.081
 655.68;23193.604;    1.681; 2764.060
 655.83;22791.473;    1.293; 2755.833
 655.98;22742.527;    2.405; 2540.402
 656.13;22986.682;    1.102; 2230.490
 656.28;23393.252;    0.138; 1893.555
 656.42;23912.439;   -0.650; 1547.538
 656.57;24424.330;    0.814; 1195.602
 656.72;24999.209;    0.931;  877.357
 656.87;25533.473;    1.652;  684.345
 657.02;26006.461;    0.426;  615.919
 657.17;26271.846;    0.233;  600.926
 657.32;26456.045;    0.131;  605.681
 657.47;26596.594;   -0.110;  616.431
 657.62;26735.385;   -1.974;  631.300
 657.76;26792.154;   -2.700;  647.145
 657.91;26853.363;   -2.955;  664.281
 658.06;26783.188;   -2.271;  680.574
 658.21;26815.297;   -0.517;  697.957
 658.36;26790.221;    0.376;  713.650
 658.51;26758.682;    0.340;  729.871
 658.66;26709.955;    1.805;  747.583
 658.81;26704.791;    1.626;  768.376
 658.96;26664.285;    0.110;  787.498
 659.10;26729.715;   -0.440;  806.957
 659.25;26726.396;   -0.729;  827.898
 659.40;26795.297;   -0.440;  850.690
 659.55;26840.066;   -0.424;  873.231
 659.70;26923.691;   -1.450;  897.433
 659.85;26955.891;   -1.881;  919.040
 660.00;27009.979;   -0.374;  945.271
 660.15;27009.779;    1.424;  970.536
 660.30;27078.373;    0.150;  997.938
 660.44;27085.076;   -1.205; 1024.317
 660.59;27105.627;   -0.698; 1053.595
 660.74;27107.188;    0.100; 1082.421
 660.89;27129.934;    2.855; 1115.614
 661.04;27153.209;    2.186; 1144.641
 661.19;27207.561;    0.807; 1179.586
 661.34;27206.660;    1.167; 1213.260
 661.49;27210.154;    2.236; 1248.919
 661.63;27239.363;    2.643; 1286.098
 661.78;27240.439;    2.474; 1323.652
 661.93;27211.188;    0.871; 1360.345
 662.08;27199.691;    0.826; 1402.005
 662.23;27114.088;    2.195; 1439.879
 662.38;27054.109;    3.207; 1480.843
 662.53;26982.439;    2.786; 1519.974
 662.67;26918.900;    4.217; 1563.852
 662.82;26855.100;    4.233; 1605.621
 662.97;26815.385;    3.464; 1651.976
 663.12;26755.494;    5.586; 1695.174
 663.27;26769.494;    4.683; 1744.910
 663.42;26753.297;    3.871; 1792.183
 663.57;26797.582;    2.950; 1846.490
 663.71;26794.967;    1.452; 1893.574
 663.86;26826.418;    1.626; 1948.262
 664.01;26894.748;    1.433; 2001.907
 664.16;26971.473;   -0.060; 2059.862
 664.31;27035.012;    0.024; 2116.888
 664.46;27096.000;    0.226; 2179.433
 664.61;27097.428;    0.948; 2236.421
 664.75;27173.979;   -0.469; 2305.224
 664.90;27160.682;   -1.833; 2365.136
 665.05;27123.340;   -1.212; 2427.919
 665.20;27074.352;   -2.186; 2492.355
 665.35;27013.539;   -2.545; 2556.833
 665.50;26929.516;   -3.862; 2613.631
 665.64;26899.824;   -4.012; 2680.195
 665.79;26798.660;   -3.148; 2735.240
 665.94;26784.352;   -4.183; 2802.386
 666.09;26777.561;   -4.281; 2866.583
 666.24;26814.988;   -4.583; 2937.633
 666.39;26796.154;   -4.862; 3004.764
 666.53;26847.824;   -3.612; 3084.271
 666.68;26845.297;   -3.595; 3159.764
 666.83;26856.660;   -4.012; 3246.338
 666.98;26829.648;   -0.500; 3328.726
 667.13;26785.406;   -0.621; 3411.443
 667.28;26702.396;    1.605; 3490.898
 667.42;26697.846;    1.179; 3579.671
 667.57;26678.045;    0.757; 3665.659
 667.72;26714.154;    0.693; 3754.529
 667.87;26730.660;    2.129; 3837.536
 668.02;26783.076;    0.379; 3929.738
 668.17;26811.539;    0.405; 4020.355
 668.31;26849.494;   -1.031; 4116.062
 668.46;26839.979;   -0.500; 4211.964
 668.61;26815.297;   -1.640; 4311.681
 668.76;26733.779;   -1.881; 4409.688
