247.5	55.783
247.67	77.725
247.84	86.952
248.01	66.355
248.17	66.121
248.34	65.879
248.51	65.018
248.68	63.119
248.85	68.048
249.02	72.695
249.18	72.446
249.35	76.123
249.52	78.15
249.69	74.422
249.86	80.383
250.02	78.549
250.19	71.49
250.36	68.843
250.53	69.997
250.7	65.357
250.87	65.929
251.03	63.009
251.2	62.766
251.37	66.113
251.54	70.194
251.71	70.896
251.87	71.264
252.04	70.811
252.21	74.318
252.38	72.818
252.55	75.372
252.71	70.368
252.88	68.743
253.05	70.384
253.22	72.009
253.39	71.645
253.56	77.335
253.72	77.01
253.89	86.276
254.06	91.066
254.23	92.916
254.4	98.876
254.56	98.541
254.73	95.354
254.9	90.864
255.07	86.242
255.24	82.244
255.4	82.24
255.57	75.752
255.74	72.928
255.91	75.569
256.08	79.363
256.24	86.093
256.41	82.333
256.58	79.775
256.75	80.898
256.92	83.077
257.08	79.297
257.25	77.449
257.42	68.671
257.59	69.567
257.75	71.51
257.92	72.927
258.09	70.468
258.26	70.094
258.43	71.377
258.59	73.423
258.76	77.263
258.93	79.115
259.1	76.603
259.27	78.869
259.43	81.738
259.6	82.817
259.77	83.625
259.94	83.446
260.11	79.866
260.27	84.053
260.44	81.029
260.61	79.03
260.78	78.575
260.94	77.324
261.11	75.258
261.28	74.981
261.45	75.241
261.62	78.083
261.78	78.034
261.95	77.026
262.12	72.799
262.29	75.107
262.45	76.974
262.62	78.36
262.79	75.275
262.96	78.916
263.13	80.343
263.29	84.127
263.46	81.963
263.63	79.81
263.8	75.862
263.96	78.867
264.13	79.597
264.3	79.272
264.47	79.354
264.63	82.11
264.8	83.545
264.97	83.987
265.14	79.514
265.31	78.941
265.47	79.966
265.64	79.892
265.81	77.718
265.98	76.467
266.14	73.666
266.31	76.209
266.48	72.828
266.65	72.594
266.81	68.152
266.98	70.064
267.15	73.326
267.32	74.402
267.48	77.069
267.65	75.335
267.82	72.199
267.99	74.422
268.15	69.084
268.32	69.825
268.49	72.342
268.66	70.585
268.82	74.406
268.99	76.98
269.16	79.7
269.33	84.97
269.49	82.978
269.66	83.048
269.83	83.626
270	85.315
270.16	85.135
270.33	89.417
270.5	89.171
270.67	89.843
270.83	90.531
271	94.761
271.17	92.784
271.34	91.54
271.5	85.828
271.67	83.68
271.84	81.677
272.01	80.148
272.17	78.23
272.34	80.285
272.51	80.166
272.68	82.486
272.84	81.909
273.01	84.555
273.18	83.072
273.35	80.024
273.51	77.539
273.68	75.361
273.85	72.267
274.02	72.83
274.18	70.581
274.35	74.516
274.52	73.721
274.69	73.849
274.85	75.475
275.02	80.669
275.19	79.453
275.35	82.758
275.52	80.056
275.69	79.684
275.86	77.49
276.02	80.552
276.19	75.239
276.36	78.894
276.53	78.615
276.69	80.459
276.86	81.415
277.03	80.06
277.19	75.155
277.36	76
277.53	71.944
277.7	72.155
277.86	69.051
278.03	73.213
278.2	70.967
278.37	77.441
278.53	77.44
278.7	80.263
278.87	73.261
279.03	74.24
279.2	68.025
279.37	72.037
279.54	67.329
279.7	68.366
279.87	69.108
280.04	74.576
280.2	72.736
280.37	80.068
280.54	79.333
280.71	80.408
280.87	81.756
281.04	79.183
281.21	77.159
281.37	77.313
281.54	70.751
281.71	75.738
281.88	76.517
282.04	72.578
282.21	72.762
282.38	76.233
282.54	80.732
282.71	78.872
282.88	72.562
283.04	69.961
283.21	72.585
283.38	71.835
283.55	73.066
283.71	76.073
283.88	77.733
284.05	80.83
284.21	86.622
284.38	87.446
284.55	87.792
284.72	82.663
284.88	99.594
285.05	101.468
285.22	102.273
