247.5	29.091
247.67	71.725
247.84	43.337
248.01	36.18
248.17	34.242
248.34	29.285
248.51	25.49
248.68	24.459
248.85	29.972
249.02	32.366
249.18	31.732
249.35	33.464
249.52	36.205
249.69	35.719
249.86	38.35
250.02	34.527
250.19	29.897
250.36	28.558
250.53	27.657
250.7	20.016
250.87	19.808
251.03	20.701
251.2	21.349
251.37	24.596
251.54	28.029
251.71	33.468
251.87	37.231
252.04	35.317
252.21	35.801
252.38	38.334
252.55	39.405
252.71	37.115
252.88	35.413
253.05	36.867
253.22	37.713
253.39	34.744
253.56	35.214
253.72	34.922
253.89	42.045
254.06	42.692
254.23	41.389
254.4	51.03
254.56	54.486
254.73	53.662
254.9	49.271
255.07	44.33
255.24	43.464
255.4	42.437
255.57	37.587
255.74	30.313
255.91	32.393
256.08	36.22
256.24	39.357
256.41	37.872
256.58	37.435
256.75	37.931
256.92	45.483
257.08	39.494
257.25	34.317
257.42	26.847
257.59	26.655
257.75	30.477
257.92	29.004
258.09	26.446
258.26	27.27
258.43	31.883
258.59	32.577
258.76	33.505
258.93	34.269
259.1	36.01
259.27	37.363
259.43	42.287
259.6	41.795
259.77	48.086
259.94	54.204
260.11	49.559
260.27	49.405
260.44	47.6
260.61	42.711
260.78	42.553
260.94	39.862
261.11	33.17
261.28	34.882
261.45	36.362
261.62	38.379
261.78	44.693
261.95	47.344
262.12	42.843
262.29	43.492
262.45	46.534
262.62	47.58
262.79	46.726
262.96	44.004
263.13	39.618
263.29	43.413
263.46	42.864
263.63	42.788
263.8	38.038
263.96	36.482
264.13	41.333
264.3	48.667
264.47	48.87
264.63	46.231
264.8	42.336
264.97	43.361
265.14	39.976
265.31	37.26
265.47	32.648
265.64	32.628
265.81	37.96
265.98	40.236
266.14	38.128
266.31	42.483
266.48	38.345
266.65	35.045
266.81	29.405
266.98	31.679
267.15	35.414
267.32	37.908
267.48	43.201
267.65	41.609
267.82	40.001
267.99	41.18
268.15	37.15
268.32	32.671
268.49	33.199
268.66	29.695
268.82	32.889
268.99	36.706
269.16	39.502
269.33	39.069
269.49	38.384
269.66	39.916
269.83	37.626
270	34.623
270.16	36.63
270.33	41.362
270.5	39.435
270.67	40.996
270.83	41.146
271	41.564
271.17	44.015
271.34	43.748
271.5	40.795
271.67	41.296
271.84	40.512
272.01	39.741
272.17	44.054
272.34	44.845
272.51	45.595
272.68	46.958
272.84	46.591
273.01	49.071
273.18	47.402
273.35	42.431
273.51	42.528
273.68	38.251
273.85	35.894
274.02	39.281
274.18	37.724
274.35	40.483
274.52	40.688
274.69	39.376
274.85	38.091
275.02	42.153
275.19	37.058
275.35	35.846
275.52	32.078
275.69	30.53
