247.5	27.475
247.67	49.418
247.84	29.721
248.01	25.432
248.17	21.858
248.34	19.373
248.51	19.04
248.68	16.789
248.85	21.499
249.02	25.618
249.18	28.094
249.35	31.684
249.52	32.436
249.69	27.126
249.86	32.955
250.02	27.34
250.19	19.534
250.36	11.261
250.53	8.767
250.7	3.115
250.87	5.27
251.03	1.163
251.2	4.305
251.37	10.289
251.54	18.502
251.71	27.116
251.87	29.418
252.04	27.647
252.21	29.79
252.38	28.07
252.55	27.68
252.71	22.456
252.88	15.38
253.05	18.647
253.22	20.845
253.39	17.403
253.56	21.511
253.72	20.834
253.89	26.144
254.06	27.066
254.23	26.059
254.4	29.293
254.56	30.014
254.73	27.882
254.9	23.612
255.07	22.242
255.24	21.98
255.4	23.075
255.57	21.51
255.74	22.027
255.91	23.393
256.08	26.528
256.24	30.049
256.41	28.003
256.58	22.852
256.75	22.481
256.92	25.187
257.08	22.681
257.25	20.087
257.42	9.198
257.59	10.622
257.75	15.729
257.92	17.499
258.09	16.402
258.26	14.358
258.43	15.421
258.59	20.324
258.76	19.637
258.93	20.566
259.1	16.735
259.27	16.627
259.43	19.628
259.6	23.696
259.77	26.218
259.94	31.006
260.11	26.328
260.27	28.581
260.44	23.314
260.61	21.184
260.78	19.498
260.94	18.335
261.11	13.676
261.28	11.596
261.45	13.351
261.62	16.544
261.78	20.364
261.95	20.85
262.12	18.953
262.29	20.998
262.45	27.655
262.62	29.349
262.79	27.759
262.96	25.642
263.13	24.827
263.29	24.303
263.46	21.216
263.63	19.063
263.8	15.774
263.96	17.9
264.13	24.784
264.3	27.272
264.47	29.42
264.63	32
264.8	32.6
264.97	30.185
265.14	25.273
265.31	22.282
265.47	21.021
265.64	22.574
265.81	19.96
265.98	16.379
266.14	16.128
266.31	18.714
266.48	13.795
266.65	10.748
266.81	3.185
266.98	10.679
267.15	15.392
267.32	15.721
267.48	17.729
267.65	16.873
267.82	17.21
267.99	19.521
268.15	14.007
268.32	12.198
268.49	18.935
268.66	20.387
268.82	23.549
268.99	23.662
269.16	27.172
269.33	29.805
269.49	29.219
269.66	29.026
269.83	29.868
270	29.227
270.16	30.63
270.33	30.824
270.5	29.787
270.67	29.227
270.83	26.443
271	23.772
271.17	25.135
271.34	23.979
271.5	23.499
271.67	19.065
271.84	18.644
272.01	19.137
272.17	24.868
272.34	24.68
272.51	23.903
272.68	25.387
272.84	26.261
273.01	29.522
273.18	27.732
273.35	21.651
273.51	21.143
273.68	18.218
273.85	15.74
274.02	17.621
274.18	11.944
274.35	14.868
274.52	14.864
274.69	12.706
274.85	13.541
275.02	17.592
275.19	14.442
275.35	17.879
275.52	12.276
275.69	13.179
275.86	10.281
276.02	16.684
276.19	13.481
276.36	16.916
276.53	20.109
276.69	26.437
276.86	28.492
277.03	30.434
277.19	20.429
277.36	17.803
277.53	16.823
277.7	19.187
277.86	12.743
278.03	16.906
278.2	17.956
278.37	28.211
278.53	32.297
278.7	31.076
278.87	23.547
279.03	27.426
279.2	14.926
279.37	13.883
279.54	6.845
279.7	2.608
279.87	4.8
280.04	7.807
280.2	6.451
280.37	17.343
280.54	17.883
280.71	22.386
280.87	25.712
281.04	23.271
281.21	22.785
281.37	22.236
281.54	17.168
281.71	18.243
281.88	16.649
282.04	13.984
282.21	15.267
282.38	19.661
282.54	18.974
282.71	17.685
282.88	14.408
283.04	15.368
283.21	15.925
283.38	16.274
283.55	11.308
283.71	17.392
283.88	17.777
284.05	22.852
284.21	25.391
284.38	28.589
284.55	30.166
284.72	31.367
284.88	49.792
285.05	52.017
285.22	55.108
285.38	54.304
285.55	53.133
285.72	53.106
285.88	46.075
286.05	22.469
286.22	20.808
286.38	18.126
286.55	18.783
286.72	18.798
286.89	16.656
287.05	20.634
287.22	17.591
287.39	18.186
287.55	20.805
287.72	19.07
287.89	14.349
288.05	15.778
288.22	18.544
288.39	18.917
288.55	19.182
288.72	13.901
288.89	12.776
289.05	16.246
289.22	16.146
289.39	14.401
289.56	15.901
289.72	14.543
289.89	14.633
290.06	14.488
290.22	12.776
290.39	16.422
290.56	14.108
290.72	15.635
290.89	16.535
291.06	20.614
291.22	23.888
291.39	25.715
291.56	21.999
291.72	27.184
291.89	24.604
292.06	28.368
292.22	21.594
292.39	21.906
292.56	23.108
292.72	22.055
292.89	19.578
293.06	19.764
293.22	14.062
293.39	13.689
293.56	14.799
293.72	13.818
293.89	12.365
294.06	16.539
294.22	23.017
294.39	27.031
294.56	31.593
294.72	30.665
294.89	28.786
295.06	32
295.22	25.65
295.39	18.293
295.56	18.489
295.72	16.502
295.89	15.785
296.06	13.617
296.22	8.068
296.39	9.72
296.56	19.785
296.72	23.864
296.89	27.259
297.06	21.425
297.22	27.076
297.39	29.619
297.56	34.601
297.72	27.428
297.89	22.303
298.06	22.423
298.22	24.464
298.39	23.73
298.56	23.719
298.72	17.302
298.89	20.224
299.05	15.244
299.22	11.852
299.39	11.873
299.55	9.945
299.72	11.395
299.89	10.089
300.05	4.572
300.22	9.32
300.39	12.184
300.55	12.628
300.72	14.786
300.89	16.741
301.05	19.971
301.22	20.388
301.38	17.504
301.55	14.971
301.72	15.311
301.88	12.127
302.05	13.749
302.22	13.663
302.38	19.936
302.55	23.15
302.72	26.508
302.88	32.385
303.05	36.211
303.21	35.063
303.38	36.465
303.55	28.052
303.71	28.357
303.88	28.858
304.05	25.013
304.21	21.209
304.38	19.579
304.55	19.577
304.71	24.511
304.88	26.548
305.04	20.337
305.21	14.747
305.38	15.065
305.54	11.772
305.71	15.373
305.88	11.098
306.04	7.376
306.21	10.481
306.37	12.129
306.54	15.684
306.71	19.029
306.87	17.792
307.04	21.746
307.2	18.715
307.37	17.136
307.54	22.212
307.7	23.352
307.87	26.627
308.04	23.541
308.2	24.191
308.37	26.764
308.53	24.47
308.7	20.185
308.87	15.455
309.03	11.91
309.2	8.721
309.36	5.879
309.53	6.182
309.7	9.559
309.86	15.656
310.03	17.3
310.2	12.795
310.36	17.023
310.53	16.939
310.69	14.613
310.86	13.367
311.03	7.007
311.19	7.2
311.36	11.968
311.52	11.333
311.69	11.735
311.86	13.35
312.02	12.474
312.19	17.048
312.35	20.258
312.52	20.621
312.69	19.055
312.85	18.537
313.02	22.439
313.18	23.178
313.35	19.5
313.52	15.011
313.68	12.637
313.85	13.022
314.01	13.141
314.18	6.894
314.35	9.135
314.51	3.505
314.68	6.102
314.84	5.292
315.01	4.019
315.17	3.713
315.34	6.425
315.51	6.689
315.67	8.984
315.84	8.965
316	9.859
316.17	10.069
316.34	14.097
316.5	13.524
316.67	8.619
316.83	12.086
317	10.38
317.17	10.049
317.33	10.736
317.5	9.27
317.66	8.58
317.83	13.853
317.99	11.822
318.16	10.067
318.33	11.09
318.49	7.544
318.66	7.631
318.82	8.862
318.99	6.183
319.15	9.27
319.32	11.283
319.49	9.565
319.65	12.893
319.82	11.021
319.98	18.911
320.15	20.094
320.31	22.581
320.48	24.896
320.65	29.48
320.81	30.879
320.98	29.188
321.14	20.591
321.31	23.234
321.47	18.667
321.64	14.176
321.81	15.276
321.97	14.471
322.14	19.258
322.3	19.244
322.47	16.032
322.63	17.617
322.8	23.638
322.97	17.262
323.13	13.468
323.3	15.37
323.46	16.143
323.63	13.292
323.79	15.266
323.96	9.805
324.12	16.675
324.29	24.409
324.46	19.069
324.62	17.41
324.79	18.165
324.95	13.235
325.12	19.201
325.28	20.776
325.45	19.79
325.61	27.561
325.78	29.889
325.95	31.77
326.11	39.106
326.28	36.432
326.44	39.462
326.61	35.706
326.77	26.563
326.94	27.31
327.1	33.473
327.27	24.878
327.43	32.269
327.6	29.055
327.77	33.22
327.93	38.608
328.1	35.588
328.26	30.57
328.43	34.824
328.59	28.577
328.76	26.75
328.92	24.967
329.09	24.775
329.25	31.009
329.42	37.448
329.58	41.432
