2.07,1.35,0.657,1.479,1.233,1.688,1.525,0.735,0.295,0.644,0.395,0.775,0.639,0.604,0.804,0.85,0.856,0.512,0.193,0.375
2.305,2.517,0.992,0.964,1.623,1.421,1.974,1.625,0.575,1.155,1.43,0.76,0.464,0.742,0.867,0.645,0.594,0.636,0.521,0.538
3.135,1.555,1.91,2.146,1.863,2.221,1.767,2.025,1.14,1.31,0.915,1.141,0.675,1.05,0.863,0.43,0.616,0.712,0.325,0.728
1.64,2.179,2.067,1.81,0.714,2.392,2.12,1.063,1.64,1.105,0.805,1.245,1.271,1.306,0.929,0.815,0.981,0.762,0.586,0.51
3.058,2.463,1.446,1.435,1.23,2.37,1.845,1.731,1.545,1.015,1.322,1.368,1.104,1.305,0.958,0.65,0.791,0.743,0.319,0.53
3.2,2.45,1.762,1.927,1.064,1.979,0.97,1.255,1.235,0.767,1.317,1.256,0.689,1.025,0.943,0.805,0.312,0.898,0.331,0.425
2.96,2.108,2.181,1.295,1.212,1.967,1.995,1.165,1.165,1.279,1.462,1.195,0.818,1.511,1.321,0.525,0.362,0.718,0.394,0.508
2.93,1.925,2.209,1.98,1.533,1.242,1.695,0.836,1.182,1.863,1.236,1.34,0.571,0.757,1.125,0.394,0.397,0.6,0.39,0.633
2.02,3.195,3.287,3.068,1.325,0.958,2.576,1.037,1.1,1.745,1.196,0.505,0.768,0.33,1.125,1.564,0.743,0.875,0.659,0.422
3.13,1.891,2.617,2.704,1.48,1.609,2.485,1.818,1.435,1.725,0.942,1.876,0.923,1.175,0.812,0.921,0.65,0.922,0.725,0.43
3.235,2.529,2.778,2.154,1.395,2.155,2.687,1.6,1.471,0.88,1.558,1.02,0.675,1.105,0.754,0.746,0.5,0.753,0.778,0.376
3.221,2.758,1.862,1.017,2.159,1.712,2.055,1.28,1.179,1.28,1.942,0.72,0.707,1.015,0.858,0.987,1.217,0.739,0.406,0.445
3.07,2.95,0.89,0.983,2.1,1.509,1.5,1.485,0.888,0.713,1.433,1.042,1.19,0.78,1.024,1.179,0.622,0.674,0.419,0.208
2.232,1.942,1.423,1.843,3.145,2.0,1.46,1.28,1.187,1.804,0.559,1.495,1.104,0.868,1.114,1.175,0.356,0.808,0.366,0.328
