71.821,52.893,45.16,98.656,73.5,98.355,89.0,50.929,35.25,56.6,44.75,50.469,50.906,50.821,45.125,62.219,63.167,63.114,49.6,69.25
84.107,42.25,35.643,49.733,53.633,70.594,65.792,36.917,27.75,45.381,31.458,53.25,18.438,20.393,30.975,33.935,39.5,45.476,39.65,41.878
62.893,41.036,50.64,47.219,57.562,59.969,54.438,37.65,34.609,71.042,24.458,40.621,29.812,31.036,27.475,26.0,34.5,57.778,50.0,38.116
63.75,46.214,48.625,55.393,36.833,60.344,59.043,27.16,52.4,78.125,28.32,51.188,39.562,32.533,42.65,29.344,22.083,45.477,45.528,50.955
58.714,53.312,41.219,47.25,56.357,73.357,46.667,56.958,53.179,57.696,23.136,58.258,37.138,48.5,56.8,22.7,30.0,53.275,54.225,58.75
66.679,59.062,70.438,54.1,57.933,74.552,41.536,58.667,69.286,44.231,43.786,54.3,40.75,57.344,43.842,26.0,33.667,61.295,52.75,61.818
67.071,76.179,63.379,20.3,48.344,63.688,42.423,68.111,42.286,44.875,42.6,41.419,52.107,38.172,29.771,27.393,38.5,53.256,57.775,50.846
78.75,55.0,60.097,47.24,51.5,51.969,62.429,41.115,45.48,61.96,14.28,61.906,45.286,26.567,44.806,29.167,36.639,20.386,54.03,47.386
88.714,49.571,68.156,44.296,55.964,47.312,58.32,33.036,55.059,60.64,6.143,44.25,38.5,27.032,42.225,32.04,44.75,30.455,41.182,39.475
86.929,40.903,85.548,57.375,12.519,45.6,53.607,42.92,53.08,64.04,27.321,35.8,31.115,40.75,28.55,38.562,22.906,38.55,47.469,41.886
79.179,50.969,63.484,52.469,24.786,60.963,49.304,51.929,52.536,52.571,32.438,47.762,31.238,50.531,34.6,46.222,40.25,53.55,65.75,51.158
71.679,76.469,20.469,24.25,63.4,62.621,69.037,51.565,47.25,34.714,27.125,34.042,41.3,59.226,46.275,52.375,20.517,52.409,48.553,44.8
36.929,89.125,22.0,30.938,56.308,62.967,57.464,59.037,53.5,26.839,30.429,28.565,24.833,64.75,39.971,63.886,24.0,38.727,41.725,36.875
19.429,74.419,37.433,30.31,28.357,37.656,52.913,69.179,45.562,34.5,37.2,34.762,39.481,42.531,38.595,47.306,28.625,42.227,39.875,27.775
45.071,83.0,70.042,50.656,27.406,62.484,82.842,66.536,28.103,23.593,27.75,51.625,31.815,56.75,39.571,54.781,41.469,54.227,32.625,38.628
49.036,75.562,92.036,53.233,14.875,45.469,62.577,55.619,31.929,12.069,32.625,52.792,40.12,51.857,30.923,51.235,24.25,55.128,44.175,48.341
36.857,90.75,83.812,48.094,28.103,47.16,50.393,39.842,22.643,34.815,36.179,42.652,43.846,38.138,45.425,52.861,51.094,53.472,42.026,37.614
56.357,48.0,77.875,57.219,49.679,40.185,47.682,45.821,25.406,39.75,39.444,45.95,35.474,32.433,44.025,55.056,44.062,53.568,41.969,44.111
74.25,39.613,71.75,64.0,58.517,45.214,69.625,54.357,30.5,34.64,54.0,45.182,44.524,46.074,54.421,44.861,36.839,42.605,62.485,44.205
63.25,57.688,74.75,56.0,51.759,47.548,72.5,62.833,40.594,33.824,41.607,34.565,48.773,38.107,47.158,54.806,37.4,33.974,48.969,38.795
64.464,72.793,65.75,58.077,37.871,65.719,72.643,57.964,43.906,38.75,38.929,40.0,58.5,26.679,43.051,58.694,48.548,44.775,53.25,45.5
75.407,48.857,68.433,63.793,60.741,50.483,62.714,49.679,46.444,36.536,50.962,48.417,67.828,19.875,42.457,42.182,59.0,52.75,48.312,48.025
80.964,74.375,74.867,47.065,57.967,31.75,50.96,47.071,52.433,42.281,53.583,37.375,55.613,32.227,62.184,36.389,51.0,43.955,52.219,40.568
58.607,66.719,84.406,52.281,41.484,51.367,47.0,29.136,62.188,37.194,61.0,34.045,56.308,41.5,41.667,43.806,62.139,54.829,45.0,36.975
84.607,47.129,83.188,59.156,44.179,53.438,19.042,41.071,47.793,46.688,55.16,42.0,44.111,44.29,53.051,46.111,50.333,51.659,31.8,42.682
86.593,64.906,63.258,58.406,31.481,59.806,28.048,30.889,44.333,49.923,68.231,37.143,43.438,49.786,55.9,43.531,34.688,65.182,36.812,41.886
83.607,85.812,80.214,30.08,49.966,75.133,58.818,12.958,36.867,61.448,47.296,41.125,44.567,61.464,57.737,37.281,39.972,61.625,51.806,45.5
81.179,94.414,69.065,63.871,45.688,60.484,51.259,53.148,47.69,63.438,45.72,36.667,42.968,50.043,52.312,35.031,25.323,60.442,21.469,46.6
77.107,70.742,72.714,53.71,36.5,73.452,65.583,36.0,69.065,68.4,24.4,44.625,33.7,46.786,42.632,32.031,13.485,40.818,23.774,53.841
78.429,48.517,81.846,49.222,20.433,82.781,53.043,27.63,60.333,39.556,19.962,41.261,17.071,43.964,43.8,35.161,34.639,51.667,40.69,44.425
82.75,80.406,69.0,58.857,47.871,60.538,58.875,32.577,45.806,48.7,21.893,30.375,32.484,51.333,56.389,46.719,45.917,63.029,30.032,43.432
84.107,59.812,55.857,47.097,54.094,47.156,31.28,24.111,53.519,57.812,17.462,37.25,23.138,62.25,62.743,40.281,59.583,57.833,36.778,42.302
71.393,77.097,57.344,87.792,52.0,52.25,34.273,36.455,61.781,57.367,17.429,39.542,35.88,52.688,69.222,41.094,40.444,54.917,44.054,55.773
71.714,58.531,69.219,67.714,54.7,54.345,56.917,28.222,64.286,35.75,11.731,31.286,42.296,51.031,60.472,19.094,49.886,49.0,48.75,69.575
72.25,40.844,63.897,65.419,35.871,59.741,61.038,23.571,53.125,32.967,7.63,28.6,53.935,60.667,51.294,39.188,55.028,47.833,60.711,66.205
63.786,29.821,63.75,72.469,44.125,40.742,65.393,18.071,39.519,38.414,47.292,27.25,49.862,52.324,58.111,44.032,50.75,53.306,63.9,59.341
66.214,75.179,66.625,77.767,58.552,39.469,80.107,35.929,51.652,40.069,59.042,29.85,38.097,52.919,56.083,38.967,57.722,58.771,55.395,64.209
56.75,83.296,60.344,71.531,59.594,57.793,54.56,45.375,50.188,45.281,54.667,48.667,20.893,64.886,58.05,42.062,48.194,61.621,54.472,67.175
49.214,76.839,52.964,61.281,69.062,72.148,64.929,57.963,45.875,69.0,38.036,40.619,36.042,55.515,58.273,59.786,44.722,61.519,39.132,40.694
68.893,56.906,64.156,76.25,70.188,67.138,71.115,58.536,57.935,59.346,62.368,42.889,20.862,53.528,54.275,41.238,37.194,42.167,32.641,39.886
90.321,66.906,72.406,58.25,76.938,46.9,63.92,41.0,53.688,59.562,39.692,46.833,8.406,48.114,50.394,42.643,24.306,49.172,33.95,52.795
79.44,62.562,37.188,67.885,71.448,55.0,58.583,59.107,47.704,54.48,26.875,51.4,18.531,53.0,55.35,54.929,45.167,57.406,39.472,58.95
98.429,80.071,13.613,77.786,47.29,70.968,36.893,46.4,44.259,59.903,46.917,45.792,19.312,55.515,57.026,43.281,44.861,67.25,49.529,52.85
107.893,92.821,19.469,70.893,48.286,67.5,42.783,61.571,47.409,68.969,49.222,42.333,19.214,47.906,53.6,26.625,47.143,55.312,41.111,35.825
90.536,86.929,60.0,67.0,40.667,53.115,66.042,63.75,36.815,77.094,39.625,43.217,19.969,42.553,64.528,14.844,70.278,59.321,40.95,53.429
90.25,71.5,72.839,45.935,47.125,66.167,63.76,58.615,56.179,79.25,38.238,49.0,30.125,51.595,47.7,34.906,57.433,46.833,45.486,48.806
84.321,81.688,60.156,73.906,46.548,63.333,77.214,47.84,58.357,62.156,37.476,44.5,26.8,36.538,49.075,39.625,54.914,42.925,55.75,61.523
83.75,69.607,74.406,50.156,44.655,67.812,70.619,62.0,56.036,65.37,11.5,47.65,26.48,59.103,46.636,29.8,50.375,38.242,56.821,52.295
86.607,64.214,80.094,63.586,49.867,58.968,53.37,52.821,56.296,70.188,21.929,44.435,29.517,42.152,53.235,56.688,52.556,51.0,58.025,44.45
64.143,70.143,81.906,77.107,68.704,70.032,62.464,60.607,49.952,57.375,39.583,51.542,46.367,56.583,57.838,53.968,65.25,42.825,54.556,34.579
31.857,71.875,67.094,39.652,42.571,89.312,71.857,74.143,62.781,39.8,46.333,63.458,43.966,41.275,75.361,54.406,53.722,40.056,49.909,26.909
64.071,75.719,56.967,36.581,49.645,58.593,74.464,61.077,55.067,50.469,48.875,63.375,52.419,46.382,69.375,71.344,79.25,53.275,58.091,23.595
