24.75,59.875,9.727,13.708,59.208,19.4,8.429,14.25,2.417,10.526,1.05,2.6,6.844,2.036,4.944,10.556,27.143,2.5,24.175,3.475
26.7,63.708,6.19,10.381,41.591,15.15,13.5,15.562,2.625,4.0,10.15,16.1,1.438,4.357,19.417,1.829,3.071,3.55,4.846,7.15
17.45,24.125,10.714,31.542,19.958,26.45,15.318,15.333,5.158,6.95,12.75,5.059,2.5,15.667,2.0,1.056,17.821,20.222,8.222,7.886
12.55,107.917,10.105,35.35,8.818,17.8,21.0,3.45,15.542,6.4,2.19,9.55,12.469,26.962,6.0,2.917,12.5,3.386,18.556,5.5
41.0,47.083,7.818,11.2,18.75,31.938,38.5,8.562,21.292,4.05,3.611,6.211,16.31,13.571,4.278,12.278,3.071,6.1,3.969,9.091
18.7,29.917,10.85,15.818,9.318,15.1,3.083,4.95,11.417,2.5,10.75,6.556,3.929,6.786,6.647,4.735,1.273,4.0,8.3,4.727
17.05,32.708,20.235,5.455,17.333,16.5,33.9,12.5,4.917,11.158,8.143,3.4,7.429,11.88,12.639,1.594,1.0,33.349,7.625,3.949
20.2,30.792,19.158,13.929,23.722,10.6,29.8,3.222,5.381,16.0,2.182,4.5,2.786,2.421,18.625,0.893,1.071,11.705,7.278,2.841
15.9,45.773,28.667,24.85,13.25,3.75,22.882,39.0,8.5,13.0,3.417,1.0,2.643,1.074,4.333,3.538,2.643,13.455,7.353,10.45
19.75,23.042,21.217,35.583,6.85,9.75,15.65,15.059,5.13,15.05,9.292,3.0,3.538,2.935,3.0,3.639,2.071,17.927,12.833,1.977
44.35,46.917,18.348,14.083,19.1,19.409,25.8,11.0,5.708,15.55,6.5,6.294,2.143,17.643,14.639,4.361,1.429,6.025,4.925,3.952
35.05,73.875,9.333,32.542,37.682,14.727,13.45,4.6,4.167,23.4,16.333,1.25,2.931,6.733,3.028,3.5,3.36,10.114,2.15,20.955
23.3,44.0,5.4,18.792,44.211,9.136,18.3,8.0,24.458,5.565,10.542,9.611,5.9,3.031,22.4,4.429,1.464,4.432,8.1,1.0
11.85,45.75,22.0,13.455,69.75,28.583,5.5,7.15,6.75,15.792,1.81,16.842,9.643,1.844,3.152,7.333,1.071,30.545,8.85,4.045
10.65,34.0,13.55,24.5,9.667,37.667,22.125,16.55,17.955,21.947,1.368,3.65,5.593,7.8,1.516,4.375,1.893,10.409,26.6,8.698
9.1,43.5,20.905,26.667,6.5,4.3,10.944,7.278,3.0,3.478,13.217,1.05,5.72,3.893,5.171,5.235,3.821,7.595,15.7,7.575
10.3,34.25,24.833,7.333,1.45,10.769,10.706,6.636,2.55,3.375,1.25,2.842,4.615,24.241,12.583,5.306,8.107,4.472,3.421,16.682
25.4,24.25,20.167,21.167,3.188,8.769,18.062,10.3,3.435,17.75,2.043,3.688,17.368,18.7,4.167,6.889,4.107,4.108,14.243,6.75
30.0,14.458,18.833,12.048,10.611,9.812,23.55,21.35,4.792,5.286,4.55,3.889,8.381,20.806,11.529,10.056,9.259,2.744,4.294,8.932
36.55,37.0,9.55,13.042,15.286,10.053,19.75,5.25,14.75,15.529,3.708,3.211,5.318,26.812,7.583,4.222,11.481,0.974,3.861,3.477
44.65,33.625,16.375,14.381,22.45,25.583,29.15,3.95,14.208,8.583,2.792,4.85,8.406,22.194,3.057,2.694,3.435,1.95,4.806,14.732
19.05,107.2,10.75,16.81,13.9,25.3,14.6,5.15,9.263,12.45,4.818,4.35,6.0,5.679,4.088,1.697,3.077,2.05,4.306,2.475
17.6,37.833,10.895,8.435,73.045,4.4,6.647,11.1,13.0,5.667,5.1,1.25,4.71,7.538,8.059,2.306,7.593,5.4,16.722,1.932
19.8,44.75,16.125,15.708,9.375,7.524,11.95,2.786,6.75,4.917,4.417,2.0,3.5,6.5,3.417,5.861,5.214,2.829,4.275,1.8
23.6,111.417,7.375,15.792,7.1,16.083,7.25,5.2,17.136,14.875,22.143,2.941,2.444,10.519,13.943,9.688,5.192,2.634,2.448,3.341
25.9,69.5,26.0,12.5,8.933,11.739,23.692,6.85,5.917,5.7,9.273,11.882,3.656,16.333,4.917,5.375,1.786,9.841,5.611,2.068
19.3,43.125,17.65,5.647,27.95,14.364,11.286,2.95,30.273,5.955,9.565,2.95,14.133,8.208,3.562,12.414,1.643,8.325,4.3,4.545
44.05,28.125,40.4,25.609,22.083,13.783,17.2,5.8,16.818,7.292,4.714,34.55,6.419,3.368,3.214,3.875,8.609,6.488,2.425,2.575
32.05,33.125,16.0,22.0,6.889,23.167,16.188,22.75,5.696,5.591,3.286,4.35,2.419,1.875,5.529,6.875,32.143,9.9,1.325,5.318
14.8,32.5,18.5,13.65,5.864,6.667,11.0,8.158,9.1,23.842,3.083,1.737,3.714,10.708,4.056,14.935,4.75,19.139,2.95,1.75
17.25,39.5,15.087,33.15,6.5,10.133,22.625,3.333,4.261,11.87,4.458,1.8,34.097,26.556,8.469,4.188,2.438,10.882,8.97,1.864
18.4,34.25,11.5,20.875,8.083,17.75,9.059,2.632,4.579,3.083,10.227,0.938,5.0,9.25,8.312,1.781,3.938,15.467,2.667,2.326
16.75,50.917,27.083,29.0,14.714,13.0,11.231,2.643,10.167,5.955,17.042,2.75,11.24,10.594,4.438,3.031,1.531,18.25,3.056,6.955
21.1,30.417,23.917,11.409,27.0,18.391,9.25,15.15,9.042,9.3,2.955,1.412,3.143,42.062,11.094,1.938,3.516,10.028,5.639,6.325
31.2,26.083,15.786,18.455,6.261,52.25,5.917,2.5,4.042,10.955,3.0,0.938,4.645,5.219,3.133,2.5,40.469,8.444,5.529,6.614
15.95,14.75,12.235,20.75,7.55,21.0,16.167,5.35,3.579,3.143,2.562,0.9,13.931,2.036,4.094,5.344,11.714,3.889,2.278,6.512
23.25,38.5,15.083,14.579,10.1,5.2,11.833,3.263,10.938,12.958,7.5,0.875,3.161,2.387,9.219,6.633,23.375,3.4,5.719,4.364
28.25,33.737,23.9,31.438,42.458,12.25,4.0,8.438,7.0,17.25,3.65,6.1,4.0,4.857,5.5,8.406,15.531,2.724,4.111,6.65
9.75,57.565,33.7,12.167,16.0,17.2,20.25,7.263,4.375,20.917,2.2,8.176,3.222,14.483,3.656,4.938,19.406,2.148,1.711,1.306
15.0,64.792,16.9,7.95,19.375,30.118,10.944,5.9,7.125,11.611,4.632,2.235,2.414,4.406,1.812,2.545,5.531,0.889,5.763,3.886
45.4,16.625,22.0,13.227,19.792,7.75,7.55,2.65,5.667,5.167,2.556,4.05,6.906,1.452,3.92,5.0,17.438,5.429,3.475,6.773
29.0,34.667,28.0,38.071,22.667,7.556,16.056,3.95,6.583,11.824,1.938,5.6,5.75,2.688,4.639,4.172,19.033,7.688,1.675,5.15
32.3,38.5,25.818,27.882,27.913,12.583,70.7,2.529,3.81,23.304,5.75,50.5,3.844,6.852,2.457,6.344,11.375,9.781,5.919,4.575
20.05,46.0,13.667,24.833,10.05,3.25,21.188,4.55,5.278,7.708,3.438,23.15,1.571,2.583,4.694,3.031,9.969,8.875,18.025,10.425
24.15,38.708,26.083,14.13,4.75,18.0,13.2,4.938,3.13,9.0,1.438,7.737,2.281,7.033,4.719,14.156,14.5,2.75,8.182,1.833
25.6,27.917,30.478,4.542,3.875,7.316,13.824,3.55,5.25,12.417,14.933,7.55,2.25,8.0,4.556,11.625,9.5,2.219,9.111,1.667
32.25,54.125,7.0,8.25,20.091,7.227,14.3,25.235,5.667,5.958,6.467,8.588,2.917,4.562,2.639,4.344,6.065,0.875,6.545,4.636
25.45,58.0,16.542,23.25,13.714,13.0,8.154,4.3,3.625,18.125,3.278,5.0,2.56,5.903,4.152,2.034,6.071,0.5,12.93,1.705
40.4,63.375,17.542,15.955,9.318,7.318,17.125,3.85,5.708,10.5,2.05,3.737,1.759,3.655,7.867,3.594,14.125,1.523,18.886,2.05
27.2,35.833,22.042,16.667,29.391,12.417,5.312,14.05,11.923,6.125,1.75,11.9,2.516,5.857,3.167,10.75,22.812,1.159,3.925,1.079
9.85,24.75,20.833,11.85,9.458,9.583,9.875,8.75,15.542,2.409,1.65,14.25,3.424,2.188,3.545,3.656,30.844,0.475,3.486,1.136
29.75,29.125,22.696,5.478,9.417,7.524,7.188,4.944,6.182,5.083,2.45,4.85,3.343,1.677,4.222,2.406,13.438,4.023,11.351,0.543
33.9,34.458,9.235,20.167,5.167,8.611,9.263,14.3,5.043,1.458,3.105,4.75,7.167,1.385,4.639,2.25,6.5,6.045,2.464,1.162
22.75,26.625,12.458,8.333,1.706,15.545,17.875,7.765,8.208,4.19,2.15,4.0,3.484,2.0,11.333,2.688,2.188,1.955,12.312,11.875
27.5,16.875,28.75,10.458,2.957,6.042,20.348,4.25,3.75,11.417,28.318,3.944,17.818,1.25,8.111,5.781,6.333,1.372,7.75,2.15
29.292,41.583,24.043,13.917,9.273,10.455,14.542,13.0,4.583,9.833,7.167,12.765,6.417,1.6,14.969,3.688,22.103,8.614,3.188,2.442
23.375,26.125,25.045,17.583,28.75,2.75,1.125,3.7,5.0,7.875,4.391,3.5,8.333,2.125,3.5,2.438,33.929,1.432,3.472,2.045
8.458,23.208,11.833,15.182,25.619,4.083,4.933,3.9,6.435,4.125,25.958,3.15,4.061,1.607,5.0,7.75,8.8,5.75,6.333,1.952
18.208,28.5,9.958,17.25,9.667,9.091,14.2,4.737,16.292,3.375,3.042,7.0,6.5,13.536,2.562,2.188,3.125,2.326,4.206,2.273
36.042,24.5,9.625,13.292,7.667,9.375,24.95,4.4,7.583,2.375,1.857,6.875,6.5,43.538,8.917,4.531,12.156,16.389,11.286,4.837
35.042,9.417,10.0,10.917,13.87,7.875,7.522,6.75,14.208,9.476,3.737,9.75,5.382,2.893,2.281,4.938,3.062,1.727,2.464,2.628
36.0,9.542,14.565,13.048,12.792,4.773,6.25,4.2,3.522,8.0,13.526,4.0,6.667,1.37,5.423,7.393,5.241,1.216,9.125,2.455
