Lon	I-H-1127	I-H-1138	I-P-1140	O-H-1124	O-P-1128	O-H-1136
337.18	168.531	136.674	121.246	1791.125	145.718	1317.213
337.35	175.827	144.432	123.047	1823.893	151.322	1342.827
337.51	185.614	147.867	131.999	1864.34	155.373	1369.197
337.68	186.75	144.893	128.519	1893.541	157.454	1392.871
337.84	186.116	146.787	129.204	1929.281	160.754	1417.611
338.01	192.771	150.343	136.651	1950.376	164.662	1435.068
338.17	201.816	152.992	141.871	1976.849	169.684	1450.981
338.34	208.166	155.452	143.649	1996.979	173.55	1467.473
338.5	214.339	156.152	146.614	2018.559	180.01	1486.713
338.67	218.633	166.227	149.106	2041.512	185.556	1505.677
338.83	229.08	178.102	157.619	2082.883	196.729	1531.74
339	244.075	191.141	165.668	2119.262	204.317	1557.273
339.16	256.903	200.123	171.024	2169.562	212.771	1595.035
339.33	262.663	204.542	176.872	2205.455	217.982	1622.454
339.49	271.461	212.263	186.505	2240.472	227.329	1647.439
339.66	276.145	216.178	190.134	2264.563	232.519	1661.563
339.82	286.74	227.147	194.356	2281.817	243.312	1676.564
339.99	297.991	235.65	204.727	2282.892	247.727	1677.386
340.15	300.632	240.116	209.171	2267.577	252.544	1664.083
340.32	299.987	238.35	212.746	2233.46	253.548	1635.119
340.48	306.886	243.336	210.369	2210.49	257.831	1622.82
340.65	310.997	248.525	210.393	2193.261	259.766	1613.25
340.81	320.847	257.474	218.309	2196.759	262.386	1618.627
340.98	321.023	251.122	215.188	2187.858	257.221	1610.968
341.14	325.786	255.467	219.995	2197.083	264.379	1621.984
341.31	331.823	256.559	220.098	2222.131	267.142	1645.548
341.47	344.274	267.362	226.615	2264.626	277.241	1680.472
341.64	351.151	273.954	233.316	2300.976	285.151	1708.042
341.8	363.677	285.315	246.282	2344.205	297.655	1745.37
341.97	372.772	292.058	251.86	2365.718	306.509	1763.641
342.13	389.902	306.441	267.232	2402.694	321.551	1792.957
342.3	396.099	310.418	272.198	2424.121	329.616	1812.506
342.46	411.158	319.96	283.257	2446.235	343.686	1830.741
342.63	420.256	326.883	284.883	2442.915	350.08	1829.41
342.79	430.483	334.23	290.098	2418.571	352.373	1813.406
342.96	429.008	334.052	290.426	2366.042	354.085	1774.47
343.12	426.781	332.111	292.507	2312.32	353.77	1734.232
343.29	416	322.934	285.638	2246.615	344.154	1684.407
343.45	416.272	323.009	284.371	2177.152	342.426	1635.151
343.62	407.794	315.959	277.475	2099.245	331.508	1580.508
343.78	401.376	313.519	279.585	2058.782	329.552	1551.552
343.95	399.252	310.054	279.307	2046.834	331.142	1544.318
344.11	419.918	323.402	287.489	2084.138	343.347	1573.083
344.28	439.993	339.894	296.883	2138.521	359.927	1619.784
344.44	468.794	363.75	317.421	2216.179	388.223	1681.344
344.61	484.232	375.385	325.781	2286.715	402.1	1729.781
344.77	504.577	389.906	340.983	2356.181	420.269	1782.577
344.93	523.435	401.754	351.71	2397.743	434.666	1815.974
345.1	537.072	417.566	365.874	2429.951	448.193	1841.182
345.26	539.374	419.715	366.067	2428.363	447.924	1842.99
345.43	548.953	424.745	373.184	2428.953	456.338	1847.393
345.59	549.82	421.326	371.106	2420.479	456.304	1840.732
345.76	566.458	436.139	381.985	2436.832	469.667	1858.832
345.92	574.703	445.9	387.329	2452.659	477.758	1869.791
346.09	591.428	458.604	395.878	2482.197	490.944	1894.703
346.25	607.81	468.678	400.261	2498.69	503.656	1909.492
346.42	617.555	478.489	408.907	2507.665	517.423	1922.588
346.58	625.049	487.412	418.071	2522.346	524.983	1925.588
346.75	634.904	501.113	429.157	2528.311	536.75	1930.926
346.91	635.568	498.459	428.195	2512.469	533.612	1914.612
347.08	649.395	509.626	435.56	2501.307	543.945	1909.857
347.24	651.542	507.224	435.773	2481.454	544.092	1889.443
347.41	661.177	513.232	445.496	2494.54	550.496	1899.177
347.57	671.795	516.839	452.201	2516.388	554.762	1911.63
347.74	682.17	523.324	455.236	2530.478	562.39	1923.247
347.9	693.379	527.038	458.884	2527.555	565.532	1924.994
348.06	705.59	536.853	465.908	2537.458	575.788	1935.502
348.23	709.802	540.56	472.011	2547.011	584.857	1944.67
348.39	723.29	556.18	485.235	2555.817	598.191	1958.565
348.56	728.365	561.321	487.101	2538.673	606.761	1951.145
348.72	741.659	576.923	493.45	2546.318	623.373	1956.758
348.89	760.289	590.564	508.476	2562.201	638.993	1979.905
349.05	784.623	609.865	523.447	2614.997	660.491	2023.282
349.22	806.68	625.394	540.625	2670.218	682.658	2067.174
349.38	847.255	655.266	568.98	2759.782	710.859	2130.705
349.55	879.69	679.196	586.251	2844.152	739.493	2200.844
349.71	918.05	708.787	618.105	2949.303	771.853	2272.71
349.88	944.255	726.046	642.508	3015.574	794.035	2320.662
350.04	967.248	743.479	655.083	3059.248	813.182	2350.61
350.2	976.819	749.467	665.489	3067.347	822.995	2363.467
350.37	988.24	763.856	678.01	3069.032	834.658	2368.658
350.53	984.027	758.389	673.664	3039.214	832.269	2351.642
350.7	983.153	758.065	675.779	3018.406	831.724	2325.944
350.86	980.064	758.339	671.108	2973.361	825.8	2301.965
351.03	982.405	764.394	672.174	2948.295	830.669	2291.262
351.19	976.292	758.127	672.787	2919.215	828.446	2273.71
351.36	983.479	763.929	680.94	2915.478	832.49	2266.753
351.52	987.018	761.689	680.7	2893.018	831.04	2249.842
351.68	989.809	768.589	686.127	2877.325	835.303	2241.259
351.85	985.625	766.449	686.691	2845.075	833.955	2223.175
352.01	993.631	769.818	691.18	2844.971	842.378	2222.62
352.18	1005.342	775.705	696.342	2853.452	848.837	2230.628
352.34	1026.822	798.13	708.855	2889.723	865.767	2262.405
352.51	1056.7	821.348	728.095	2943.491	895.007	2311.612
352.67	1091.861	848.707	751.081	3020.74	926.85	2371.751
352.84	1119.694	868.167	770.386	3094.881	955.233	2426.606
353	1171.544	908.171	807.643	3206.929	998.753	2518.247
353.17	1204.763	934.027	833.653	3282.456	1029.005	2580.598
353.33	1240.257	961.587	864.884	3361.84	1059.29	2637.95
353.49	1266.748	975.704	880.693	3421.232	1080.836	2671.902
353.66	1291.232	997.749	894.408	3459.76	1100.243	2704.178
353.82	1311.696	1016.96	908.059	3491.235	1118.751	2735.048
353.99	1332.202	1033.752	920.653	3515.455	1133.257	2760.224
354.15	1337.285	1034.593	919.318	3513.351	1138.274	2760.813
354.32	1353.963	1044.172	922.985	3527.809	1150.359	2768.359
354.48	1362.382	1047.998	916.283	3514.272	1157.173	2761.69
354.64	1368.987	1060.515	922.801	3501.119	1164.24	2768.746
354.81	1364.773	1058.565	927.114	3486.422	1163.872	2750.455
354.97	1362.548	1058.778	927.614	3469.713	1168.35	2731.053
355.14	1364.382	1060.415	927.865	3447.569	1171.261	2712.481
355.3	1358.561	1059.319	929.297	3417.814	1167.484	2687.902
355.47	1337.717	1050.102	922.783	3367.893	1156.42	2653.288
355.63	1316.944	1038.976	918.801	3314.35	1143.097	2615.339
355.8	1292.586	1018.86	908.816	3235.948	1130.19	2554.531
355.96	1266.843	995.514	882.459	3151.195	1105.964	2490.778
356.12	1240.381	972.589	864.875	3059.523	1075.919	2425.93
356.29	1214.849	950.508	846.332	2981.135	1053.486	2362.783
356.45	1195.062	936.985	828.567	2910.337	1038.38	2308.743
356.62	1188.702	931.263	825.329	2870.241	1030.065	2271.494
356.78	1180.467	921.643	814.632	2831.786	1021.984	2240.523
356.95	1182.255	922.486	814.75	2820.497	1018.519	2225.706
357.11	1176.967	920.428	816.187	2796.242	1017.824	2210.253
357.27	1170.554	916.06	810.433	2769.016	1013.719	2187.104
357.44	1147.73	894.796	793.368	2712.368	992.28	2138.071
357.6	1129.685	882.531	785.08	2655.135	977.597	2094.849
357.77	1113.574	870.135	772.091	2602.651	963.706	2061.453
357.93	1115.85	871.289	773.839	2593.432	962.751	2056.663
358.1	1132.052	883.469	782.436	2614.315	977.656	2073.909
358.26	1168.884	915.664	809.378	2700.005	1012.84	2136.027
358.42	1231.725	960.11	852.747	2829.505	1069.813	2243.912
358.59	1327.974	1045.436	925.831	3026.787	1153.821	2409.974
358.75	1427.44	1118.594	994	3241.132	1244.517	2579.451
358.92	1531.92	1200.018	1070.216	3459.216	1335.304	2748.777
359.08	1612.968	1261.177	1129.463	3626.089	1407.408	2880.1
359.25	1679.29	1311.696	1176.4	3763.597	1467.554	2993.73
359.41	1725.986	1341.052	1207.184	3834.492	1503.459	3053.074
359.57	1736.245	1354.761	1222.146	3859.761	1516.332	3068.882
359.74	1714.143	1332.242	1206.198	3797.33	1503.264	3024.088
359.9	1686.68	1309.9	1189.504	3720.966	1470.724	2968.724
360.07	1638.681	1272.296	1158.692	3613.516	1432.988	2887.175
360.23	1610.518	1255.98	1142.309	3535.441	1409.243	2833.397
360.39	1576.094	1228.522	1117.511	3453.303	1380.555	2764.588
360.56	1556.922	1214.911	1101.68	3393.449	1363.295	2716.46
360.72	1541.556	1200.226	1085.303	3343.116	1350.545	2678.841
360.89	1549.691	1207.988	1091.021	3354.966	1359.45	2681.669
361.05	1560.773	1217.949	1099.114	3370.289	1375.872	2694.938
361.21	1590.766	1240.931	1120.667	3418.062	1404.128	2735.931
361.38	1618.973	1258.039	1135.336	3468.621	1433.237	2768.698
361.54	1672.282	1300.03	1173.173	3561.03	1476.107	2841.14
361.71	1718.459	1334.668	1209.239	3655.009	1522.437	2923.305
361.87	1781.011	1387.66	1254.209	3767.429	1575.121	3019.055
362.04	1823.483	1418.901	1284.505	3841.615	1609.483	3080.154
362.2	1855.968	1446.968	1305.43	3903.705	1637.243	3131.77
362.36	1881.51	1470.378	1323.28	3949.972	1658.411	3164.027
362.53	1900.579	1487.711	1344.15	3971.348	1672.359	3185.7
362.69	1902.758	1485.34	1343.56	3964.186	1671.483	3186.197
362.86	1913.887	1497.503	1351.129	3971.953	1682.371	3189.118
363.02	1923.31	1495.167	1359.277	3972.123	1688.299	3183.409
363.18	1949.348	1513.579	1377.491	4005.04	1708.776	3208.491
363.35	1974.579	1530.876	1395.337	4038.557	1730.337	3226.986
363.51	1999.904	1546.288	1408.706	4069.09	1752.739	3255.75
363.68	2011.561	1556.869	1417.814	4090.968	1767.056	3275.704
363.84	2022.51	1575.268	1436.587	4108.752	1790.334	3294.796
364	2028.708	1578.28	1437.555	4110.928	1787.5	3296.5
364.17	2033.227	1594.997	1447.788	4129.931	1800.656	3315.095
364.33	2048.445	1607.687	1459.225	4159.06	1816.906	3336.851
364.5	2085.662	1635.914	1486.639	4224.299	1851.771	3396.54
364.66	2138.096	1676.371	1525.623	4322.074	1901.634	3475.294
364.82	2219.113	1736.882	1581.805	4472.739	1973.618	3591.399
364.99	2294.522	1787.346	1627.852	4624.61	2035.379	3708.863
365.15	2372.79	1852.757	1691.57	4780.702	2113.493	3832.065
365.32	2446.047	1905.464	1737.31	4914.113	2179.431	3930.058
365.48	2506.122	1956.243	1782.09	5026.87	2235.529	4028.298
365.64	2545.051	1984.557	1806.952	5088.545	2268.721	4080.183
365.81	2571.696	2007.532	1826.301	5127.74	2289.103	4110.971
365.97	2574.077	2006.374	1827.451	5126.055	2293.571	4109.121
366.14	2581.484	2020.791	1834.989	5116.516	2301.835	4105.769
366.3	2574.702	2016.098	1828.032	5099.076	2298.724	4091.417
366.46	2576.848	2016.508	1827.321	5086.167	2302.518	4089.662
366.63	2563.703	2004.132	1819.67	5046.275	2291.505	4064.066
366.79	2558.974	2003.117	1820.787	5031.633	2294.535	4049.15
366.96	2539.978	1987	1810.451	4995.077	2286.462	4023.198
367.12	2528.564	1980.663	1801.103	4961.707	2273.356	3996.059
367.28	2496.343	1952.156	1777.892	4898.387	2243.881	3942.464
367.45	2475.523	1937.336	1768.369	4849.281	2225.897	3901.084
367.61	2443.45	1910.824	1750.802	4785.582	2196.439	3848.56
367.77	2439.696	1908.543	1747.971	4765.499	2190.554	3831.323
367.94	2436.775	1903.226	1749.665	4753.808	2187.347	3823.38
368.1	2448.23	1915.055	1765.165	4775.791	2192.67	3836.208
368.27	2458.016	1930.884	1779.785	4795.313	2213.599	3863.654
368.43	2519.77	1976.088	1825.231	4896.517	2271.637	3944.67
368.59	2580.624	2014.459	1865.822	4989.569	2323.108	4026.217
368.76	2652.272	2068.459	1917.118	5123.173	2384.756	4136.25
368.92	2711.086	2111.778	1962.745	5239.02	2439.459	4222.789
369.09	2755.718	2153.751	1991.729	5326.751	2482.883	4288.487
369.25	2784.136	2172.609	2002.477	5359.894	2511.807	4319.576
369.41	2801.054	2177.856	2007.922	5381.801	2515.384	4326.615
369.58	2778.977	2159.933	1986.021	5341.109	2495.087	4295.296
369.74	2737.722	2134.436	1956.238	5273.194	2457.15	4243.37
369.9	2682.609	2092.401	1917.346	5164.609	2412.653	4153.214
370.07	2639.976	2061.657	1884.734	5083.756	2377.119	4081.712
370.23	2625.706	2043.013	1875.783	5046.871	2357.024	4054.42
370.4	2641.13	2052.701	1889.888	5075.371	2370.229	4077.064
370.56	2656.523	2069.391	1909.897	5118.655	2394.259	4115.259
370.72	2676.093	2086.346	1931.84	5152.884	2413.368	4139.104
370.89	2696.599	2097.994	1947.511	5184.357	2439.874	4163.203
371.05	2717.595	2121.606	1961.386	5214.738	2456.364	4191.243
371.21	2703.287	2107.628	1951.386	5176.628	2447.881	4164.485
371.38	2662.107	2079.261	1923.436	5106.151	2420.7	4107.931
371.54	2593.047	2028.817	1875.212	4987.267	2360.63	4009.938
371.71	2549.79	1995.251	1840.174	4890.977	2317.087	3932.537
371.87	2510.99	1966.847	1812.144	4823.451	2288.682	3881.594
372.03	2486.018	1951.611	1798.38	4779.732	2267.468	3844.809
372.2	2449.275	1910.012	1770.737	4708.594	2231.803	3783.045
372.36	2411.037	1881.289	1746.52	4652.487	2200.795	3735.059
372.52	2359.447	1842.645	1714.447	4558.37	2154.678	3655.985
372.69	2327.722	1816.041	1693.447	4492.601	2130.271	3607.832
372.85	2286.982	1776.642	1661.455	4408.719	2092.103	3541.719
373.01	2237.608	1737.443	1629.223	4316.333	2044.465	3465.146
373.18	2201.056	1703.946	1599.001	4239.496	2008.067	3402.342
373.34	2184.204	1693.71	1590.457	4212.556	1997.611	3380.974
373.51	2182.164	1690.813	1581.428	4197.703	1988.252	3371.054
373.67	2199.422	1705.28	1590.115	4231.422	2003.467	3398.258
373.83	2194.09	1697.024	1584.87	4217.408	1991.562	3384.694
374	2196.219	1702.56	1589.109	4225.054	2000.395	3384.592
374.16	2216.819	1713.819	1602.148	4256.753	2013.016	3419.247
374.32	2245.701	1742.503	1626.679	4323.371	2046.888	3475.349
374.49	2276.991	1772.101	1652.079	4391.607	2078.728	3535.991
374.65	2327.792	1818.879	1697.077	4495.264	2130.473	3622.583
374.81	2400.659	1865.659	1748.582	4624.901	2196.286	3732.714
374.98	2484.266	1933.376	1810.739	4792.355	2278.069	3865.959
375.14	2546.108	1976.295	1852.756	4913.383	2328.46	3967.306
375.3	2589.213	2010.543	1885.312	5007.455	2372.202	4031.873
375.47	2594.101	2016.42	1894.112	5028.628	2376.013	4049.848
375.63	2604.471	2022.592	1905.185	5061.262	2387.021	4069.944
375.8	2612.333	2023.048	1911.553	5082.553	2397.806	4088.212
375.96	2614.626	2031.692	1916.307	5105.967	2401.791	4100.933
376.12	2618.482	2037.548	1921.086	5133.273	2408.218	4116.603
376.29	2664.31	2077.683	1963.222	5239.387	2457.101	4194.705
376.45	2714.979	2115.231	1996.528	5344.847	2502.869	4277.935
376.61	2799.767	2177.624	2057.14	5520.953	2583.635	4414.426
376.78	2894.193	2245.831	2120.886	5708.106	2672.193	4563.875
376.94	3000.989	2330.407	2204.209	5923.451	2768.902	4734.286
377.1	3083.084	2394.15	2261.029	6096.996	2844.865	4876.106
377.27	3182.182	2472.303	2332.303	6289.347	2940.249	5026.688
377.43	3225.791	2510.791	2363.692	6390.341	2986.56	5113.187
377.59	3272.653	2555.784	2402.949	6493.268	3039.202	5199.971
377.76	3286.265	2561.023	2410.495	6507.122	3044.44	5217.045
377.92	3265.346	2546.939	2395.159	6473.829	3022.972	5182.423
378.08	3176.396	2477.879	2326.341	6315.978	2948.726	5058.121
378.25	3091.243	2415.035	2270.463	6145.09	2874.76	4917.815
378.41	2979.273	2326.383	2188.251	5929.801	2765.493	4746.141
378.57	2877.572	2242.551	2112.221	5727.99	2667.243	4580.54
378.74	2779.031	2163.372	2039.086	5532.548	2575.229	4413.812
378.9	2703.482	2104.856	1985.075	5390.251	2508.229	4299.856
379.06	2643.279	2061.554	1945.796	5270.158	2457.719	4216.169
379.23	2657.28	2067.182	1950.83	5276.401	2461.149	4218.138
379.39	2677.051	2077.304	1965.018	5323.007	2480.458	4249.062
379.55	2727.088	2123.67	2005.165	5424.626	2535.044	4334.319
379.72	2801.641	2179.344	2060.861	5571.334	2607.51	4451.191
379.88	2886.851	2245.895	2127.566	5749.488	2690.587	4598.302
380.05	2947.505	2295.407	2173.099	5876.143	2750.033	4686.945
380.21	2997.364	2330.034	2210.034	5968.793	2790.419	4759.32
380.37	3000.306	2334.098	2219.394	5986.043	2802.922	4770.251
380.54	2999.312	2338.796	2222.488	5986.653	2808.587	4777.356
380.7	2947.145	2284.541	2184.871	5869.277	2757.804	4693.969
380.86	2870.348	2226.359	2133.04	5710.964	2687.403	4559.513
381.03	2748.272	2130.327	2041.47	5464.69	2568.558	4357.338
381.19	2631.999	2039.923	1958.648	5236.791	2464.923	4181.296
381.35	2514.022	1944.209	1866.868	4998.791	2358.044	3984.67
381.52	2399.206	1856.844	1779.525	4777.185	2253.668	3808.415
381.68	2277.944	1755.691	1682.262	4523.724	2129.57	3602.087
381.84	2182.33	1684.846	1613.725	4337.451	2045.187	3442.616
382	2089.718	1617.795	1544.587	4158.356	1962.4	3307.092
382.17	2021.388	1562.103	1495.729	4017.344	1900.202	3197.367
382.33	1962.965	1511.877	1447.459	3880.393	1837.756	3092.031
382.49	1919.601	1485.194	1419.788	3789.227	1800.436	3019.931
382.66	1883.446	1455.919	1394.006	3702.896	1765.578	2951.237
382.82	1858.634	1441.15	1382.513	3651.601	1749.974	2916.282
382.98	1862.363	1445.648	1386.33	3659.307	1750.912	2929.275
383.15	1901.456	1474.698	1414.214	3721.456	1781.016	2980.862
383.31	1964.005	1526.807	1459.928	3835.28	1841.522	3078.258
383.47	2068.151	1610.536	1540.558	4038.568	1942.041	3234.371
383.64	2173.946	1695.429	1621.649	4248.649	2039.594	3401.869
383.8	2318.946	1811.265	1732.056	4533.144	2176.704	3626.529
383.96	2468.558	1923.14	1844.393	4814.91	2319.042	3849.712
384.13	2599.079	2023.354	1939.617	5056.573	2438.991	4042.969
384.29	2706.621	2100.764	2013.709	5253.325	2540.006	4203.16
384.45	2779.916	2151.839	2069.685	5385.762	2614.246	4308.641
384.62	2792.639	2169.375	2082.496	5406.243	2638.946	4329.265
384.78	2801.345	2175.026	2093.356	5411.455	2653.916	4336.004
384.94	2770.563	2150.068	2070.002	5338.893	2627.068	4280.64
385.11	2742.896	2131.523	2045.369	5275.336	2600.479	4228.94
385.27	2721.573	2115.452	2029.1	5223.837	2580.892	4180.793
385.43	2707.99	2111.605	2030.286	5193.923	2579.11	4155.044
385.6	2709.985	2115.6	2032.15	5197.303	2578.315	4154.303
385.76	2736.254	2132.221	2049.056	5238.32	2597.748	4182.561
385.92	2773.174	2155.361	2071.119	5293.855	2631.13	4230.592
