Lon	I-H-1043	I-H-1048	I-P-1116	O-H-1040	O-H-1046	O-P-1113	I-H-1114
719.17	7716.45	4925.384	13861.813	17751.703	18671.022	14702.944	13040.977
719.31	7702.928	4921.51	13842.478	17733.017	18637.235	14680.159	13030.752
719.46	7692.259	4916.007	13813.93	17691.028	18600.852	14640.556	12991.995
719.6	7696.542	4912.707	13823.872	17679.422	18620.829	14645.905	13008.586
719.74	7712.851	4917.346	13859.225	17720.148	18657.972	14673.807	13029.379
719.89	7769.893	4962.278	13970.761	17868.905	18808.684	14777.497	13129.585
720.03	7858.696	5020.509	14112.454	18059.53	19001.751	14915.563	13255.619
720.18	7979.561	5088.78	14309.001	18308.198	19261.825	15128.967	13436.484
720.32	8108.334	5164.125	14524.818	18606.355	19556.488	15354.741	13644.422
720.47	8266.464	5255.772	14791.728	18960.069	19933.871	15653.937	13908.443
720.61	8401.692	5345.659	15044.241	19295.713	20260.922	15920.801	14131.494
720.76	8545.682	5440.089	15310.99	19633.221	20605.221	16188.803	14376.979
720.9	8659.792	5514.617	15520.452	19883.837	20868.519	16402.331	14564.672
721.05	8738.838	5559.706	15662.827	20065.937	21052.531	16563.849	14707.585
721.19	8772.276	5582.177	15731.661	20162.431	21145.046	16623.079	14774.781
721.34	8798.391	5599.17	15792.313	20210.236	21207.863	16675.621	14814.259
721.48	8784.521	5591.829	15768.389	20183.114	21170.301	16642.795	14786.192
721.63	8778.197	5581.394	15740.296	20130.482	21128.725	16599.383	14764.966
721.77	8731.514	5548.184	15648.085	20013.141	21028.854	16513.481	14676.568
721.92	8678.644	5508.127	15534.149	19883.061	20893.084	16404.357	14572.666
722.06	8590.828	5451.191	15383.356	19703.531	20680.52	16231.301	14424.982
722.2	8490.546	5391.37	15216.074	19489.909	20445.733	16053.359	14262.546
722.35	8368.243	5315.595	15007.628	19241.695	20175.913	15841.463	14073.913
722.49	8247.012	5245.857	14794.473	18977.056	19884.571	15619.671	13882.396
722.64	8105.342	5157.045	14546.046	18670.089	19556.44	15369.639	13649.43
722.78	7969.963	5071.886	14302.04	18385.106	19240.183	15123.721	13434.49
722.93	7826.567	4983.897	14057.776	18084.019	18923.864	14861.897	13212.633
723.07	7729.33	4919.649	13893.276	17860.386	18713.923	14684.144	13053.374
723.22	7661.478	4867.335	13758.753	17693.302	18561.852	14545.38	12924.951
723.36	7634.623	4850.348	13704.062	17616.36	18491.612	14475.238	12863.414
723.51	7608.119	4825.229	13661.57	17542.493	18428.096	14421.647	12815.416
723.65	7598.251	4820.174	13646.504	17541.526	18429.35	14410.691	12812.404
723.79	7600.037	4816.576	13647.466	17528.037	18424.015	14397.301	12801.488
723.94	7617.431	4822.827	13672.892	17557.849	18443.431	14424.464	12822.618
724.08	7621.832	4829.755	13662.711	17564.074	18451.174	14419.052	12810.403
724.23	7624.118	4843.272	13683.8	17584.887	18457.678	14435.547	12821.656
724.37	7609.195	4833.821	13659.965	17553.062	18425.656	14414.591	12796.272
724.52	7607.189	4837.068	13649.025	17554.244	18427.915	14413.87	12789.079
724.66	7602.115	4838.521	13647.433	17547.258	18398.971	14398.148	12761.851
724.81	7608.274	4843.647	13662.417	17567.417	18414.318	14413.021	12777.417
724.95	7611.761	4842.058	13671.322	17576.157	18428.048	14421.465	12785.212
725.09	7636.062	4854.469	13722.556	17633.93	18477.754	14476.106	12832.897
725.24	7658.761	4847.519	13728.652	17662.102	18515.442	14504.816	12848.168
725.38	7670.004	4844.498	13745.246	17677.542	18534.597	14525.52	12867.587
725.53	7665.955	4840.735	13746.878	17686.834	18538.021	14529.285	12863.933
725.67	7679.68	4837.559	13765.515	17701.724	18572.976	14554.625	12886.273
725.82	7686.444	4837.224	13770.093	17721.433	18598.818	14564.982	12887.147
725.96	7703.059	4849.202	13800.103	17769.058	18657.015	14600.949	12910.268
726.11	7699.273	4856.427	13788.987	17747.712	18644.921	14590.339	12894.57
726.25	7696.045	4865.001	13806.1	17751.671	18660.55	14585.232	12914.068
726.39	7686.28	4859.39	13766.368	17742.808	18633.862	14549.961	12886.632
726.54	7674.782	4849.32	13729.804	17691.99	18586.98	14502.958	12854.562
726.68	7619.849	4828.168	13641.475	17578.223	18465.278	14408.849	12774.443
726.83	7582.061	4814.225	13580.38	17503.577	18381.38	14339.292	12719.863
726.97	7535.667	4783.722	13491.975	17412.282	18258.458	14252.14	12649.293
727.12	7499.16	4751.852	13434.446	17348.281	18189.468	14188.391	12595.819
727.26	7477.803	4739.396	13400	17320.353	18147.759	14150.451	12558.33
727.4	7498.192	4758.973	13443.895	17354.609	18204.279	14193.05	12610.06
727.55	7530.391	4780.907	13506.522	17445.907	18288.743	14249.5	12670.874
727.69	7583.256	4805.267	13583.86	17560.464	18402.135	14337.849	12741.849
727.84	7587.098	4807.328	13607.625	17576.241	18419.075	14351.131	12757.427
727.98	7593.951	4817.677	13625.413	17577.93	18448.654	14360.677	12761.995
728.12	7584.954	4813.097	13606.8	17556.427	18430.515	14342.174	12751.811
728.27	7550.511	4791.511	13556.082	17485.082	18350.094	14287.962	12703.434
728.41	7493.887	4752.711	13455.03	17373.536	18220.063	14180.909	12592.041
728.56	7452.583	4729.187	13398.638	17303.55	18156.341	14140.803	12547.001
728.7	7423.49	4710.006	13346.347	17240.281	18099.204	14072.753	12497.776
728.85	7442.963	4714.952	13362.381	17278.634	18136.392	14099.007	12520.59
728.99	7468.45	4724.197	13407.747	17333.196	18189.132	14144.923	12558.955
729.13	7505.152	4758.372	13477.493	17428.91	18294.228	14226.822	12621.811
729.28	7562.927	4801.136	13576.245	17555.367	18438.686	14332.63	12715.191
729.42	7615.621	4833.984	13677.412	17672.082	18567.512	14432.808	12814.698
729.57	7635.093	4841.39	13694.61	17687.181	18589.224	14442.907	12824.5
729.71	7642.12	4844	13712.483	17711.329	18604.911	14464.45	12835.703
729.85	7628.288	4829.926	13689.783	17671.234	18576.707	14436.937	12809.915
730	7613.362	4824.165	13658.45	17654.44	18562.791	14404.44	12791.385
730.14	7613.84	4807.389	13651.598	17648.565	18539.268	14389.565	12777.268
730.29	7606.6	4800.172	13634.105	17632.425	18510.491	14381.853	12756.227
730.43	7582.899	4785.459	13593.184	17589.228	18463.185	14343.152	12708.877
730.57	7591.259	4785.269	13598.764	17611.983	18486.841	14356.577	12713.016
730.72	7604.837	4795.177	13620.837	17644.792	18522.134	14382.716	12735.474
730.86	7635.159	4820.072	13671.5	17725.028	18597.071	14445.445	12790.94
731.01	7674.449	4840.262	13745.57	17809.129	18686.383	14526.965	12857.526
731.15	7717.035	4876.365	13821.156	17890.859	18792.662	14602.838	12927.936
731.29	7749.11	4889.737	13867.132	17954.825	18857.441	14643.912	12974.385
731.44	7809.701	4927.58	13969.47	18096.712	19005.284	14753.042	13075.898
731.58	7855.511	4968.269	14072.961	18215.688	19107.885	14838.137	13153.973
731.73	7921.367	5013.18	14192.653	18370.488	19270.619	14962.51	13262.993
731.87	7974.607	5049.782	14289.42	18485.639	19400.166	15054.508	13347.661
732.01	8011.192	5074.654	14350.698	18571.082	19474.863	15104.203	13398.489
732.16	8024.965	5075.701	14370.504	18604.482	19509.295	15122.668	13415.514
732.3	8040.985	5085.018	14405.413	18644.787	19554.413	15157.776	13448.37
732.45	8052.36	5093.822	14432.8	18671.438	19581.965	15177.712	13463.173
732.59	8082.335	5109.972	14471.422	18732.115	19662.664	15231.302	13511.214
732.73	8091.205	5113.897	14487.952	18740.435	19688.15	15243.589	13529.447
732.88	8116.153	5123	14514.56	18781.978	19725.757	15278.263	13562.219
733.02	8144.683	5134.32	14559.32	18837.913	19787.165	15333.287	13593.43
733.16	8176.744	5159.985	14626.271	18918.04	19869.953	15402.853	13656.831
733.31	8219.873	5189.028	14694.291	19021.149	19967.456	15463.995	13720.753
733.45	8247.373	5206.307	14737.647	19093.812	20041.373	15524.516	13774.889
733.6	8251.959	5207.398	14747.519	19118.026	20056.817	15534.761	13788.97
733.74	8249.593	5202.066	14735.296	19117.087	20041.308	15523.307	13775.307
733.88	8224.178	5190.87	14697.804	19082.684	20010.178	15489.618	13739.211
734.03	8190.796	5176.675	14647.752	19046.026	19953.632	15445.829	13713.609
734.17	8154.155	5154.869	14577.012	18982.815	19860.815	15373.661	13649.803
734.31	8104.432	5128.509	14506.136	18876.674	19772.189	15296.3	13578.322
734.46	8058.895	5098.51	14430.367	18772.565	19673.071	15204.906	13505.708
734.6	8020.437	5072.646	14370.756	18697.074	19592.986	15148.393	13448.612
734.75	7989.593	5055.977	14316.801	18634.207	19525.219	15089.01	13412.538
734.89	7970.207	5045.581	14294.812	18594.053	19481.877	15064.8	13387.174
735.03	7949.243	5034.221	14260.979	18533.463	19430.76	15016.748	13338.474
735.18	7932.976	5015.514	14237.228	18497.789	19413.129	14994.294	13322.25
735.32	7911.675	5001.576	14205.785	18465.653	19364.883	14954.785	13288.686
735.46	7906.805	4998.266	14185.299	18451.661	19325.859	14940.475	13263.42
735.61	7888.581	4987.142	14149.548	18405.021	19280.076	14892.702	13217.021
735.75	7885.17	4976.939	14128.016	18380.137	19253.235	14885.433	13189.082
735.9	7874.593	4962.472	14098.373	18361.889	19228.153	14850.318	13158.592
736.04	7880.153	4960.494	14104.01	18355.031	19236.176	14851.89	13158.57
736.18	7877.599	4958.269	14091.357	18342.347	19230.763	14835.39	13142.566
736.33	7896.189	4968.442	14103.035	18371.728	19267.288	14866.563	13157.025
736.47	7898.92	4971.107	14116.986	18391.624	19302.809	14878.865	13172.986
736.61	7922.497	4980.288	14153.782	18436.541	19353.815	14926.013	13225.441
736.76	7928.147	4986.18	14178.169	18466.784	19389.269	14944.444	13239.752
736.9	7936.604	4998.835	14200.813	18488.627	19417.022	14962.318	13257.088
737.04	7934.118	4995.975	14191.216	18491.701	19409.92	14954.151	13257.459
737.19	7934.93	5004.721	14179.842	18498.907	19402.644	14948.601	13251.545
737.33	7912.208	4997.318	14158.406	18455.55	19352.45	14920.988	13227.417
737.47	7891.818	4988.07	14111.895	18390.125	19280.498	14873.444	13189.796
737.62	7852.389	4965.015	14051.773	18294.938	19189.423	14795.543	13115.905
737.76	7799.199	4939.144	13971.715	18186.694	19086.166	14703.462	13049.353
737.9	7750.016	4908.18	13882.192	18061.489	18954.873	14610.62	12965.576
738.05	7705.403	4881.084	13800.865	17962.083	18846.04	14535.381	12897.271
738.19	7662.94	4853.061	13744.391	17866.457	18745.424	14467.369	12841.402
738.34	7636.655	4824.512	13684.864	17814.522	18676.061	14412.479	12786.589
738.48	7609.345	4800.257	13645.609	17759.455	18619.037	14358.433	12738.488
738.62	7608.291	4800.367	13626.521	17758.29	18618.598	14347.5	12729.609
738.77	7621.489	4808.577	13643.467	17786.237	18648.192	14364.028	12736.126
738.91	7635.256	4811.773	13681.18	17845.168	18695.762	14394.377	12756.399
739.05	7647.22	4822.483	13702.252	17887.439	18742.626	14417.275	12773.329
739.2	7666.706	4831.266	13743.047	17938.332	18787.168	14447.234	12801.343
739.34	7662.319	4828.836	13736.868	17930.011	18798.517	14439.715	12798.627
739.48	7673.431	4839.749	13761.947	17969.145	18836.573	14468.639	12814.09
739.63	7659.088	4827.758	13741.461	17946.385	18795.813	14442.637	12788.89
739.77	7653.067	4821.232	13713.143	17930.012	18762.32	14429.99	12781.946
739.91	7633.191	4808.279	13654.95	17863.74	18709.037	14379.07	12736.444
740.06	7610.805	4796.112	13618.398	17801.244	18652.013	14331.904	12688.958
740.2	7563.833	4769.91	13545.24	17717.019	18563.767	14256.701	12617.767
740.34	7541.452	4758.54	13512.869	17666.221	18503.628	14218.419	12575.605
740.49	7500.459	4727.547	13431.887	17568.765	18398.414	14133.898	12511.668
740.63	7486.554	4719.862	13412.17	17532.07	18378.664	14108.049	12489.675
740.77	7457.863	4703.149	13367.358	17463.182	18309.489	14050.687	12432.72
740.92	7444.759	4694.418	13347.693	17439.813	18282.891	14028.099	12419.792
741.06	7420.085	4677.942	13310.767	17401.317	18234.481	13987.767	12392.085
741.2	7429.809	4680.48	13303.908	17392.073	18241.215	13988.93	12394.513
741.35	7443.774	4682.862	13301.532	17402.499	18257.642	13993.302	12401.049
741.49	7459.212	4691.949	13319.509	17427.586	18292.992	14018.904	12409.718
741.63	7442.082	4686.84	13285.906	17406.171	18262.104	13992.489	12389.642
741.78	7441.645	4682.206	13298.601	17426.589	18285.14	14004.634	12402.128
741.92	7442.432	4687.718	13301.465	17430.785	18292.343	14013.234	12416.322
742.06	7476.837	4700.914	13338.716	17478.442	18351.1	14058.068	12445.584
742.2	7483.851	4699.862	13353.74	17510.268	18392.576	14083.268	12460.818
742.35	7501.355	4705.96	13390.663	17556.717	18436.235	14111.026	12490.235
742.49	7504.51	4710.148	13400.071	17579.235	18463.037	14112.719	12504.73
742.63	7528.658	4720.911	13441.57	17635.098	18517.252	14155.691	12533.537
742.78	7532.475	4724.09	13440.167	17651.552	18520.277	14158.793	12526.848
742.92	7539.416	4721.778	13461.91	17671.482	18534.779	14176.339	12531.767
743.06	7519.222	4709.475	13432.101	17655.397	18493.442	14149.277	12510.562
743.21	7507.487	4700.223	13404.971	17604.609	18430.191	14098.212	12478.739
743.35	7458.917	4683.016	13329.95	17519.753	18350.587	14028.708	12413.95
743.49	7440.101	4670.508	13301.673	17469.749	18290.892	14002.387	12379.75
743.64	7396.137	4642.126	13222.027	17364.884	18172.511	13917.577	12302.203
743.78	7378.877	4638.162	13196.097	17301.36	18140.964	13874.921	12283.536
743.92	7342.633	4621.897	13131.029	17226.282	18058.348	13794.93	12211.029
744.06	7324.666	4614.589	13108.523	17181.524	18030.094	13761.677	12180.314
744.21	7299.454	4601.135	13071.454	17143.145	17998.466	13736.322	12137.871
744.35	7310.329	4606.978	13086.538	17155.757	18008.241	13741.363	12153.802
744.49	7311.044	4608.506	13081.99	17163.044	18010.539	13732.528	12153.287
744.64	7322.777	4618.282	13109.843	17196.381	18059.942	13755.348	12190.952
744.78	7307.345	4608.323	13083.477	17190.245	18028.245	13737.971	12166.334
744.92	7312.566	4610.358	13077.39	17200.368	18041.159	13742.281	12178.281
745.07	7300.367	4602.18	13050.213	17174.61	17999.994	13710.158	12165.246
745.21	7297.662	4605.827	13052.245	17177.288	17982.96	13699.464	12174.63
745.35	7268.434	4586.731	13003.51	17113.445	17926.478	13657.214	12120.83
745.49	7244.008	4570.019	12968.041	17062.711	17884.207	13622.425	12086.821
745.64	7222.881	4555.683	12928.287	17007.013	17833.804	13582.65	12039.012
745.78	7220.449	4543.779	12914.548	16984.56	17812.69	13564.23	12022.823
745.92	7195.101	4524.386	12879.496	16934.705	17762.156	13523.397	11986.968
746.07	7184.145	4519.607	12863.65	16918.058	17747.243	13514.694	11968.717
746.21	7178.022	4511.923	12837.802	16896.791	17745.385	13503.373	11953.626
746.35	7176.645	4502.304	12836.326	16896.843	17737.194	13491.766	11951.194
746.49	7163.529	4491.1	12812.54	16872.013	17713.133	13471.518	11931.925
746.64	7158.476	4487.74	12803.52	16876.564	17701.136	13467.663	11930.081
746.78	7136.296	4470.593	12767.022	16829.878	17656.538	13422.703	11891.11
746.92	7135.503	4470.568	12759.096	16811.744	17636.668	13418.799	11881.041
747.07	7113.781	4457.704	12723.407	16757.562	17606.374	13384.188	11838.044
747.21	7104.787	4452.951	12712.556	16731.314	17575.798	13367.028	11819.248
747.35	7087.11	4446.154	12674.846	16697.923	17524.802	13332.11	11785.923
747.49	7074.412	4444.467	12643.72	16662.61	17491.534	13308.61	11761.797
747.64	7050.778	4430.921	12608.141	16609.679	17443.063	13259.47	11725.635
747.78	7050.808	4438.402	12610.533	16611.225	17447.71	13265.401	11723.292
747.92	7027.273	4427.108	12574.218	16582.394	17407.031	13225.152	11699.405
748.07	7021.862	4418.378	12566.422	16569.092	17385.004	13211.312	11703.4
748.21	6983.29	4396.971	12510.367	16505.883	17312.455	13142.356	11647.51
748.35	6961.698	4384.764	12473.16	16445.105	17266.116	13097.611	11614.577
748.49	6934.756	4359.91	12421.173	16383.196	17194.119	13029.031	11568.075
748.64	6927.474	4349.441	12396.473	16360.331	17151.143	13005.628	11544.968
748.78	6889.127	4323.512	12318.007	16281.787	17060.358	12942.655	11488.864
748.92	6872.147	4313.674	12288.004	16242.674	17020.959	12917.949	11451.663
749.06	6856.066	4303.022	12253.297	16205.297	16974.594	12873.022	11403.714
749.21	6855.633	4299.666	12225.775	16180.006	16953.193	12867.106	11381.303
749.35	6850.408	4292.177	12221.441	16176.606	16946.166	12854.221	11369.221
749.49	6851.767	4292.899	12226.13	16186.031	16955.261	12860.119	11378.449
749.64	6835.786	4288.544	12203.786	16153.588	16942.798	12836.566	11350.907
749.78	6837.845	4285.79	12207.329	16146.262	16938.658	12825.801	11344.086
749.92	6818.871	4264.244	12171.486	16091.793	16891.289	12780.222	11310.607
750.06	6794.993	4248.433	12120.608	16033.432	16832.289	12747.037	11276.18
750.21	6771.614	4236.372	12092.668	15995.965	16795.768	12697.449	11250.691
750.35	6747.492	4222.953	12041.679	15943.294	16740.174	12666.173	11205.206
750.49	6724.814	4218.671	11997.825	15893.386	16686.199	12617.418	11152.594
750.63	6705.327	4197.228	11959.866	15853.393	16630.756	12586.119	11116.755
750.78	6703.11	4192.703	11949.528	15830.758	16617.77	12572.462	11109.528
750.92	6713.858	4200.045	11951.737	15855.594	16629.925	12580.452	11128.056
751.06	6721.662	4197.936	11964.607	15873.442	16646.43	12574.222	11139.727
751.2	6718.278	4187.849	11954.135	15866.959	16623.926	12570.717	11131.64
751.35	6722.949	4184.411	11952.795	15858.026	16615.762	12565.268	11143.476
751.49	6716.726	4173.506	11951.176	15847.121	16600.792	12571.231	11137.78
751.63	6713.513	4177.612	11946.832	15825.469	16599.91	12549.107	11130.216
751.77	6693.387	4173.728	11926.079	15805.146	16577.805	12532.464	11116.684
751.92	6669.231	4161.198	11895.781	15758.857	16536.243	12495.989	11067.429
752.06	6650.284	4151.636	11860.999	15715.756	16499.405	12472.087	11035.867
752.2	6647.064	4153.668	11847.415	15708.69	16491.525	12468.767	11024.602
752.34	6634.043	4155.527	11842.12	15703.164	16482.198	12457.164	11021.516
752.49	6626.591	4151.305	11823.646	15681.14	16461.997	12433.349	10997.096
752.63	6618.058	4144.377	11812.157	15682.959	16442.739	12439.201	10997.794
752.77	6606.246	4127.487	11788.883	15674.773	16424.774	12413.136	10976.443
752.91	6614.346	4131.522	11799.259	15695.819	16443.994	12416.148	10986.434
753.05	6612.325	4133.127	11808.194	15709.468	16452.918	12423.742	10994.698
753.2	6612.021	4128.097	11816.537	15718.856	16460.351	12421.69	10996.284
753.34	6597.759	4116.583	11783.605	15690.902	16417.869	12389.396	10957.979
753.48	6604.247	4117.687	11776.676	15703.566	16431.17	12378.973	10978.885
753.62	6597.07	4108.949	11755.224	15667.795	16415.51	12353.015	10949.993
753.77	6603.541	4115.266	11750.519	15665.936	16410.64	12352.948	10942.486
753.91	6586.857	4101.461	11717.186	15612.439	16369.252	12319.241	10913.977
754.05	6582.181	4092.852	11695.885	15588.973	16340.094	12291.896	10899.764
754.19	6560.169	4079.257	11653.971	15533.4	16291.004	12246.312	10863.95
754.34	6563.229	4076.141	11656.537	15525.141	16295.602	12238.701	10857.47
754.48	6532.547	4055.371	11612.547	15457.777	16228.216	12197.283	10797.382
754.62	6523.149	4047.006	11590.303	15446.687	16206.819	12180.204	10784.907
754.76	6500.561	4032.924	11554.363	15401.44	16162.473	12139.143	10748.034
754.9	6482.736	4030.066	11529.319	15373.308	16124.121	12124.583	10733.989
755.05	6454.923	4014.407	11497.736	15326.923	16073.759	12084.363	10683.89
755.19	6447.138	4010.204	11481.852	15297.666	16044.963	12068.061	10667.226
755.33	6432.664	3997.905	11451.916	15271.125	16014.312	12050.895	10650.246
755.47	6427.193	3994.435	11437.072	15260.094	16002.995	12053.875	10655.413
755.62	6407.398	3987.145	11406.958	15209.332	15956.036	12003.036	10617.332
755.76	6402.981	3986.443	11399.278	15180.673	15944.542	11981.662	10604.651
755.9	6397.124	3974.717	11388.465	15169.475	15927.08	11958.695	10587.674
756.04	6395.358	3976.886	11368.271	15165.446	15915.6	11951.71	10586.699
756.18	6377.381	3970.315	11338.7	15144.063	15892.7	11918.645	10560.634
756.33	6365.884	3964.905	11321.126	15114.214	15865.862	11896.301	10543.378
756.47	6350.75	3953.837	11313.035	15101.123	15845.937	11864.409	10513.519
756.61	6342.367	3953.257	11307.543	15112.631	15845.422	11868.785	10523.906
756.75	6329.685	3945.915	11280.366	15093.948	15807.685	11853.454	10503.53
756.9	6324.591	3949.724	11278.163	15085.009	15806.548	11858.35	10495.273
757.04	6309.366	3941.333	11262.904	15049.85	15781.959	11835.07	10474.026
757.18	6299.872	3935.466	11255.466	15040.158	15759.499	11826.466	10458.685
757.32	6271.555	3917.236	11213.313	14996.17	15715.137	11775.456	10416.346
757.46	6261	3918.659	11187.143	14954.912	15679.22	11743.285	10398.802
757.61	6238.363	3897.582	11142.802	14894.055	15617.374	11689.824	10343.242
757.75	6221.79	3883.581	11120.372	14862.736	15574.911	11661.615	10321.834
757.89	6182.126	3850.797	11043.137	14763.005	15478.632	11573.808	10250.214
758.03	6120.264	3812.473	10929.791	14616.022	15317.341	11461.494	10148.22
758.17	6011.178	3738.661	10727.705	14347.266	15038.76	11253.277	9968.848
758.32	5864.199	3645.727	10452.496	13970.287	14648.661	10974.529	9721.518
758.46	5642.014	3496.311	10055.816	13430.41	14082.827	10565.431	9346.849
758.6	5357.435	3320.589	9549.248	12741.589	13357.457	10040.951	8886.051
758.74	4978.725	3084.933	8887.955	11839.208	12432.417	9347.109	8267.691
758.88	4536.164	2810.966	8114.175	10798.516	11335.527	8534.23	7547.681
759.03	4053.177	2504.089	7268.957	9652.914	10138.254	7637.694	6756.078
759.17	3565.796	2198.225	6420.862	8491.269	8935.621	6749.313	5967.027
759.31	3084.522	1899.83	5590.94	7372.786	7751.929	5868.731	5189.05
759.45	2650.543	1634.751	4853.037	6361.598	6696.982	5086.938	4497.751
759.59	2272.261	1395.965	4202.24	5472.833	5776.284	4398.976	3880.13
759.73	1979.356	1213.675	3690.774	4781.488	5045.4	3856.016	3410.829
759.88	1774.431	1087.804	3332.365	4296.497	4539.727	3484.134	3081.639
760.02	1665.647	1023.35	3145.504	4033.932	4280.394	3288.591	2915.097
760.16	1639.089	1007.452	3095.704	3967.396	4216.386	3229.32	2864.715
760.3	1696.432	1046.092	3195.63	4095.795	4363.531	3334.366	2957.443
760.44	1837.498	1132.102	3433.322	4421.849	4705.74	3583.245	3184.047
760.59	2044.352	1264.473	3788.077	4911.012	5212.726	3962.726	3523.034
760.73	2293.801	1419.482	4225.933	5514.197	5839.757	4431.328	3932.131
760.87	2577.469	1593.853	4724.183	6183.381	6541.227	4956.502	4394.348
761.01	2857.086	1767.778	5223.327	6865.086	7245.943	5475.141	4846.361
761.15	3116.452	1935.738	5686.463	7496.474	7894.892	5971.661	5287.529
761.29	3332.726	2072.385	6073.429	8023.451	8447.605	6382.605	5630.132
761.44	3472.029	2157.864	6321.82	8372.929	8803.523	6645.831	5864.028
761.58	3537.457	2193.38	6448.315	8529.062	8974.006	6768.875	5976.49
761.72	3531.498	2190.827	6434.388	8507.3	8958.069	6755.938	5961.564
761.86	3465.963	2149.579	6327.766	8357.656	8803.304	6637.073	5859.414
762	3374.642	2092.082	6156.434	8126.488	8565.609	6466.554	5713.631
762.14	3265.854	2012.941	5961.854	7861.678	8283.282	6259.249	5522.908
762.29	3154.79	1939.439	5778.911	7596.043	8009.23	6050.966	5359.626
762.43	3070.581	1885.098	5629.922	7393.043	7808.405	5894.482	5213.834
762.57	3019.697	1854.06	5527.554	7269.609	7677.038	5791.257	5128.884
762.71	3001.055	1838.208	5501.89	7228.659	7626.351	5754.011	5093.978
762.85	3028.469	1852.634	5537.029	7284.799	7677.854	5799.37	5136.117
762.99	3064.993	1875.817	5610.136	7386.444	7773.367	5871.839	5197.697
763.14	3119.108	1917.69	5714.349	7521.108	7932.316	5976.426	5294.8
763.28	3194.223	1960.872	5834.795	7704.597	8113.718	6118.256	5414.443
763.42	3277.98	2016.475	5979.464	7903.233	8319.541	6277.496	5554.288
763.56	3360.394	2070.339	6138.02	8119.295	8545.866	6442.273	5691.119
763.7	3463.425	2137.699	6317.304	8370.435	8812.545	6634.282	5865.886
763.84	3560.831	2201.677	6494.633	8621.403	9074.303	6810.798	6031.424
763.99	3670.857	2264.341	6677.132	8868.858	9350.044	7008.703	6198.33
764.13	3781.702	2329.186	6850.538	9119.417	9604.361	7195.626	6365.219
764.27	3893.179	2398.091	7032.113	9371.926	9879.663	7382.63	6538.058
764.41	3995.461	2456.879	7209	9624.164	10140.538	7567.274	6704.604
764.55	4101.477	2518.521	7383.444	9867.302	10393.543	7749.697	6873.257
764.69	4188.878	2570.163	7525.537	10085.581	10618.219	7904.208	7011.603
764.84	4272.52	2617.212	7672.597	10284.322	10830.212	8064.872	7136.476
764.98	4357.838	2669.102	7804.432	10487.684	11032.937	8213.256	7266.234
765.12	4443.405	2724.273	7955.086	10702.812	11249.053	8375.317	7408.152
765.26	4525.398	2771.563	8089.882	10890.585	11425.552	8520.069	7532.563
765.4	4600.54	2819.87	8227.474	11080.386	11622.144	8661.023	7656.232
765.54	4681.021	2869.647	8360.274	11280.582	11822.538	8809.977	7786.208
765.68	4775.718	2924.322	8527.795	11487.828	12032.136	8978.576	7931.586
765.83	4867.224	2979.674	8673.773	11700.015	12254.499	9130.773	8082.433
765.97	4951.597	3032.553	8833.301	11902.916	12467.575	9290.63	8227.597
766.11	5036.094	3087.446	8983.479	12115.128	12692.072	9443.6	8364.886
766.25	5124.021	3146.12	9147.395	12345.011	12942.593	9617.032	8515.274
766.39	5216.372	3210.449	9300.767	12549.031	13168.349	9773.284	8660.636
766.53	5297.137	3260.028	9446.006	12744.544	13384.192	9921.489	8787.204
766.67	5369.55	3307.012	9567.44	12924.1	13577.176	10049.451	8899.748
766.82	5443.651	3355.816	9696.212	13092.728	13747.322	10188.179	9010.596
766.96	5507.246	3394.994	9813.663	13270.719	13915.092	10297.433	9109.576
767.1	5558.581	3426.79	9909.251	13410.954	14052.273	10400.646	9204.427
767.24	5594.999	3447.757	9968.977	13505.329	14145.967	10459.12	9256.011
767.38	5633.57	3470.746	10036.768	13607.834	14243.878	10546.845	9325.131
767.52	5671.914	3492.365	10103.87	13693.628	14339.672	10614.98	9388.706
767.66	5703.288	3508.947	10164.375	13771.925	14415.266	10672.694	9445.969
767.8	5719.025	3514.245	10198.673	13824.564	14477.464	10703.849	9475.772
767.95	5751.576	3539.653	10244.444	13877.575	14553.048	10756.587	9522.389
768.09	5777.31	3549.628	10278.013	13910.848	14610.43	10788.639	9553.09
768.23	5800.655	3564.6	10311.545	13947.71	14654.172	10830.062	9591.204
768.37	5808.267	3561.685	10315.52	13958.597	14664.948	10827.948	9591.784
768.51	5815.688	3569.084	10325.26	13975.754	14681.161	10842.018	9603.864
768.65	5819.46	3574.944	10324.955	13981.526	14698.34	10853.999	9605.878
768.79	5829.117	3584.315	10322.512	13993.447	14716.963	10864.238	9615.183
768.93	5820.751	3577.069	10316.707	13997.805	14716.025	10860.916	9611.652
769.08	5826.533	3583.446	10326.039	14021.105	14722.16	10871.896	9615.501
769.22	5837.173	3588.393	10344.119	14042.096	14751.217	10883.8	9631.064
769.36	5857.121	3603.308	10388.274	14102.989	14809.89	10911.494	9662.791
769.5	5857.337	3609.876	10407.183	14123.843	14831.382	10923.129	9671.008
769.64	5870.935	3614.177	10436.638	14164.671	14879.309	10951.198	9704.033
769.78	5901.839	3632.883	10488.608	14228.301	14929.07	10998.399	9744.345
769.92	5936.087	3648.603	10521.922	14274.482	14981.472	11038.505	9783.999
770.06	5942.926	3654.321	10544.552	14303.409	15016.618	11056.453	9803.717
