Lon	I-H-1043	I-H-1048	I-P-1116	O-H-1040	O-H-1046	O-P-1113	I-H-1114
404.63	4774.209	4519.693	8527.561	11021.44	12009.879	9398.737	8961.33
404.8	4777.731	4519.325	8520.588	11024.632	12010.852	9398.468	8956.544
404.96	4809.082	4553.115	8575.049	11088.049	12082.027	9465.741	9013.258
405.12	4771.555	4517.763	8518.06	11011.818	11995.665	9403.939	8943.554
405.28	4761.716	4514.277	8503.551	10995.057	11973.695	9389.321	8936.53
405.45	4739.509	4492.619	8452.388	10944.652	11908.982	9323.674	8877.619
405.61	4716.831	4466.93	8393.436	10871.007	11818.48	9263.777	8819.996
405.77	4683.681	4435.911	8330.67	10791.373	11737.329	9184.769	8743.241
405.93	4677.164	4418.735	8313.812	10767.032	11708.219	9160.636	8724.372
406.09	4681.172	4410.809	8317.392	10777.699	11707.084	9152.106	8728.732
406.26	4707.927	4436.927	8356.62	10837.224	11770.938	9207.532	8779.092
406.42	4718.203	4443.664	8367.917	10846.95	11781.214	9212.39	8780.972
406.58	4751.723	4475.844	8435.229	10915.921	11861.503	9289.701	8856.514
406.74	4748.652	4468.795	8439.509	10906.674	11860.499	9280.993	8842.059
406.91	4763.746	4480.614	8465.977	10941.658	11886.669	9313.021	8874.032
407.07	4810.442	4532.607	8557.431	11046.355	12003.739	9402.387	8957.607
407.23	4841.234	4552.96	8597.97	11088.729	12056.202	9462.246	8996.223
407.39	4894.617	4601.925	8700.551	11205.387	12187.255	9549.199	9096.375
407.55	4942.885	4649.511	8798.303	11326.292	12336.401	9663.677	9199.589
407.72	4997.052	4696.404	8899.469	11452.656	12478.085	9772.073	9291.161
407.88	5073.022	4778.33	9045.803	11637.22	12679.55	9937.594	9447.88
408.04	5163.661	4851.277	9202.694	11833.42	12903.068	10106.024	9604.408
408.2	5216.78	4892.857	9294.044	11945.637	13029.154	10220.121	9709.748
408.37	5263.64	4940.179	9394.41	12073.575	13162.915	10317.168	9807.025
408.53	5285.615	4959.23	9430.746	12121.329	13206.911	10372.735	9843.856
408.69	5268.799	4936.283	9398.469	12078.03	13142.799	10332.173	9805.591
408.85	5210.984	4882.446	9289.083	11936.984	12993.028	10215.776	9707.116
409.01	5130.204	4793.555	9129.325	11730.028	12769.786	10037.709	9539.654
409.18	5025.053	4705.174	8937.394	11488.68	12500.504	9840.306	9349.405
409.34	4907.313	4593.302	8726.61	11225.115	12205.357	9604.225	9113.731
409.5	4789.122	4487.968	8509.991	10953.979	11916.836	9372.375	8894.045
409.66	4720.564	4418.817	8384.125	10796.521	11752.938	9225.916	8761.487
409.82	4713.969	4408.551	8357.563	10772.145	11726.123	9204.914	8740.958
409.99	4749.711	4435.304	8424.26	10852.26	11810.7	9275.941	8798.59
410.15	4849.104	4517.313	8596.829	11087.411	12053.566	9477.763	8982.598
410.31	4939.942	4592.437	8759.195	11285.041	12275.788	9649.469	9137.26
410.47	5088.128	4728.205	9013.436	11618.348	12642.26	9936.699	9413.666
410.63	5234.331	4856.364	9275.518	11941.979	12996.99	10216.122	9682.507
410.8	5356.272	4971.206	9485.756	12209.481	13294.009	10455.789	9907.921
410.96	5452.292	5066.765	9669.743	12434.402	13530.337	10642.479	10083.325
411.12	5546.26	5159.392	9825.547	12650.459	13758.195	10825.733	10251.975
411.28	5585.781	5199.683	9897.562	12726.529	13841.891	10895.748	10319.452
411.45	5640.276	5254.551	9991.474	12850.76	13979.155	11003.617	10432.057
411.61	5648.708	5258.213	10013.675	12862.949	13987.015	11014.455	10442.773
411.77	5661.525	5263.316	10031.535	12885.414	14003.612	11036.646	10456.206
411.93	5651.868	5254.077	10026.725	12864.439	13976.856	11019.812	10437.934
412.09	5663.661	5260.881	10047.518	12887.023	14003.243	11041.99	10462.562
412.26	5633.804	5231.529	10005.804	12809.408	13928.244	10973.002	10402.244
412.42	5606.601	5207.117	9973.095	12767.194	13883.15	10928.711	10366.689
412.58	5594.237	5195.479	9957.138	12750.896	13859.929	10913.26	10337.71
412.74	5614.536	5218.261	9989.03	12789.547	13919.041	10946.228	10374.184
412.9	5618.059	5225.586	10002.146	12793.355	13939.179	10960.378	10386.498
413.06	5647.357	5247.17	10051.609	12856.082	13990.412	11013.291	10447.533
413.23	5660.516	5250.153	10059.856	12877.263	14015.834	11040.724	10470.713
413.39	5685.972	5271.06	10102.972	12939.137	14073.687	11096.478	10528.742
413.55	5713.574	5296.09	10139.156	12993.881	14128.453	11143.541	10575.332
413.71	5722.877	5297.548	10151.878	12987.339	14121.01	11149.998	10593.602
413.87	5696.336	5263.907	10093.259	12912.204	14037.325	11092.412	10538.577
414.04	5655.086	5225.492	10014.284	12824.514	13921.042	11011.658	10459.086
414.2	5639.322	5215.158	9985.125	12777.608	13879.388	10980.806	10416.553
414.36	5617.39	5194.083	9952.456	12715.39	13814.863	10941.346	10360.643
414.52	5625.053	5203.745	9969.712	12733.624	13832.064	10953.35	10369.361
414.68	5633.933	5200.603	9971.549	12724.681	13833.164	10953.186	10368.878
414.85	5616.624	5178.481	9932.537	12675.57	13783.679	10905.317	10323.658
415.01	5648.642	5207.225	9988.368	12737.587	13852.577	10966.84	10375.368
415.17	5698.618	5258.233	10087.541	12863.146	13997.937	11066.299	10487.058
415.33	5733.353	5281.562	10133.782	12940.496	14069.683	11130.144	10544.298
415.49	5768.56	5317.757	10195.769	13021.439	14149.9	11187.889	10620.56
415.66	5793.812	5333.317	10234.724	13062.317	14184.778	11233.416	10663.79
415.82	5806.106	5339.479	10252.612	13090.809	14209.073	11264.292	10689.535
415.98	5840.33	5375.616	10319.396	13173.759	14293.759	11341.649	10759.451
416.14	5836.387	5367.87	10311.991	13164.43	14269.42	11334.574	10755.947
416.3	5788.603	5314.965	10212.723	13018.734	14111.658	11226.229	10642.493
416.46	5711.771	5242.156	10087.815	12843.332	13919.134	11075.629	10498.497
416.63	5657.947	5187.914	9987.211	12710.628	13777.53	10971.046	10396.057
416.79	5576.904	5097.838	9830.883	12518.047	13584.883	10800.41	10241.915
416.95	5508.294	5046.524	9716.546	12358.337	13423.261	10673.261	10121.788
417.11	5466.583	5002.638	9642.891	12248.517	13315.132	10585.253	10044.561
417.27	5438.317	4978.834	9604.372	12192.273	13259.13	10540.647	10009.79
417.44	5433.759	4962.43	9586.946	12175.386	13237.474	10523.33	9993.232
417.6	5430.575	4949.685	9568.19	12148.971	13215.872	10506.18	9990.971
417.76	5412.04	4930.029	9534.897	12107.513	13173.908	10470.051	9957.447
417.92	5428.025	4959.574	9573.156	12146.464	13209.321	10511.497	9994.794
418.08	5466.713	4984.306	9640.119	12223.153	13278.032	10570.306	10055.065
418.24	5479.257	4990.191	9651.026	12240.554	13275.982	10587.565	10063.125
418.41	5477.972	4981.675	9640.434	12217.093	13249.335	10574.884	10042.323
418.57	5504.307	5008.868	9682.275	12264.241	13307.846	10627.252	10098.593
418.73	5509.323	5018.653	9687.477	12268.444	13314.312	10645.312	10108.84
418.89	5522.973	5026.126	9705.95	12269.324	13315.038	10663.148	10121.874
419.05	5491.237	4983.995	9634.094	12168.82	13208.665	10579.885	10043.896
419.21	5453.08	4953.816	9567.047	12077.673	13112.574	10518.926	9981.432
419.38	5425.614	4930.636	9526.318	12021.922	13059.57	10464.9	9946.23
419.54	5444.003	4951.201	9545.398	12044.201	13080.42	10486.728	9973.497
419.7	5452.29	4953.62	9561.917	12056.334	13082.29	10495.532	9984.905
419.86	5533.638	5021.407	9700.967	12232.034	13263.374	10645.418	10117.33
420.02	5601.202	5082.532	9823.971	12384.323	13435.906	10772.576	10245.422
420.18	5713.671	5185.528	10030.671	12629.825	13700.111	11001.451	10461.055
420.35	5804.144	5257.561	10180.671	12811.748	13893.88	11150.638	10611.573
420.51	5882.256	5325.278	10314.289	12973.355	14073.399	11312.718	10746.257
420.67	5904.528	5335.659	10344.879	13017.099	14113.341	11349.879	10785.538
420.83	5958.816	5382.234	10434.146	13125.783	14236.157	11458.729	10880.838
420.99	5957.464	5374.354	10436.101	13106.124	14226.585	11450.904	10890.915
421.15	5935.259	5354.545	10400.259	13060.38	14165.831	11413.193	10861.325
421.32	5848.2	5275.815	10246.486	12864.904	13957.145	11235.969	10701.387
421.48	5781.564	5223.267	10140.718	12719.256	13807.739	11118.223	10602.706
421.64	5706.025	5147.311	9996.136	12541.586	13614.224	10953.312	10459.124
421.8	5625.759	5069.001	9861.264	12346.967	13418.704	10802.242	10319.693
421.96	5530.252	4982.966	9699.131	12128.01	13179.373	10614.725	10140.493
422.12	5471.359	4933.15	9592.358	11997.798	13027.073	10494.436	10023.358
422.28	5432.138	4895.798	9509.853	11887.391	12906.71	10402.413	9927.523
422.45	5454.065	4909.747	9536.603	11920.681	12938.307	10440.746	9968.834
422.61	5497.267	4942.421	9601.839	12002.322	13019.047	10519.805	10026.146
422.77	5555.872	4992.696	9702.498	12112.202	13129.784	10619.432	10130.465
422.93	5606.921	5041.701	9789.603	12227.58	13249.361	10711.174	10223.361
423.09	5650.496	5074.133	9861.694	12305.639	13333.727	10788.562	10303.068
423.25	5718.362	5128.747	9988.384	12440.867	13492.054	10916.637	10435.241
423.42	5808.672	5199.914	10142.728	12633.398	13704.606	11095.837	10609.332
423.58	5843.856	5231.955	10212.207	12711.856	13796.977	11177.075	10670.23
423.74	5859.066	5236.285	10235.802	12735.176	13828.67	11200.164	10697.44
423.9	5870.647	5245.296	10258.296	12755.922	13854.933	11226.9	10724.362
424.06	5925.956	5284.846	10346.78	12861.143	13958.549	11324.417	10827.714
424.22	5941.791	5293.978	10364.912	12891.505	13990.033	11344.242	10845.396
424.38	5912.669	5265.537	10295.735	12812.032	13899.504	11288.362	10782.12
424.55	5878.665	5234.544	10239.017	12730.05	13802.643	11206.962	10714.489
424.71	5873.482	5230.086	10210.658	12697.767	13749.943	11170.537	10694.273
424.87	5871.08	5224.541	10201.849	12686.596	13729.519	11160.827	10689.893
425.03	5894.633	5235.325	10233.259	12713.907	13767.622	11197.183	10719.336
425.19	5896.868	5243.516	10237.088	12707.857	13758.516	11193.164	10700.648
425.35	5944.941	5289.37	10315.831	12804.568	13860.216	11281.512	10797.776
425.51	6001.567	5331.028	10408.249	12923.149	13980.929	11377.38	10893.919
425.68	6024.132	5350.495	10437.659	12953.868	14016.638	11419.868	10927.824
425.84	6042.909	5364.547	10477.459	13000.756	14067.899	11460.305	10962.03
426	6055.822	5372.383	10484.206	13001.954	14075.229	11468.614	10974.152
426.16	6028.597	5354.41	10440.905	12939.234	14005.981	11422.696	10937.564
426.32	5987.863	5315.193	10375.94	12848.633	13911.974	11353.358	10874.018
426.48	5922.59	5255.129	10264.48	12703.645	13753.953	11222.404	10752.744
426.64	5838.016	5189.917	10130.533	12522.038	13561.642	11078.544	10608.918
426.81	5809.81	5157.205	10088.096	12459.568	13483.986	11028.392	10558.601
426.97	5847.89	5192.89	10153.241	12520.043	13570.417	11109.78	10633.033
427.13	5848.226	5194.347	10173.237	12528.665	13579.061	11123.951	10641.237
427.29	5863.364	5208.672	10202.079	12562.683	13610.287	11157.826	10662.441
427.45	5904.721	5237.919	10267.006	12641.249	13700.435	11235.479	10724.633
427.61	5939.901	5260.637	10324.944	12705.021	13770.208	11311.241	10784.12
427.77	5970.528	5271.33	10357.429	12745.209	13820.132	11343.484	10819.538
427.93	5994.932	5292.942	10385.031	12780.623	13857.283	11374.887	10862.843
428.1	5949.64	5239.805	10292.98	12672.936	13726.277	11270.068	10769.64
428.26	5942.178	5232.365	10262.563	12650.508	13688.53	11249.959	10746.97
428.42	5914.007	5207.995	10216.028	12592.776	13616.754	11187.226	10695.852
428.58	5858.941	5164.073	10115.853	12468.589	13475.227	11077.446	10604.26
428.74	5781.537	5098.559	9977.626	12288.702	13279.845	10912.823	10460.79
428.9	5689.468	5020.27	9819.831	12080.523	13045.226	10737.116	10292.017
429.06	5552.349	4893.678	9567.426	11774.151	12722.92	10471.59	10028.964
429.22	5427.762	4782.652	9360.981	11499.916	12432.223	10244.421	9807.542
429.39	5240.866	4606.987	9025.262	11075.02	11977.503	9869.558	9458.228
429.55	5044.597	4429.597	8666.74	10630.554	11507.828	9488.246	9097.74
429.71	4878.035	4274.134	8369.288	10258.65	11102.628	9161.232	8782.123
429.87	4756.811	4161.767	8146.646	10000.745	10817.184	8937.91	8552.899
430.03	4693.876	4113.183	8039.414	9877.436	10686.206	8819.008	8455.942
430.19	4701.257	4112.498	8046.476	9875.608	10697.103	8817.213	8461.652
430.35	4755.954	4155.965	8127.954	9982.328	10810.614	8903.503	8535.47
430.51	4940.304	4316.557	8450.403	10379.316	11239.843	9255.865	8868.437
430.68	5255.907	4581.412	9002.633	11070.765	11969.468	9852.863	9436.918
430.84	5570.217	4861.151	9556.887	11759.602	12698.195	10444.063	10015.14
431	5948.571	5192.451	10216.88	12562.154	13580.418	11165	10709.187
431.16	6266.012	5471.452	10780.375	13236.76	14323.309	11782.716	11288.737
431.32	6462.922	5653.658	11141.163	13674.439	14784.439	12171.922	11661.779
431.48	6665.041	5827.756	11501.162	14107.042	15256.668	12566.8	12048.47
431.64	6772.595	5930.54	11705.782	14347.584	15522.639	12790.342	12263.144
431.8	6757.218	5918.438	11674.13	14292.317	15463.306	12752.032	12224.911
431.96	6774.251	5927.801	11699.13	14315.394	15506.932	12793.668	12251.526
432.13	6759.172	5916.656	11676.523	14292.249	15467.37	12763.172	12233.765
432.29	6767.448	5923.327	11687.096	14316.634	15483.733	12783.877	12239.316
432.45	6850.634	5988.864	11818.227	14492.062	15667.051	12937.315	12385.535
432.61	6849.377	5987.585	11813.772	14490.432	15652.168	12926.157	12379.135
432.77	6869.982	6001.62	11840.301	14526.663	15679.807	12966.862	12410.202
432.93	6848.442	5981.728	11796.881	14479.387	15640.64	12926.585	12369.717
433.09	6769.501	5910.106	11651.863	14292.556	15438.007	12774.204	12221.193
433.25	6642.055	5792.835	11420.472	14001.484	15132.714	12514.22	11969.396
433.41	6549.711	5698.536	11240.25	13773.03	14893.03	12314.722	11795.469
433.58	6515.807	5667.774	11175.587	13688.203	14811.39	12245.071	11730.005
433.74	6508.029	5657.205	11156.326	13660.314	14783.128	12221.523	11706.051
433.9	6507.705	5655.979	11159.88	13653.99	14793.309	12216.133	11706.166
434.06	6600.249	5734.392	11319.974	13837.809	14995.172	12391.545	11874.183
434.22	6721.014	5834.343	11531.036	14095.695	15273.563	12618.805	12099.695
434.38	6864.165	5963.539	11800.55	14395.924	15609.858	12911.682	12374.012
434.54	6958.541	6050.639	11985.398	14611.156	15839.046	13093.958	12543.991
434.7	7014.266	6104.628	12111.266	14740.266	15988.969	13221.166	12654.046
434.86	7125.437	6203.163	12314.712	14981.745	16251.877	13441.206	12860.25
435.02	7273.243	6328.221	12562.683	15288.342	16575.419	13720.1	13119.265
435.19	7370.76	6417.012	12742.32	15500.034	16800.495	13909.21	13295.507
435.35	7478.533	6509.511	12934.082	15729.324	17052.708	14112.994	13489.39
435.51	7614.752	6611.554	13142.489	16003.983	17337.807	14345.95	13712.027
435.67	7781.617	6747.979	13405.254	16339.617	17698.122	14653.134	14005.617
435.83	7853.059	6800.762	13509.323	16477.981	17831.938	14771.861	14126.202
435.99	7879.484	6825.715	13548.132	16526.32	17892.562	14830.122	14179.22
436.15	7802.397	6758.584	13424.683	16377.386	17741.101	14681.903	14046.749
436.31	7822.511	6762.676	13450.632	16405.303	17767.764	14708.665	14083.434
436.47	7790.884	6743.379	13394.664	16347.148	17704.226	14662.785	14033.785
436.63	7773.886	6739.018	13375.809	16312.545	17671.798	14638.765	14008.172
436.79	7671.828	6647.399	13215.037	16103.608	17440.992	14452.916	13840.091
436.96	7641.194	6611.908	13155.996	16034.93	17362.49	14389.986	13785.502
437.12	7585.308	6549.978	13045.747	15905.879	17207.045	14258.571	13666.231
437.28	7551.808	6512.017	12962.17	15810.247	17081.28	14187.764	13599.764
437.44	7441.244	6418.969	12761.464	15566.607	16831.816	13983.431	13393.332
437.6	7340.976	6321.58	12574.327	15340.339	16588.03	13781.195	13195.877
437.76	7147.992	6151.827	12246.674	14946.586	16145.421	13417.3	12856.3
437.92	7070.087	6091.131	12102.867	14772.834	15967.779	13281.032	12705.867
438.08	6986.626	6025.846	11966.934	14606.231	15791.088	13128.241	12553.528
438.24	7021.802	6061.527	12036.473	14675.978	15872.153	13191.78	12621.055
438.4	7068.778	6099.778	12129.877	14778.185	16010.163	13274.174	12701.921
438.56	7130.967	6155.264	12249.374	14930.857	16176.132	13399.539	12827.627
438.73	7255.365	6254.716	12484.068	15200.903	16475.124	13635.618	13063.409
438.89	7411.675	6383.532	12757.994	15522.642	16848.488	13941.477	13344.158
439.05	7487.448	6439.943	12890.569	15671.448	17012.349	14070.119	13469.031
439.21	7600.572	6533.924	13085.968	15910.484	17264.417	14298.682	13675.122
439.37	7610.016	6542.335	13109.665	15945.841	17304.719	14338.841	13698.28
439.53	7634.116	6565.709	13155.291	15992.423	17349.303	14398.599	13740.753
439.69	7670.961	6599.324	13222.785	16064.499	17414.193	14467.126	13798.741
439.85	7720.457	6646.908	13303.699	16161.138	17490.809	14551.666	13876.897
440.01	7752.23	6677.868	13357.417	16238.56	17544.516	14609.713	13935.395
440.17	7865.513	6776.755	13567.788	16502.37	17821.536	14834.92	14149.03
440.33	7945.703	6847.252	13704.34	16657.527	18003.79	14967.626	14290.055
440.49	8031.415	6920.415	13853.91	16848.669	18191.876	15136.25	14454.053
440.65	8129.562	7009.09	14016.727	17053.826	18407.211	15306.123	14630.309
440.82	8317.109	7171.032	14336.659	17459.11	18839.373	15667.483	14975.922
440.98	8342.603	7193.207	14377.944	17513.415	18900.515	15723.427	15015.922
441.14	8417.555	7263.962	14520.446	17671.072	19087.423	15872.852	15156.72
441.3	8460.428	7300.966	14583.329	17753.528	19158.956	15938.307	15230.582
441.46	8473.119	7315.614	14609.328	17786.505	19174.723	15974.965	15252.372
441.62	8533.336	7368.249	14709.38	17891.359	19303.953	16079.084	15358.348
441.78	8587.004	7418.73	14827.741	18023.114	19440.434	16211.928	15478.389
441.94	8546.046	7378.101	14767.585	17934.266	19345.672	16134.475	15406.046
442.1	8558.345	7392.136	14805.191	17972.126	19388.917	16163.927	15432.806
442.26	8525.66	7351.692	14747.373	17897.175	19311.923	16097.868	15369.088
442.42	8493.824	7324.318	14708.23	17831.692	19246.11	16055.318	15318.131
442.58	8505.706	7325.321	14739.596	17862.409	19281.728	16079.102	15356.211
442.74	8476.502	7287.92	14685.502	17799.294	19214.064	16018.7	15299.843
442.9	8423.46	7231.778	14579.416	17676.734	19077.68	15908.196	15193.701
443.06	8369.714	7183.066	14482.098	17550.966	18946.351	15802.945	15073.934
443.22	8388.976	7195.273	14524.537	17585.46	18996.602	15845.932	15128.229
443.39	8473.72	7273.181	14670.016	17749.435	19175.808	16009.983	15285.983
443.55	8542.571	7322.406	14779.23	17876.856	19316.395	16126.779	15400.505
443.71	8531.302	7308.917	14759.599	17829.214	19282.444	16101.191	15359.39
443.87	8531.456	7316.522	14770.972	17839.368	19290.598	16110.521	15355.763
444.03	8580.222	7356.959	14853.53	17915.717	19386.706	16196.31	15440.398
444.19	8594.609	7370.707	14881.29	17939.4	19418.367	16234.158	15481.246
444.35	8548.683	7326.958	14788.716	17817.541	19295.739	16139.233	15386.486
444.51	8480.434	7261.412	14682.808	17681.709	19133.864	16015.764	15259.291
444.67	8394.641	7192.477	14538.675	17526.136	18955.85	15871.257	15126.993
444.83	8371.11	7174.637	14513.352	17493	18920.758	15837.253	15103.549
444.99	8286.851	7099.543	14366.4	17308.938	18735.226	15682.455	14961.181
445.15	8212.216	7039.919	14252.788	17179.996	18580.195	15543.809	14828.26
445.31	8172.035	7002.003	14187.761	17101.553	18491.353	15464.871	14757.706
445.47	8175.922	7008.681	14193.022	17134.648	18506.625	15480.219	14767.922
445.63	8141.179	6983.409	14125.476	17057.553	18427.705	15417.75	14702.014
445.79	8191.631	7028.169	14216.642	17145.915	18532.972	15498.697	14777.916
445.95	8251.18	7078.729	14314.114	17269.444	18643.069	15608.279	14871.532
446.11	8370.094	7177.489	14530.929	17513.653	18904.489	15829.687	15087.06
446.28	8467.772	7254.97	14691.629	17723.529	19121.771	16022.717	15255.596
446.44	8558.614	7330.449	14848.68	17901.602	19320.877	16191.57	15414.965
446.6	8703.029	7449.524	15109.304	18190.744	19634.919	16467.777	15664.128
446.76	8787.413	7519.644	15262.226	18355.018	19832.051	16622.391	15816.205
446.92	8795.491	7522.162	15290.601	18368.964	19863.6	16652.897	15848.327
447.08	8820.725	7548.824	15339.714	18412.813	19935.692	16712.889	15907.407
447.24	8837.814	7565.056	15360.968	18441.969	19956.824	16742.342	15923.001
447.4	8872.336	7594.809	15439.194	18494.578	20036.226	16802.083	15991.501
447.56	8827.27	7546.205	15359.743	18399.028	19920.655	16724.765	15921.908
447.72	8724.051	7452.941	15166.425	18176.666	19682.139	16513.799	15727.875
447.88	8761.388	7475.574	15228.278	18253.586	19747.563	16583.85	15790.882
448.04	8825.025	7528.684	15324.057	18371.486	19857.837	16705.628	15889.596
448.2	8842.72	7542.049	15343.676	18408.28	19870.741	16735.335	15907.467
448.36	8867.095	7557.304	15397.292	18461.953	19926.371	16786.029	15957.512
448.52	8819.448	7506.294	15294.383	18350.46	19791.69	16692.415	15848.371
448.68	8852.903	7541.134	15362.661	18428.551	19872.66	16741.596	15893.343
448.84	8929.598	7609.06	15513.06	18601.577	20048.083	16897.729	16040.544
449	8993.033	7670.846	15627.933	18741.295	20187.12	17013.11	16157.999
449.16	9042.244	7713.662	15715.947	18852.509	20299.233	17101.409	16250.332
449.32	9096.425	7753.008	15820.425	18960.91	20427.349	17204.238	16349.129
449.48	9186.482	7830.999	15965.988	19130.988	20603.472	17377.648	16504.064
449.64	9262.241	7902.911	16100.219	19280.57	20778.834	17510.186	16645.889
449.8	9372.72	7996.138	16293.237	19504.787	21023.423	17735.402	16845.511
449.96	9461.218	8073.142	16446.449	19670.273	21218.384	17910.615	16995.945
450.12	9476.81	8078.426	16466.602	19699.03	21253.009	17957.163	17024.811
450.28	9468.058	8075.585	16474.388	19699.31	21247.509	17972.222	17016.673
450.44	9474.04	8076.447	16474.292	19697.095	21253.929	17968.37	17028.941
450.6	9428.646	8030.592	16414.316	19610.625	21175.701	17885.119	16950.492
450.77	9416.583	8014.11	16404.616	19591.329	21143.901	17880.847	16942.78
450.93	9348.668	7956.327	16293.591	19460.053	20991.503	17763.823	16837.372
451.09	9267.547	7874.921	16157.866	19280.491	20785.766	17599.46	16709.921
451.25	9201.607	7814.013	16038.398	19138.133	20632.617	17469.551	16590.617
451.41	9154.471	7762.021	15938.329	19004.603	20498.054	17348.757	16486.648
451.57	9047.644	7672.007	15761.754	18784.26	20251.533	17153.875	16296.303
451.73	8968.09	7602.101	15612.738	18604.64	20055.716	17011.343	16145.453
451.89	8919.621	7558.621	15528.368	18497.775	19931.378	16919.742	16043.665
452.05	8855.147	7502.828	15407.752	18346.818	19780.576	16781.213	15920.729
452.21	8775.293	7448.051	15262.985	18183.029	19616.193	16647.984	15764.172
452.37	8719.724	7399.581	15163.01	18046.339	19476.097	16538.802	15663.372
452.53	8695.372	7374.109	15114.932	17980.514	19408.757	16481.296	15613.482
452.69	8752.784	7421.432	15209.212	18100.058	19536.63	16592.695	15706.673
452.85	8749.821	7420.338	15212.591	18109.514	19531.908	16592.404	15711.755
453.01	8768.794	7435.2	15250.233	18142.75	19571.849	16629.277	15748.75
453.17	8814.972	7469.576	15324.51	18234.356	19663.828	16721.994	15812.818
453.33	8872.804	7511.694	15434.243	18356.87	19790.189	16824.056	15926.869
453.49	8926.044	7557.221	15541.913	18478.044	19915.123	16918.738	16025.605
453.65	9010.61	7634.512	15699.391	18667.688	20121.842	17096.106	16189.732
453.81	9003.065	7623.692	15693.615	18643.153	20089.901	17083.362	16176.384
453.97	9082.453	7691.409	15833.959	18779.971	20260.059	17229.705	16313.311
454.13	9106.019	7711.48	15877.799	18835.909	20318.787	17277.832	16361.799
454.29	9100.239	7705.151	15879.657	18815.778	20296.129	17269.602	16364.371
454.45	9147.992	7747.212	15964.696	18909.618	20400.323	17367.85	16448.344
454.61	9198.216	7781.942	16049.898	18993.58	20483.646	17451.798	16519.359
454.77	9177.512	7760.336	16020.765	18946.348	20416.391	17417.852	16484.237
454.93	9231.122	7803.375	16117.661	19053.43	20536.2	17519.561	16584.925
455.09	9274.593	7831.967	16190.857	19159.912	20624.858	17593	16660.834
455.25	9352.292	7905.424	16331.974	19326.467	20794.733	17737.391	16803.458
455.41	9436.454	7977.257	16482.433	19520.806	20993.576	17897.851	16950.212
455.57	9498.333	8012.915	16569.135	19635.366	21113.432	17999.387	17047.696
455.73	9495.944	8014.065	16563.461	19640.207	21117.943	18018.703	17055.064
455.89	9521.059	8027.026	16601.135	19682.662	21176.553	18071.213	17094.422
456.05	9648.536	8140.635	16837.283	19942.646	21462.756	18330.898	17329.943
456.21	9691.728	8182.179	16914.794	20020.849	21538.958	18419.068	17411.156
456.37	9716.006	8196.897	16952.842	20050.907	21586.491	18466.985	17453.061
456.53	9806.386	8274.375	17121.013	20204.474	21768.343	18644.407	17619.528
456.69	9830.038	8311.016	17184.587	20267.928	21825.401	18708.489	17676.762
456.85	9829.285	8306.198	17184.659	20253.22	21819.902	18693.769	17668.142
457.01	9874.297	8342.616	17269.946	20336.055	21906.01	18767.649	17747.616
457.17	9775.846	8260.099	17093.814	20136.308	21691.517	18582.439	17575.054
457.33	9765.223	8251.388	17078.498	20110.234	21687.136	18561.256	17551.334
457.49	9747.862	8229.17	17041.696	20055.356	21630.038	18530.544	17508.784
457.65	9619.493	8116.252	16808.549	19793.516	21349.801	18285.637	17275.231
457.81	9587.237	8084.413	16760.852	19707.788	21288.973	18226.403	17216.424
457.97	9658.199	8142.21	16888.398	19850.419	21442.661	18363.728	17344.574
458.13	9667.583	8155.748	16904.758	19874.11	21468.131	18395.143	17365.21
458.29	9706.523	8174.314	16959.533	19926.435	21528.699	18444.181	17417.687
458.45	9807.507	8253.649	17148.155	20125.507	21740.54	18642.231	17618.934
458.61	9859.839	8304.377	17253.816	20250.476	21857.443	18741.849	17728.718
458.77	9935.431	8369.573	17387.067	20411.364	22018.397	18893.936	17870.595
458.93	9919.122	8343.396	17346.023	20363.561	21934.266	18836.869	17817.451
459.09	9877.876	8308.985	17269.469	20268.974	21833.15	18759.414	17747.15
459.25	9801.155	8244.551	17140.672	20109.551	21673.178	18604.66	17609.639
459.41	9815.005	8245.191	17153.368	20128.302	21689.577	18640.72	17611.532
459.57	9796.025	8227.904	17099.409	20079.673	21624.178	18588.63	17546.487
459.73	9781.314	8208.336	17065.918	20043.534	21595.358	18577.667	17507.776
459.89	9871.114	8272.355	17206.674	20205.004	21769.026	18720.862	17645.575
460.05	10008.369	8391.127	17457.94	20494.28	22086.895	19015.401	17914.831
460.21	10178.563	8534.75	17762.211	20845.332	22462.674	19352.971	18217.244
460.37	10334.175	8668.537	18030.955	21161.495	22796.967	19658.043	18491.362
460.53	10422.049	8744.477	18184.597	21337.213	22975.476	19813.334	18667.191
460.69	10470.802	8782.395	18268.065	21426.384	23093.638	19909.835	18761.35
460.85	10574.226	8863.775	18443.414	21638.885	23313.236	20095.094	18943.281
461.01	10635.333	8918.795	18576.992	21770.08	23464.719	20245.092	19075.422
461.17	10635.463	8915.035	18566.628	21758.409	23441.815	20212.157	19051.024
461.33	10614.645	8896.699	18541.184	21728.469	23393.612	20174.953	19021.678
461.49	10711.305	8965.558	18709.46	21915.217	23581.657	20347.426	19182.469
461.65	10778.7	9026.865	18847.874	22069.183	23747.644	20497.82	19304.195
461.81	10826.721	9063.083	18942.149	22180.172	23840.985	20600.248	19389.315
461.96	10866.797	9097.292	19041.204	22262.335	23942.292	20700.511	19480.159
