Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
341.8	1770.479	206.776	156.677	184.271	176.315
341.97	1787.695	211.542	160.63	186.783	181.816
342.13	1814.815	221.617	171.166	199.067	191.683
342.3	1827.11	224.846	174.286	202.462	195.385
342.46	1847.279	233.554	184.51	211.356	200.279
342.63	1842.74	236.08	189.388	211.542	200.597
342.79	1822.208	238.241	192.186	214.065	204.702
342.96	1789.426	238.986	193.173	219.327	207.679
343.12	1749.144	243.111	196.441	223.946	207.595
343.29	1694.264	236.879	188.78	216.341	201.791
343.45	1645.536	235.635	186.107	215.635	200.822
343.62	1588.519	230.432	177.629	210.904	194.113
343.78	1562.947	230.497	176.793	206.013	194.145
343.95	1552.681	229.45	175.768	206.538	191.417
344.11	1580.654	241.039	182.017	211.852	196.248
344.28	1620.059	248.872	190.795	219.85	206.048
344.44	1681.487	266.882	208.432	235.893	222.75
344.61	1734.407	279.44	213.495	246.199	230.638
344.77	1781.577	290.313	221.84	253.741	241.346
344.93	1815.897	299.391	230.721	263.556	248.875
345.1	1845.588	310.193	239.478	269.313	257.313
345.26	1845.067	309.572	239.407	269.781	258.176
345.43	1846.832	314.162	238.393	273.415	260.536
345.59	1840.567	312.326	234.513	272.535	255.26
345.76	1851.238	322.48	245.788	283.227	265.161
345.92	1861.977	329.384	250.955	291.395	271.571
346.09	1880.648	340.329	257.263	302.747	278.175
346.25	1890.294	348.426	262.217	313.558	285.118
346.42	1894.599	356.171	267.171	321.665	292.171
346.58	1901.643	361.313	275.236	326.577	301.785
346.75	1903.464	374.574	278.014	334.442	309.256
346.91	1891.986	369.239	277.316	331.162	304.217
347.08	1888.549	377.505	285.253	337.725	309.461
347.24	1870.202	378.707	282.037	338.916	311.399
347.41	1881.606	382.518	284.067	342.386	316.892
347.57	1898.278	385.993	287.52	344.267	318.245
347.74	1908.093	393.313	289.983	348.917	319.071
347.9	1906.851	393.247	296.093	352.796	324.62
348.06	1912.788	402.051	301.623	360.469	331.634
348.23	1915.802	405.186	306.494	366.67	335.329
348.39	1924.29	413.686	314.795	374.872	339.048
348.56	1908.783	419.925	325.541	381.541	340.53
348.72	1910.791	432.142	336.945	392.494	351.747
348.89	1927.652	444.245	347.311	405.597	364.102
349.05	1976.568	461.216	357.975	417.7	375.502
349.22	2018.658	475.295	365.57	425.086	385.482
349.38	2088.519	499.936	383.815	443.189	406.398
349.55	2157.691	518.504	401.614	462.8	424.91
349.71	2234.699	542.029	416.149	480.05	443.523
349.88	2284.98	559.684	430.178	495.233	458.09
350.04	2316.819	573.819	440.116	504.94	465.6
350.2	2315.171	578.006	447.138	513.335	472.984
350.37	2319.658	588.35	455.79	525.757	481.317
350.53	2295.785	584.203	452.148	521.466	478.961
350.7	2275.845	583.395	445.516	514.208	478.735
350.86	2250.196	579.449	442.427	514.339	478.383
351.03	2235.493	582.69	442.086	516.229	475.921
351.19	2214.863	578.929	441.6	514.435	473.116
351.36	2214.237	582.314	445.621	516.292	474.929
351.52	2198.337	581.963	448.37	515.535	477.337
351.68	2184.347	589.655	450.853	521.963	478.314
351.85	2165.691	585.405	454.098	525.834	475.24
352.01	2160.829	592.73	458.763	528.993	477.565
352.18	2165.32	594.573	463.177	534.782	485.111
352.34	2196.965	607.811	469.712	546.449	497.438
352.51	2238.612	625.271	486.095	565.084	511.766
352.67	2297.257	646.081	501.652	584.455	524.498
352.84	2353.65	660.31	516.211	599.024	540.518
353	2432.544	693.632	544.984	629.412	571.918
353.17	2494.983	709.203	563.522	648.489	590.467
353.33	2559.192	731.576	581.345	667.488	608.499
353.49	2595.606	745.386	589.463	682.605	618.386
353.66	2633.067	761.057	596.54	690.859	630.024
353.82	2652.641	772.179	610.806	707.377	645.004
353.99	2673.422	784.224	616.763	717.191	650.334
354.15	2675.373	786.648	614.373	718.021	647.999
354.32	2677.513	797.194	619.578	724.007	654.073
354.48	2661.437	799.657	619.338	724.393	655.514
354.64	2659.13	805.449	627.35	728.878	661.405
354.81	2629.763	804.466	629.29	732.543	664.103
354.97	2614.273	807.317	622.229	727.273	660.679
355.14	2594.558	805.964	623.668	734.833	666.129
355.3	2564.748	802.495	620.44	731.286	663.77
355.47	2530.53	796.31	612.343	726.277	656.387
355.63	2493.152	787.515	605.152	719.207	645.493
355.8	2431.553	774.476	597.014	710.904	634.641
355.96	2373.162	756.448	577.909	694.47	614.909
356.12	2308.402	734.49	568.326	680.238	601.117
356.29	2248.596	715.75	557.167	658.607	585.376
356.45	2197.062	704.6	547.754	648.281	573.556
356.62	2162.977	700.592	543.46	644.724	566.746
356.78	2131.61	691.281	536.456	635.445	564.852
356.95	2121.585	690.893	534.332	629.398	565.354
357.11	2098.264	686.813	533.615	624.516	564.209
357.27	2078.719	689.389	532.17	621.829	561.389
357.44	2034.082	677.884	517.434	607.675	547.456
357.6	1992.003	666.849	511.783	599.025	536.52
357.77	1955.179	654.497	504.157	583.365	529.387
357.93	1948.498	663.828	507.135	587.476	527.036
358.1	1969.304	673.546	516.876	598.634	532.568
358.26	2036.829	702.532	536.917	617.961	550.093
358.42	2130.78	736.473	561.121	648.506	580.549
358.59	2283.392	796.831	608.579	701.711	631.996
358.75	2448.561	858.341	653.89	756.176	685.978
358.92	2608.7	923.81	701.711	817.128	741.084
359.08	2734.661	967.43	739.375	859.902	782.1
359.25	2830.488	1007.707	764.598	894.125	814.696
359.41	2887.019	1032.887	787.118	923.25	836.744
359.57	2905.992	1044.882	792.893	934.025	845.981
359.74	2860.847	1036.077	785.165	927.671	832.066
359.9	2801.702	1014.922	773.526	911.142	817.911
360.07	2729.735	984.175	753.395	885.571	795.549
360.23	2672.222	967.551	739.166	875.815	782.716
360.39	2610.973	946.995	723.731	853.973	766.456
360.56	2563.284	938.086	711.987	840.504	757.251
360.72	2524.83	927.665	709.457	828.578	746.556
360.89	2529.768	929.581	712.098	828.922	752.263
361.05	2538.817	942.619	715.751	832.322	755.531
361.21	2571.326	962.128	731.414	848.986	763.975
361.38	2607.171	977.303	746.259	857.38	775.709
361.54	2672.316	1007.777	773.942	890.502	801.799
361.71	2744.371	1035.997	799.415	918.536	824.514
361.87	2834.275	1073.561	828.868	956.022	855.143
362.04	2890.758	1098.956	848.352	978.505	875.341
362.2	2941.188	1118.1	861.232	997.792	892.43
362.36	2970.631	1137.203	871.258	1011.433	907.829
362.53	2988.92	1155.766	881.491	1025.436	919.722
362.69	2988.142	1157.571	882.263	1026.922	921.604
362.86	2997.305	1159.36	883.942	1029.162	928.019
363.02	2995.2	1158.343	886.991	1030.683	933.54
363.18	3021.161	1174.117	896.546	1045.897	948.095
363.35	3044.008	1188.996	911.887	1057.161	962.524
363.51	3068.992	1202.255	927.014	1074.299	980.145
363.68	3080.638	1205.759	930.275	1081.484	986.012
363.84	3095.554	1217.433	943.818	1091.06	995.983
364	3097.17	1220.269	944.741	1095.115	997.84
364.17	3111.458	1233.997	948.909	1106.436	1000.019
364.33	3132.951	1243.258	957.093	1115.687	1003.511
364.5	3182.046	1263.002	974.793	1139.266	1015.661
364.66	3255.261	1291.678	995.843	1162.437	1032.634
364.82	3371.893	1336.014	1033.475	1206.08	1065.816
364.99	3478.896	1378.258	1057.236	1242.775	1097.104
365.15	3587.768	1432.153	1095.856	1289.647	1134.746
365.32	3684.486	1470.178	1124.321	1321.2	1164.893
365.48	3766.903	1510.057	1157.628	1356.21	1197.529
365.64	3817.381	1534.897	1172.688	1374.271	1218.754
365.81	3846.631	1551.982	1184.477	1392.378	1235.938
365.97	3843.022	1558.692	1187.868	1392.484	1241.67
366.14	3841.56	1565.725	1192.461	1396.582	1242.253
366.3	3834.197	1559.274	1195.658	1394.252	1241.241
366.46	3829.629	1566.497	1193.189	1397.398	1250.497
366.63	3803.945	1555.527	1182.857	1386.857	1241.275
366.79	3791.886	1557.985	1184.018	1391.567	1242.512
366.96	3767.868	1544.857	1178.912	1378.912	1233.681
367.12	3743.982	1538.125	1166.751	1371.18	1227.224
367.28	3698.651	1519.859	1151.76	1354.837	1214.398
367.45	3655.995	1507.765	1135.82	1340.82	1201.875
367.61	3603.472	1483.977	1124.538	1323.483	1184.186
367.77	3586.411	1490.18	1123.774	1325.653	1184.554
367.94	3573.764	1484.951	1123.797	1320.193	1178.698
368.1	3589.494	1495.461	1127.253	1330.802	1180.956
368.27	3609.643	1504.082	1139.983	1338.225	1190.884
368.43	3685.605	1537.022	1172.594	1371.264	1218.561
368.59	3761.086	1569.371	1201.756	1400.569	1247.69
368.76	3857.799	1610.448	1235.382	1441.085	1280.69
368.92	3940.646	1636.58	1262.328	1469.097	1308.306
369.09	4000.981	1663.608	1281.729	1493.586	1331.608
369.25	4024.334	1679.433	1290.103	1506.806	1343.466
369.41	4032.428	1684.153	1296.296	1515.713	1343.626
369.58	3998.384	1670.23	1283.45	1503.186	1332.549
369.74	3946.106	1651.898	1262.722	1486.623	1311.722
369.9	3872.038	1620.719	1234.774	1454.598	1287.082
370.07	3809.987	1595.47	1213.855	1430.591	1263.602
370.23	3782.475	1587.684	1204.816	1419.277	1257.211
370.4	3797.382	1594.031	1213.602	1422.031	1265.459
370.56	3829.468	1607.38	1223.721	1431.413	1280.424
370.72	3853.664	1623.104	1233.664	1442.532	1291.367
370.89	3879.522	1631.808	1248.5	1445.379	1304.456
371.05	3894.067	1648.606	1264.001	1460.298	1309.792
371.21	3871.881	1641.705	1259.32	1454.749	1303.188
371.38	3822.755	1622.261	1239.019	1433.733	1282.217
371.54	3734.652	1583.861	1205.212	1398.135	1250.223
371.71	3666.658	1554.119	1181.515	1371.922	1228.669
371.87	3616.902	1527.825	1168.166	1350.187	1209.748
372.03	3577.831	1516.633	1155.061	1345.864	1201.908
372.2	3526.045	1488.396	1131.902	1321.045	1185.616
372.36	3474.894	1464.905	1113.136	1298.048	1169.476
372.52	3405.579	1432.502	1090.997	1275.172	1146.513
372.69	3367.931	1416.579	1081.513	1261.151	1128.184
372.85	3302.345	1391.73	1062.444	1239.938	1104.334
373.01	3228.938	1362.86	1034.652	1213.014	1078.245
373.18	3171.671	1334.331	1013.572	1184.869	1053.968
373.34	3150.743	1326.116	1004.589	1175.083	1044.358
373.51	3141.263	1320.977	1002.857	1173.054	1041.406
373.67	3157.653	1327.488	1005.961	1174.829	1047.972
373.83	3135.87	1322.837	1002.518	1168.848	1046.166
374	3143.988	1327.01	1001.79	1168.197	1049.472
374.16	3173.28	1336.335	1009.071	1177.335	1055.577
374.32	3226.481	1359.745	1025.778	1197.283	1068.185
374.49	3280.31	1382.354	1046.783	1217.816	1086.343
374.65	3357.583	1415.418	1068.747	1244.736	1110.671
374.81	3460.681	1456.088	1105.352	1284.077	1146.714
374.98	3586.234	1503.409	1141.97	1332.772	1187.146
375.14	3669.954	1538.372	1171.284	1365.262	1211.811
375.3	3732.06	1565.631	1192.499	1390.466	1234.158
375.47	3746.695	1570.585	1192.771	1393.738	1235.76
375.63	3770.966	1578.295	1192.065	1393.68	1234.164
375.8	3787.96	1581.872	1198.124	1402.652	1243.048
375.96	3798.483	1588.758	1199.846	1406.428	1240.274
376.12	3824.086	1594.262	1203.13	1403.218	1238.778
376.29	3901.749	1627.453	1223.991	1430.617	1264.2
376.45	3984.275	1659.067	1243.363	1452.946	1288.902
376.61	4110.921	1710.031	1280.767	1497.679	1329.283
376.78	4244.325	1763.512	1327.985	1549.875	1375.194
376.94	4405.594	1835.693	1377.594	1606.594	1424.66
377.1	4540.864	1880.359	1417.798	1649.051	1464.304
377.27	4671.666	1940.534	1465.864	1708.007	1519.523
377.43	4748.626	1962.978	1487.494	1733.253	1541.56
377.59	4826.444	1996.762	1515.718	1764.411	1569.817
377.76	4842.374	2001.122	1524.935	1767.968	1577.155
377.92	4807.708	1986.686	1512.807	1754.642	1572.093
378.08	4689.473	1932.747	1468.209	1707.154	1527.989
378.25	4555.364	1884.716	1426.573	1660.628	1486.738
378.41	4396.834	1814.174	1370.119	1593.24	1428.581
378.57	4247.891	1754.21	1319.979	1535.441	1374.562
378.74	4097.471	1689.625	1273.921	1477.965	1326.713
378.9	3985.054	1645.702	1237.581	1438.977	1294.977
379.06	3906.114	1615.015	1208.455	1405.29	1261.466
379.23	3908.215	1616.511	1214.764	1406.006	1265.654
379.39	3938.963	1628.567	1223.765	1421.04	1278.622
379.55	4019.385	1667.637	1251.516	1455.329	1305.307
379.72	4129.839	1713.29	1282.905	1494.422	1340.092
379.88	4263.016	1767.357	1324.027	1545.642	1379.181
380.05	4350.604	1801.527	1351.758	1576.549	1403.055
380.21	4423.902	1826.793	1377.968	1606.309	1426.88
380.37	4434.965	1833.537	1383.064	1613.526	1428.339
380.54	4433.894	1835.993	1383.784	1608.521	1430.982
380.7	4349.629	1796.772	1353.068	1574.431	1402.826
380.86	4228.315	1752.436	1321.37	1536.612	1368.436
381.03	4043.899	1677.987	1262.899	1467.251	1305.8
381.19	3878.494	1612.549	1210.758	1404.681	1254.088
381.35	3694.835	1539.516	1153.308	1336.209	1193.923
381.52	3530.712	1467.492	1100.822	1272.151	1140.503
381.68	3346.537	1384.493	1039.647	1202.636	1075.339
381.84	3199.901	1325.033	997.352	1149.165	1030.791
382	3068.51	1268.356	955.729	1101.356	990.543
382.17	2961.422	1221.718	920.63	1061.586	957.542
382.33	2869.624	1176.02	889.152	1027.921	922.338
382.49	2799.678	1152.326	867.986	1007.535	905.161
382.66	2737.182	1135.446	848.49	987.962	886.908
382.82	2702.008	1126.744	834.887	977.996	873.996
382.98	2715.703	1131.374	831.978	982.395	870.879
383.15	2762.764	1152.907	844.61	994.797	882.313
383.31	2854.445	1193.807	872.038	1030.763	912.434
383.47	2994.69	1269.448	922.074	1094.634	967.47
383.64	3150.671	1330.517	973.319	1154.023	1020.704
383.8	3353.793	1415.54	1039.902	1227.452	1089.825
383.96	3566.602	1504.822	1112.019	1311.536	1158.789
384.13	3742.364	1586.793	1179.683	1385.562	1225.694
384.29	3882.995	1651.369	1231.138	1444.984	1279.182
384.45	3975.993	1698.575	1266.41	1483.894	1318.883
384.62	3994.858	1706.836	1274.738	1492.364	1330.342
384.78	3999.136	1719.389	1281.598	1496.971	1330.817
384.94	3950.761	1703.969	1270.728	1485.453	1314.991
385.11	3901.04	1689.82	1258.974	1465.468	1303.666
385.27	3857.595	1675.815	1246.265	1450.749	1294.265
385.43	3839.055	1674.165	1243.671	1449.726	1291.836
385.6	3843.018	1676.051	1246.15	1448.216	1287.908
385.76	3873.913	1688.407	1257.429	1458.825	1295.44
385.92	3917.284	1704.471	1270.526	1476.592	1311.976
386.08	3964.588	1722.028	1286.346	1497.94	1333.764
386.25	3994.015	1739.576	1295.345	1514.466	1344.312
386.41	4026.745	1757.855	1307.404	1529.767	1356.8
386.57	4023.875	1758.886	1308.37	1527.71	1355.403
386.74	4018.98	1766.442	1314.189	1533.211	1362.222
386.9	4024.11	1770.242	1317.088	1535.945	1364.297
387.06	4031.66	1778.683	1323.968	1538.946	1372.924
387.23	4025.898	1778.007	1318.919	1535.579	1368.414
387.39	4010.417	1773.088	1320.615	1530.978	1370.186
387.55	3989.943	1764.514	1317.47	1527.009	1365.163
387.72	3970.148	1757.214	1313.577	1519.895	1363.324
387.88	3991.922	1766.932	1320.24	1534.878	1372.636
388.04	4025.418	1787.429	1337.418	1556.352	1388.484
388.2	4064.424	1809.456	1351.907	1578.72	1405.621
388.37	4147.035	1859.024	1384.969	1617.75	1440.563
388.53	4277.166	1919.782	1432.298	1672.913	1486.848
388.69	4435.181	1993.675	1483.532	1734.159	1540.313
388.86	4615.83	2076.028	1546.259	1810.083	1600.149
389.02	4755.835	2140.747	1590.429	1863.736	1648.088
389.18	4857.257	2187.872	1619.246	1897.927	1682.938
389.35	4941.414	2231.864	1655.435	1929.886	1708.128
389.51	5004.1	2260.254	1675.759	1953.298	1729.65
389.67	5055.573	2290.859	1695.705	1973.101	1748.969
389.83	5088.769	2309.318	1711.769	1987.329	1762.055
390	5145.301	2341.993	1736.817	2013.421	1788.85
390.16	5201.109	2371.241	1762.834	2042.307	1810.087
390.32	5301.746	2423.801	1805.175	2090.438	1852.241
390.49	5396.277	2468.079	1833.826	2131.013	1891.804
390.65	5489.531	2511.938	1874.762	2172.993	1928.333
390.81	5529.668	2529.822	1885.371	2191.261	1948.272
390.97	5539.157	2543.717	1892.08	2199.497	1955.629
391.14	5493.536	2524.678	1871.349	2180.008	1936.536
391.3	5412.315	2498.546	1846.557	2146.634	1917.799
391.46	5252.234	2428.783	1793.124	2084.508	1863.278
391.63	5065.485	2344.859	1732.694	2014.486	1803.101
391.79	4792.914	2223.529	1638.419	1904.529	1707.079
391.95	4501.855	2098.943	1548.976	1794.899	1607.691
392.11	4148.884	1933.389	1424.543	1654.653	1483.488
392.28	3772.199	1763.88	1303.1	1509.902	1358.034
392.44	3398.536	1589.107	1175.602	1362.107	1223.162
392.6	3089.458	1446.722	1070.821	1235.25	1109.403
392.77	2830.837	1326.111	977.573	1128.166	1014.716
392.93	2687.998	1260.69	926.503	1069.833	961.525
393.09	2648.002	1235.936	900.277	1052.145	940.98
393.25	2747.691	1283.592	937.185	1092.91	976.339
393.42	2957.271	1377.425	1006.821	1174.865	1049.37
393.58	3275.262	1529.8	1115.701	1305.624	1163.602
393.74	3605.314	1683.71	1226.951	1440.402	1281.193
393.91	3954.262	1851.438	1353.031	1585.108	1401.284
394.07	4294.816	2016.596	1476.453	1726.519	1522.212
394.23	4651.806	2188.015	1611.234	1871.355	1654.256
394.39	4934.296	2324.955	1714.175	1991.362	1760.901
394.56	5158.382	2436.085	1794.69	2084.657	1841.712
394.72	5284.475	2489.86	1838.421	2134.465	1888.311
394.88	5360.193	2531.874	1875.973	2172.622	1921.852
395.05	5356.826	2531.266	1874.508	2174.332	1928.398
395.21	5277.335	2493.191	1843.005	2142.291	1906.73
395.37	5087.954	2404.68	1776.756	2069.196	1837.855
395.53	4836.792	2284.869	1692.704	1965.836	1748.385
395.7	4511.079	2130.134	1578.738	1833.507	1631.397
395.86	4168.16	1971.841	1462.973	1693.203	1504.105
396.02	3840.962	1812.676	1340.226	1555.61	1382.467
396.18	3586.483	1694.34	1250.835	1447.967	1290.297
396.35	3422.503	1617.294	1199.525	1381.415	1229.899
396.51	3374.721	1593.348	1176.568	1358.842	1211.326
396.67	3499.75	1650.717	1215.41	1408.86	1246.135
396.83	3783.018	1789.776	1318.49	1528.282	1351.446
397	4134.831	1957.314	1441.963	1679.018	1478.446
397.16	4586.968	2172.143	1602.264	1864.319	1642.517
397.32	5017.451	2374.132	1757.067	2044.891	1800.891
397.49	5475.769	2592.462	1919.198	2236.901	1969.341
397.65	5885.877	2791.613	2070.679	2412.789	2122.811
397.81	6217.064	2961.361	2191.086	2552.438	2252.526
397.97	6473.803	3080.726	2278.034	2652.056	2341.551
398.14	6733.22	3209.781	2374.978	2756.33	2440.418
398.3	6879.544	3281.984	2428.391	2813.182	2491.248
398.46	7061.231	3373.572	2498.989	2890.671	2557.704
398.62	7164.913	3433.77	2544.968	2939.825	2601.935
398.79	7272.398	3486.629	2585.014	2979.332	2640.123
398.95	7349.652	3518.728	2612.124	3008.08	2668.124
399.11	7412.877	3553.218	2636.394	3036.778	2694.141
399.27	7450.972	3567.433	2646.587	3048.565	2705.136
399.44	7527.158	3606.312	2676.96	3087.938	2738.663
399.6	7561.124	3625.629	2685.003	3104.036	2751.113
399.76	7591.743	3638.325	2687.919	3114.677	2760.523
399.92	7614.371	3649.074	2690.953	3124.887	2767.481
400.09	7673.793	3686.09	2711.639	3153.079	2790.133
400.25	7721.273	3708.592	2729.284	3174.076	2805.109
400.41	7798.371	3754.976	2756.481	3210.273	2836.778
400.57	7856.286	3782.682	2773.044	3231.989	2860.341
400.74	7927.194	3817.689	2798.096	3254.788	2886.305
400.9	8009.249	3856.568	2829.084	3287.809	2915.897
401.06	8119.692	3916.956	2879.297	3336.516	2961.484
401.22	8188.012	3945.924	2904.726	3370.748	2988.858
401.39	8278.648	3990.11	2934.34	3406.989	3023.033
401.55	8306.348	4001.007	2948.82	3420.073	3037.216
401.71	8321.774	4017.368	2962.873	3430.115	3048.224
401.87	8328.047	4023.103	2968.279	3440.85	3051.839
402.04	8320.774	4020.148	2967.192	3441.466	3050.873
402.2	8250.393	3980.657	2937.744	3411.591	3021.217
402.36	8199.5	3960.587	2923.368	3383.181	3002.522
402.52	8138.886	3935.919	2911.732	3362.15	2983.469
402.69	8146.326	3927.81	2907.249	3359.414	2979.897
402.85	8142.699	3915.907	2901.874	3360.952	2972.82
403.01	8157.997	3923.481	2901.206	3361.151	2977.679
403.17	8206.742	3950.324	2914.489	3374.753	2994.841
403.34	8224.02	3964.757	2924.02	3380.625	3003.526
403.5	8224.084	3968.413	2927.655	3387.479	3005.106
403.66	8219.701	3967.602	2925.063	3389.843	3006.063
403.82	8149.623	3948.722	2903.129	3367.085	2979.92
403.98	8147.831	3961.182	2900.93	3364.655	2979.688
404.15	8098.423	3935.807	2886.917	3348.807	2958.961
404.31	8049.774	3908.532	2868.807	3329.675	2936.049
404.47	8080.303	3923.358	2877.896	3345.457	2952.534
404.63	8124.286	3939.967	2885.561	3359.792	2967.352
404.8	8122.127	3942.632	2884.116	3355.896	2967.808
404.96	8175.906	3973.741	2904.653	3383.016	2993.917
405.12	8122.719	3940.104	2885.06	3352.665	2968.576
405.28	8109.112	3938.024	2877.684	3347.035	2963.782
405.45	8063.026	3918.564	2863.96	3327.74	2949.015
405.61	8008.843	3893.491	2847.128	3303.337	2927.601
405.77	7939.461	3855.263	2829.889	3273.977	2898.813
405.93	7920.164	3846.131	2824.604	3268.988	2886.57
406.09	7921.744	3838.029	2825.666	3255.908	2880.611
406.26	7954.092	3858.741	2840.686	3278.345	2901.73
406.42	7963.302	3859.148	2847.269	3279.181	2910.609
406.58	8023.734	3888.207	2864.042	3299.987	2929.613
406.74	8007.729	3881.817	2855.125	3302.861	2920.971
406.91	8039.362	3893.768	2857.383	3312.757	2930.603
407.07	8116.244	3928.091	2880.255	3343.333	2963.333
407.23	8149.905	3945.366	2890.74	3364.179	2977.234
407.39	8242.442	3987.431	2917.573	3396.387	3003.507
407.55	8327.687	4032.335	2950.149	3434.885	3028.687
407.72	8414.59	4073.733	2984.008	3474.777	3064.755
407.88	8566.836	4144.451	3031.627	3534.297	3122.341
408.04	8708.188	4217.529	3085.606	3593.65	3175.232
408.2	8802.154	4259.022	3117.978	3625.967	3205.528
408.37	8890.718	4309.113	3155.563	3664.443	3246.245
408.53	8919.867	4329.659	3173.406	3681.834	3262.494
408.69	8885.547	4311.942	3161.206	3668.371	3250.305
408.85	8790.556	4266.72	3126.467	3630.764	3213.622
409.01	8634.555	4193.654	3076.369	3559.621	3157.555
