Lon	O-P-1210	O-H-1209	I-P-1220	I-H-1212	I-P-1213	I-H-1219
327.93	1068.355	1183.696	37.685	33.729	38.608	25.421
328.1	1075.654	1195.082	31.456	25.808	35.588	24.214
328.26	1090.471	1211.878	28.592	24.064	30.57	24.46
328.43	1128.033	1247.813	28.363	25.923	34.824	27.011
328.59	1161.05	1277.929	26.248	23.61	28.577	23.215
328.76	1202.86	1323.915	24.64	22.201	26.75	25.794
328.92	1241.22	1362.978	25.495	25.099	24.967	28.132
329.09	1270.951	1389.984	26.533	21.676	24.775	27.907
329.25	1294.471	1408.229	32.02	33.207	31.009	30.086
329.42	1310.129	1420.722	37.799	35.36	37.448	33.59
329.58	1308.894	1424.014	45.344	41.696	41.432	42.443
329.75	1296.972	1413.367	46.312	38.202	40.026	43.422
329.92	1277.752	1387.026	45.719	41.367	43.257	43.917
330.08	1246.848	1357.925	40.145	36.958	40.233	38.485
330.25	1232.245	1336.377	40.475	41.486	42.322	38.849
330.41	1215.169	1320.312	37.477	34.07	37.829	36.213
330.58	1202.797	1309.303	35.38	37.182	34.413	33.665
330.74	1195.403	1304.37	29.755	30.832	30.37	23.92
330.91	1198.262	1302.174	25.965	32.383	31.636	20.559
331.07	1196.415	1306.041	25.316	28.59	24.393	18.206
331.24	1210.378	1316.4	29.642	33.466	28.191	21.378
331.4	1220.824	1330.538	32.363	35.989	30.121	22.615
331.57	1229.236	1342.379	39.049	40.675	31.972	27.313
331.73	1235.554	1343.159	39.884	39.466	32.411	27.983
331.9	1240.831	1345.183	44.886	45.985	38.117	36.359
332.06	1244.794	1353.717	50.267	48.53	42.355	41.003
332.23	1250.846	1354.846	51.517	52.791	45.758	42.242
332.39	1245.723	1350.954	53.393	54.954	48.031	44.965
332.56	1232.379	1338.841	55.116	55.291	46.324	50.94
332.72	1228.608	1334.015	54.125	53.092	47.927	52.377
332.89	1225.465	1332.849	57.212	58.618	52.816	55.19
333.06	1219.339	1329.977	56.021	53.449	52.241	51.416
333.22	1222.346	1332.543	58.532	58.884	56.115	57.917
333.39	1227.063	1340.118	62.865	62.623	58.074	60.722
333.55	1243.681	1360.428	67.253	64.703	63.736	66.154
333.72	1260.669	1379.306	67.724	62.251	67.592	63.076
333.88	1283.659	1399.088	72.11	71.714	72.813	66.967
334.05	1301.814	1421.286	72.077	70.121	75.198	69.846
334.21	1326.904	1444.003	76.146	76.717	79.047	74.432
334.38	1344.267	1465.586	76.509	76.267	77.608	71.465
334.54	1355.65	1479.606	82.958	79.002	84.409	76.936
334.71	1351.837	1475.618	84.035	77.332	84.211	79.123
334.87	1347.392	1468.096	88.81	88.722	88.107	87.711
335.04	1325.82	1454.083	88.127	86.039	89.05	89.677
335.2	1304.144	1428.056	91.056	85.957	84.155	87.056
335.37	1275.514	1395.954	91.668	84.305	83.272	86.448
335.53	1243.234	1356.729	95.905	90.41	84.212	89.971
335.7	1207.224	1315.005	86.807	84.587	78.719	86.203
335.86	1187.779	1292.043	87.57	89.812	80.186	85.812
336.03	1170.081	1275.312	85.971	83.487	77.971	81.191
336.19	1164.819	1260.951	86.28	87.335	77.445	85.533
336.36	1162.329	1261.713	87.318	88.307	82.131	89.087
336.52	1170.374	1268.792	93.023	93.462	84.539	95.528
336.69	1184.572	1284	98.088	95.121	90.352	98.187
336.85	1211.864	1313.139	106.381	102.073	96.842	104.051
337.02	1235.325	1335.765	113.018	101.655	99.26	106.875
337.18	1264.883	1359.169	116.279	108.674	102.96	112.147
337.35	1291.388	1390.948	123.19	108.443	108.465	115.025
337.51	1315.329	1415.548	125.933	113.274	112.702	121.801
337.68	1329.3	1436.684	125.19	113.476	113.454	122.124
337.84	1348.226	1456.754	123.138	113.204	114.611	123.666
338.01	1360.596	1473.563	124.266	116.552	116.486	129.2
338.17	1375.135	1488.19	127.981	123.19	117.871	132.42
338.34	1384.605	1502.627	132.979	124.034	121.594	136.55
338.5	1394.515	1506.867	134.306	130.614	124.724	138.218
338.67	1412.479	1529.71	141.864	138.325	129.117	145.216
338.83	1439.102	1554.751	147.025	145.003	136.08	153.531
339	1460.383	1580.383	157.547	153.921	144.888	159.976
339.16	1494.793	1613.167	171.815	163.2	155.331	165.529
339.33	1517.608	1643.059	176.971	167.938	162.422	172.059
339.49	1538.934	1667.065	184.395	174.285	168.175	177.23
339.66	1553.464	1690.651	188.079	176.98	174.805	182.728
339.82	1560.938	1694.564	195.586	183.982	182.707	184.729
339.99	1561.024	1697.024	212.034	193.111	193.485	191.738
340.15	1548.94	1681.863	210.182	197.039	196.072	195.852
340.32	1522.053	1646.625	208.097	193.482	194.603	196.812
340.48	1504.117	1626.051	207.996	192.963	195.248	197.754
340.65	1491.788	1615.525	208.777	195.7	200.25	201.316
340.81	1486.825	1606.43	214.353	200.419	201.386	205.957
340.98	1477.902	1598.606	210.144	196.803	197.485	207.21
341.14	1482.313	1600.467	206.764	199.116	195.775	211.072
341.31	1495.164	1618.109	212.197	200.219	199.317	215.768
341.47	1520.45	1647.615	218	211.142	207.67	226
341.64	1544.162	1671.723	224.756	220.426	214.734	230.481
341.8	1565.084	1693.743	233.447	230.589	220.172	238.194
341.97	1579.014	1712.465	240.355	235.102	227.388	243.179
342.13	1599.265	1737.859	257.342	248.902	238.705	251.979
342.3	1613.462	1748.539	263.594	252.407	246.319	255.605
342.46	1624.872	1757.048	274.29	263.389	253.367	266.422
342.63	1620.784	1753.047	276.542	266.498	254.872	268.201
342.79	1596.548	1732.9	279.505	270.186	256.867	271.812
342.96	1562.371	1699.382	281.118	270.239	259.404	272.382
343.12	1526.122	1651.924	282.001	272.287	255.496	272.243
343.29	1475.561	1596.484	272.506	260.66	247.011	265.264
343.45	1423.569	1546.206	270.833	260.195	243.14	263.272
343.62	1377.772	1496.629	262.234	250.432	238.058	253.541
343.78	1347.706	1466.563	267.101	250.222	239.101	249.739
343.95	1337.889	1452.659	267.494	250.285	242.966	248.032
344.11	1361.5	1470.995	277.336	259.489	248.456	257.116
344.28	1396.257	1515.114	289.202	269.531	265.07	271.806
344.44	1448.487	1567.212	306.52	288.322	287.355	288.454
344.61	1493.814	1613.99	314.583	295.88	300.341	301.495
344.77	1529.06	1649.544	325.642	311.664	305.994	315.005
344.93	1555.215	1679.919	331.325	318.116	312.512	324.479
345.1	1576.544	1700.764	341.61	327.193	316.643	337.654
345.26	1574.363	1702.627	341.77	326.275	320.671	339.715
345.43	1571.503	1692.777	344.041	334.766	321.096	341.668
345.59	1562.348	1680.985	343.249	331.842	316.524	344.227
345.76	1566.37	1683.821	356.139	343.656	325.15	354.249
345.92	1575.67	1692.417	363.516	345.56	333.802	359.527
346.09	1589.054	1706.461	372.538	355.439	345.9	372.142
346.25	1598.975	1716.03	382.558	361.7	353.195	380.942
346.42	1599.182	1718.742	385.83	368.863	358.577	386.665
346.58	1603.203	1727.599	394.961	370.368	363.577	391.368
346.75	1603.783	1729.278	400.41	381.86	372.673	399.662
346.91	1589.107	1718.03	395.371	375.085	369.393	395.909
347.08	1582.319	1707.549	403.384	384.439	379.736	402.417
347.24	1566.004	1688.685	401.982	384.026	379.828	401.377
347.41	1565.617	1689.881	403.826	392.309	385.98	407.87
347.57	1574.74	1696.41	411.905	397.465	390.806	415.344
347.74	1572.324	1698.346	415.28	403.763	399.06	418.532
347.9	1570.126	1699.357	421.664	402.565	401.005	418.686
348.06	1578.864	1701.458	429.821	415.711	411.095	429.205
348.23	1581.143	1707.604	432.197	419.296	409.912	434.274
348.39	1585.268	1709.268	442.861	429.411	416.971	444.664
348.56	1580.057	1698.035	448.123	428.936	421.925	445.233
348.72	1583.769	1697.087	457.538	436.131	430.241	453.23
348.89	1603.454	1715.19	468.751	446.751	438.773	468.322
349.05	1634.777	1741.942	483.359	467.359	452.722	489.03
349.22	1667.515	1772.658	498.306	477.493	461.954	497.306
349.38	1715.914	1821.145	525.244	502.914	488.848	522.167
349.55	1774.02	1876.745	542.701	523.163	510.745	540.163
349.71	1827.809	1938.358	566.105	548.743	533.622	565.886
349.88	1861.354	1982.717	582.035	566.365	549.42	585.343
350.04	1883.38	2006.193	595.127	579.874	562.16	598.6
350.2	1883.149	2016.819	600.621	582.357	570.643	601.116
350.37	1880.153	2019.977	604.779	593.482	578.801	610.669
350.53	1860.686	2004.247	602.071	588.466	576.093	609.774
350.7	1834.186	1981.087	600.527	584.922	570.065	607.296
350.86	1809.427	1950.833	594.284	579.009	567.954	602.251
351.03	1797.701	1929.13	598.636	579.339	571.163	600.394
351.19	1773.699	1900.776	594.82	574.973	569.149	595.226
351.36	1769.852	1887.698	599.094	582.918	570.083	600.94
351.52	1755.37	1874.799	602.117	580.117	572.359	601.293
351.68	1743.347	1861.589	602.611	586.083	574.523	601.732
351.85	1724.878	1842.548	602.922	580.438	575.977	600.823
352.01	1718.026	1834.818	609.246	586.697	577.466	607.4
352.18	1721.958	1839.98	613.408	592.024	580.045	614.782
352.34	1742.163	1863.833	628.547	604.547	590.833	630.438
352.51	1772.172	1900.919	644.106	617.93	607.799	646.139
352.67	1815.685	1940.696	664.839	640.312	625.279	668.268
352.84	1854.024	1983.079	684.156	651.43	638.661	684.914
353	1914.621	2048.863	716.434	686.984	671.863	718.237
353.17	1958.697	2100.676	739.774	704.807	691.818	740.664
353.33	2001.312	2143.246	761.279	729.323	713.939	761.675
353.49	2030.66	2173.561	771.869	742.704	727.298	777.507
353.66	2052.595	2191.716	785.046	756.518	743.068	791.991
353.82	2065.146	2214.246	798.267	765.059	757.828	805.971
353.99	2081.125	2224.686	808.785	775.202	768.785	817.84
354.15	2077.9	2224.977	810.933	775.79	765.922	816.483
354.32	2084.513	2222.491	815.029	784.172	774.37	822.238
354.48	2070.426	2211.569	817.042	780.756	777.525	822.899
354.64	2066.877	2203.054	822.229	790.537	782.229	824.603
354.81	2052.026	2185.916	822.51	790.224	781.894	824.279
354.97	2038.679	2161.844	820.756	790.207	780.976	822.031
355.14	2020.646	2145.788	818.206	789.349	781.635	818.525
355.3	1997.023	2113.022	815.012	786.792	779.495	815.056
355.47	1964.794	2081.673	807.233	776.398	773.871	804.299
355.63	1931.801	2041.075	795.064	771.064	765.658	793.746
355.8	1885.86	1992.41	784.432	751.531	754.498	780.575
355.96	1835.151	1934.975	766.239	731.69	735.734	763.865
356.12	1781.216	1883.062	750.512	715.853	714.644	745.337
356.29	1729.222	1828.299	734.2	701.629	698.728	730.332
356.45	1689.831	1794.534	720.227	688.644	684.49	720.941
356.62	1658.548	1768.614	716.362	689.241	676.581	715.526
356.78	1635.105	1749.478	707.654	682.182	668.226	711.138
356.95	1621.684	1736.014	704.596	684.948	666.135	710.882
357.11	1603.385	1720.352	703.363	683.648	667.099	703.198
357.27	1584.884	1698.51	698.917	681.203	664.28	697.906
357.44	1547.247	1658.104	683.005	662.675	649.423	681.565
357.6	1517.816	1611.531	674.443	654.97	639.981	667.761
357.77	1487.948	1576.871	663.398	639.684	631.223	653.563
357.93	1475.806	1564.509	666.806	641.091	633.619	653.839
358.1	1484.975	1580.711	676.821	646.162	645.568	657.403
358.26	1529.104	1624.005	698.17	668.763	665.247	682.873
358.42	1595.11	1701.835	732.363	700.736	701.901	717.868
358.59	1709.908	1823.799	792.689	762.799	762.491	779.722
358.75	1827.967	1960.539	851.154	815.791	822.187	841.583
358.92	1952.799	2086.865	912.282	874.7	878.832	908.59
359.08	2045.628	2187.562	959.76	919.782	925.562	955.243
359.25	2122.191	2261.004	997.323	958.641	958.905	998.07
359.41	2162.03	2308.843	1021.525	983.481	981.788	1024.261
359.57	2180.42	2313.959	1029.794	998.937	991.816	1035.288
359.74	2149.044	2277.044	1018.253	983.901	978.429	1021.385
359.9	2102.373	2221.713	997.46	969.592	958.647	1003.834
360.07	2037.757	2161.186	971.23	943.604	934.834	974.582
360.23	1999.177	2113.156	955.276	928.331	919.936	956.727
360.39	1949.544	2062.731	933.083	908.973	903.237	938.193
360.56	1913.845	2020.79	919.306	896.097	889.416	925.02
360.72	1882.215	1994.698	912.523	880.764	882.061	913.808
360.89	1878.702	1997.296	915.329	889.351	881.219	917.922
361.05	1885.96	2004.553	921.542	893.96	888.267	919.267
361.21	1912.788	2029.711	935.524	911.524	900.271	939.041
361.38	1935.676	2053.918	949.281	922.138	913.984	951.973
361.54	1981.645	2100.942	983.326	949.612	941.26	983.546
361.71	2032.349	2160.701	1014.173	975.997	972.811	1011.679
361.87	2093.055	2223.956	1048.671	1010.736	1005.506	1049.813
362.04	2136.846	2262.384	1070.582	1027.527	1030.538	1072.176
362.2	2164.32	2294.254	1094.748	1047.1	1046.397	1098.353
362.36	2184.104	2315.049	1110.675	1061.774	1066.455	1111.17
362.53	2197.634	2333.37	1121.249	1078.831	1074.744	1124.722
362.69	2196.823	2331.637	1117.857	1078.582	1076.318	1119.01
362.86	2202.854	2331.733	1125.986	1084.492	1080.184	1124.931
363.02	2201.2	2339.266	1130.716	1090.65	1080.914	1124.09
363.18	2220.073	2361.436	1145.051	1105.403	1098.458	1140.084
363.35	2243.282	2382.623	1153.458	1118.535	1118.117	1150.744
363.51	2266.057	2401.926	1167.475	1131.343	1130.069	1162.42
363.68	2272.352	2409.803	1177.781	1135.341	1139.144	1170.407
363.84	2279.301	2416.005	1191.708	1148.763	1149.774	1184.807
364	2272.401	2415.126	1189.917	1151.741	1153.214	1186.148
364.17	2278.634	2410.062	1194.469	1159.964	1160.579	1193.986
364.33	2286.599	2420.093	1201.961	1169.939	1162.665	1200.873
364.5	2313.618	2451.2	1227.035	1192.749	1182.068	1221.321
364.66	2361.569	2501.349	1257.986	1221.876	1208.799	1252.283
364.82	2440.212	2580.432	1300.53	1266.992	1253.541	1294.376
364.99	2520.588	2665.423	1332.038	1302.082	1291.115	1329.016
365.15	2607.427	2748.175	1380.757	1351.043	1336.537	1378.383
365.32	2683.014	2827.805	1418.42	1383.146	1375.915	1415.31
365.48	2746.035	2892.892	1456.727	1419.145	1414.177	1449.87
365.64	2787.908	2932.348	1475.886	1433.622	1437.996	1469.787
365.81	2808.927	2948.883	1487.532	1453.51	1458.257	1486.081
365.97	2808.231	2943.704	1490.363	1454.517	1461.088	1489.143
366.14	2804.78	2942.187	1498.022	1464.264	1468.615	1497.758
366.3	2793.296	2933.296	1494.197	1455.757	1465.01	1492.01
366.46	2783.134	2921.903	1499.321	1456.859	1467.672	1497.079
366.63	2759.352	2898.912	1486.143	1445.593	1458.978	1487.956
366.79	2744.029	2886.271	1486.677	1448.919	1453.886	1489.842
366.96	2721.385	2871.627	1473.583	1432.154	1440.791	1474.165
367.12	2696.081	2854.103	1459.432	1423.213	1430.597	1468.531
367.28	2661.442	2814.496	1444.057	1399.991	1409.903	1446.705
367.45	2627.611	2779.523	1426.611	1387.402	1398.787	1433.644
367.61	2589.692	2743.362	1403.208	1368.725	1376.439	1411.527
367.77	2580.532	2730.949	1406.125	1367.971	1378.213	1413.51
367.94	2576.819	2722.71	1400.05	1361.523	1373.369	1404.764
368.1	2585.066	2724.626	1410.615	1372.681	1377.604	1412.989
368.27	2599.115	2741.093	1428.587	1383.335	1388.675	1419.719
368.43	2651.725	2792.868	1460.132	1416.835	1420.572	1459.033
368.59	2709.371	2847.306	1494.229	1446.47	1449.613	1491.646
368.76	2781.151	2915.481	1532.371	1487.404	1490.877	1534.789
368.92	2841.239	2979.261	1563.24	1518.954	1520.646	1567.295
369.09	2881.959	3025.036	1591.069	1548.608	1548.564	1598.322
369.25	2901.63	3048.488	1603.191	1560.664	1563.367	1614.894
369.41	2914.505	3054.812	1606.252	1563.659	1562.823	1621.065
369.58	2884.428	3032.032	1594.428	1550.274	1547.747	1605.56
369.74	2843.348	2989.502	1574.568	1530.964	1527.799	1584.634
369.9	2785.862	2930.302	1547.95	1501.291	1497.796	1549.412
370.07	2739.053	2878.525	1518.932	1475.811	1471.327	1524.646
370.23	2714.233	2854.673	1505.156	1462.013	1461.552	1515.321
370.4	2724.031	2859.503	1512.965	1469.448	1468.745	1518.503
370.56	2742.105	2875.248	1522.567	1481.226	1488.457	1532.424
370.72	2767.829	2892.313	1535.093	1492.895	1505.95	1546.038
370.89	2790.05	2915.324	1544.357	1504.687	1515.478	1553.027
371.05	2805.023	2927.704	1553.474	1515.056	1527.891	1568.463
371.21	2787.199	2907.023	1546.035	1509.221	1523.749	1559.584
371.38	2753.404	2867.162	1525.239	1487.744	1499.7	1532.316
371.54	2688.212	2808.344	1486.784	1444.124	1461.509	1494.004
371.71	2638.185	2756.163	1460.834	1415.427	1432.306	1465.977
371.87	2599.693	2715.957	1437.473	1392.792	1407.539	1438.451
372.03	2572.479	2686.457	1428.754	1378.468	1394.776	1424.754
372.2	2531.121	2651.121	1402.968	1351.869	1368.814	1393.616
372.36	2493.454	2613.542	1383.004	1331.136	1343.048	1370.872
372.52	2441.205	2557.645	1355.997	1303.183	1316.612	1340.711
372.69	2412.074	2519.327	1338.458	1291.337	1302.502	1328.129
372.85	2365.708	2472.081	1308.631	1266.763	1276.675	1301.081
373.01	2315.938	2415.981	1280.828	1240.784	1249.047	1269.839
373.18	2269.32	2373.759	1253.342	1217.627	1224.946	1244.605
373.34	2253.171	2352.028	1244.918	1208.831	1213.754	1238.413
373.51	2245.989	2350.472	1240.78	1201.241	1213.922	1230.944
373.67	2261.269	2370.983	1248.225	1212.708	1221.587	1245.719
373.83	2251.188	2364.507	1243.562	1206.529	1212.573	1234.782
374	2257.406	2367.736	1247.79	1206.823	1213.724	1236.142
374.16	2274.357	2390.972	1255.61	1216.819	1226.071	1250.566
374.32	2318.8	2431.108	1273.097	1234.943	1248.174	1272.437
374.49	2362.97	2468.332	1294.244	1256.64	1273.409	1293.068
374.65	2422.165	2519.835	1326.264	1286.264	1301.517	1325.956
374.81	2494.022	2597.143	1364.549	1318.505	1342.176	1358.89
374.98	2585.717	2689.629	1408.585	1362.3	1392.673	1407.355
375.14	2649.185	2759.998	1445.383	1393.932	1422.306	1441.745
375.3	2696.29	2812.905	1470.015	1415.862	1443.906	1466.323
375.47	2703.156	2820.519	1471.178	1416.519	1444.848	1468.068
375.63	2715.768	2837.966	1475.471	1421.669	1448.482	1471.779
375.8	2732.245	2855.366	1479.037	1429.124	1453.806	1479.619
375.96	2745.087	2863.109	1484.219	1440.307	1456.791	1487.34
376.12	2752.987	2874.35	1490.02	1442.746	1461.757	1489.152
376.29	2809.013	2930.332	1512.804	1473.112	1491.793	1517.991
376.45	2870.408	2990.1	1540.012	1498.803	1519.704	1541.122
376.61	2961.042	3084.997	1587.25	1547.514	1566.107	1590.239
376.78	3059.424	3190.106	1639.886	1595.732	1619.622	1645.391
376.94	3169.913	3306	1699.946	1653.968	1681.704	1702.495
377.1	3267.26	3407.392	1740.469	1692.711	1722.974	1748.128
377.27	3372.292	3518.842	1798.193	1750.193	1778.765	1809.71
377.43	3425.571	3575.198	1823.308	1774.758	1801.593	1834.264
377.59	3477.971	3627.773	1851.74	1807.169	1832.751	1866.641
377.76	3494.704	3643.231	1856.792	1811.319	1836.264	1873.418
377.92	3473.521	3620.159	1843.906	1801.533	1820.434	1857.049
378.08	3393.319	3533.231	1797.341	1751.165	1772.55	1805.616
378.25	3298.979	3432.518	1752.881	1701.98	1724.309	1756.397
378.41	3183.933	3309.295	1684.79	1634.746	1653.097	1685.987
378.57	3075.77	3190.012	1627.386	1580.001	1596.529	1626.595
378.74	2969.977	3082.02	1573.471	1522.943	1534.79	1567.987
378.9	2890.339	2994.779	1533.823	1477.867	1495.405	1526.042
379.06	2832.686	2934.224	1497.455	1443.499	1461.103	1491.884
379.23	2831.434	2935.127	1497.995	1450.39	1466.654	1493.203
379.39	2854.15	2956.743	1505.732	1466.502	1481.6	1499.458
379.55	2913.461	3010.472	1539.231	1495.802	1515.934	1535.318
379.72	2995.312	3094.081	1580.081	1532.498	1557.971	1574.07
379.88	3091.555	3189.137	1624.972	1577.939	1611.082	1626.115
380.05	3154.626	3260.472	1653.769	1612.692	1642.78	1654.264
380.21	3205.54	3310.067	1683.836	1638.122	1669.199	1684.628
380.37	3214.856	3320.438	1685.647	1640.966	1665.779	1691.108
380.54	3219.136	3322.916	1689.125	1638.839	1669.345	1694.883
380.7	3159.673	3263.013	1652.09	1610.266	1639.87	1663.969
380.86	3075.184	3177.337	1610.755	1571.063	1598.359	1622.096
381.03	2942.558	3041.899	1540.119	1501.547	1529.218	1550.459
381.19	2820.439	2918.417	1478.956	1441.109	1467.044	1488.626
381.35	2690.33	2785.055	1404.637	1376.264	1404.505	1417.703
381.52	2569.492	2656.305	1340.932	1314.206	1341.547	1352.36
381.68	2428.361	2516.493	1263.68	1240.098	1265.614	1279.647
381.84	2318.505	2409.978	1212.099	1186.077	1208.011	1221.022
382	2220.356	2311.916	1162.224	1134.773	1155.367	1172.477
382.17	2143.982	2232.905	1122.762	1095.905	1114.279	1130.982
382.33	2073.91	2153.602	1084.833	1056.02	1079.338	1091.042
382.49	2027.161	2106.018	1069.678	1033.458	1057.854	1070.733
382.66	1986.039	2064.413	1049.358	1010.567	1039.16	1050.688
382.82	1961.887	2029.227	1037.502	1000.535	1028.623	1035.172
382.98	1971.242	2034.187	1039.395	1003.417	1032.494	1035.846
383.15	2006.731	2061.412	1055.577	1022.566	1049.379	1050.478
383.31	2070.247	2129.236	1090.489	1060.005	1085.082	1085.313
383.47	2178.657	2241.03	1152.294	1118.799	1142.052	1148.733
383.64	2291.748	2355.088	1206.275	1174.561	1199.55	1206.638
383.8	2437.76	2507.166	1291.617	1253.111	1279.792	1290.43
383.96	2585.877	2665.305	1371.041	1330.272	1361.371	1375.008
384.13	2714.2	2800.397	1445.332	1402.474	1433.903	1450.167
384.29	2819.368	2912.907	1501.193	1455.676	1495.434	1507.797
384.45	2886.553	2979.96	1539.18	1494.96	1536.542	1548.762
384.62	2902.749	2996.639	1547.298	1504.111	1549.847	1557.067
384.78	2905.345	2999.894	1554.85	1516.477	1554.85	1567.202
384.94	2869.859	2960.057	1531.728	1499.881	1537.574	1550.64
385.11	2835.6	2920.699	1519.435	1486.512	1521.545	1531.171
385.27	2807.287	2886.32	1505.243	1473.881	1510.078	1516.859
385.43	2798.275	2868.341	1503.605	1471.913	1508.22	1516.836
385.6	2804.139	2869.633	1506.886	1472.095	1507.501	1515.776
385.76	2818.408	2881.616	1520.484	1487.605	1517.627	1527.913
385.92	2845.394	2912.602	1534.822	1498.624	1533.284	1545.603
386.08	2882.533	2948.423	1556.083	1520.346	1555.819	1564.127
386.25	2905.817	2982.433	1570.411	1534.389	1571.29	1584.488
386.41	2929.173	3003.459	1586.591	1551.338	1581.141	1601.228
386.57	2922.886	3002.886	1583.216	1549.743	1580.359	1597.469
386.74	2928.09	3005.057	1592.057	1556.233	1584.101	1603.793
386.9	2933.978	3010.945	1591.802	1554.022	1586.923	1604.648
387.06	2942.529	3012.331	1602.716	1562.364	1596.43	1607.858
387.23	2934.403	3007.106	1600.799	1556.733	1592.359	1600.766
387.39	2927.791	2986.384	1598.967	1554.659	1584.593	1595.714
387.55	2918.8	2977.657	1589.547	1547.987	1584.141	1585.119
