Date,Hour,AOD 340,AOD 500
20180513,20,1.0396,0
20180513,21,1.0386,0
20180514,12,0.6913,0
20180514,13,0.6364,0
20180514,14,0.7374,0
20180514,15,0.7431,0
20180514,16,1.015,0
20180514,17,0.9476,0
20180514,18,0.5608,0
20180514,19,0.5249,0
20180514,20,0.516,0
20180514,21,0.6287,0
20180515,12,0.4021,0
20180515,13,0.4044,0
20180515,14,0.5928,0
20180515,15,0.5355,0
20180515,16,0.3595,0
20180515,17,0.2437,0
20180515,18,0.3033,0
20180515,19,0.5026,0
20180515,20,0.298,0
20180515,21,0.2987,0
20180519,13,0.3371,0
20180519,14,0.3084,0
20180519,15,0.331,0
20180519,16,0.3555,0
20180519,17,0.4688,0
20180519,18,0.5336,0
20180519,19,0.7501,0
20180519,20,0.8237,0
20180519,21,0.774,0
20180520,19,0.6232,0
20180520,20,0.4929,0
20180520,21,0.602,0
20180522,16,0.6544,0
20180528,21,0.208,0.1207
20180528,22,0.2526,0.1513
20180529,00,0.2344,0.1439
20180529,12,0.1707,0.0935
20180529,13,0.1885,0.1062
20180529,14,0.2079,0.1159
20180529,15,0.243,0.1382
20180529,16,0.2663,0.1304
20180529,17,0.2036,0
20180529,18,0.2309,0
20180529,19,0.2196,0
20180530,16,0.4228,0
20180530,17,0.6925,0
20180530,18,0.3758,0
20180530,19,0.3837,0
20180531,12,0.1533,0.0882
20180531,13,0.1404,0.0838
20180531,14,0.1478,0.0928
20180531,15,0.1897,0.1331
20180531,16,0.1482,0.1181
20180531,17,0.1954,0
20180531,18,0.1513,0
20180531,19,0.2074,0
20180531,20,0.2702,0
20180531,21,0.2409,0.1764
20180601,12,0.3478,0.1978
20180601,13,0.3455,0.1982
20180601,14,0.3539,0.205
20180601,15,0.2754,0.1563
20180601,16,0.279,0.1381
20180601,17,0.4331,0
20180601,18,0.5134,0
20180601,19,0.447,0
20180601,20,0.2837,0.2091
20180601,21,0.4178,0.2745
20180602,12,0.3118,0
20180602,13,0.3012,0
20180602,15,0.3912,0
20180602,16,0.3838,0
20180602,17,0.3918,0
20180602,18,0.3388,0
20180602,19,0.4039,0
20180602,20,0.3732,0
20180602,21,0.3664,0
20180603,15,0.2251,0
20180603,16,0.2177,0
20180603,17,0.1799,0
20180603,18,0.1213,0
20180604,12,0.1677,0
20180604,13,0.1287,0
20180604,14,0.0976,0
20180604,15,0.1188,0
20180604,16,0.1961,0
20180604,17,0.1656,0
20180604,18,0.1777,0
20180604,19,0.2055,0
20180604,20,0.1976,0
20180604,21,0.2071,0
20180605,14,0.3268,0
20180605,15,0.3563,0
20180605,16,0.38,0
20180605,17,0.4376,0
20180605,18,0.3737,0
20180605,19,0.5101,0
20180605,20,0.5328,0
20180606,21,0.778,0
20180607,16,0.9869,0
20180607,18,0.9166,0
20180607,19,0.9063,0
20180607,20,1.8076,0
20180607,21,0.9231,0
20180607,22,0.6987,0
20180608,14,0.4971,0
20180608,15,0.4564,0
20180608,16,0.9987,0
20180608,17,0.9811,0
20180608,18,0.6225,0
20180608,19,0.6611,0
20180608,20,0.7574,0
20180608,21,0.7142,0
20180609,13,0.5226,0
20180609,14,0.5888,0
20180609,15,0.9026,0
20180609,17,0.8708,0
20180609,19,1.4661,0
20180610,20,0.6532,0
20180610,21,0.6909,0
20180611,17,0.7047,0
20180611,18,0.4626,0
20180612,15,1.4323,1.195
20180628,16,0.3871,0
20180628,17,0.4206,0
20180628,18,0.4327,0
20180628,19,0.7522,0
20180628,21,0.3481,0
20180629,12,0.4044,0
20180629,13,0.5726,0
20180629,15,0.3875,0
20180629,16,0.4145,0
20180629,17,0.6007,0
20180629,21,0.2822,0
20180629,23,0.4771,0
20180630,14,0.4029,0
20180630,15,0.4597,0
20180630,16,0.4887,0
20180630,17,0.6435,0
20180630,18,0.6907,0
20180630,19,1.0048,0
20180701,12,0.2228,0
20180701,13,0.214,0
20180701,14,0.2942,0
20180701,15,0.302,0
20180701,16,0.2807,0
20180701,17,0.3112,0
20180701,20,0.3927,0
20180702,16,0.858,0
20180702,17,1.1051,0
20180702,18,1.0006,0
20180702,19,0.9823,0
20180703,15,0.5117,0
20180703,16,0.4335,0
20180704,13,0.9905,0
20180704,15,0.8858,0
20180704,17,0.5666,0
20180704,18,0.5806,0
20180705,14,0.2862,0
20180705,15,0.216,0
20180705,16,0.3082,0
20180705,17,0.4102,0
20180705,18,0.2112,0
20180705,19,0.1596,0
20180705,20,0.196,0
20180706,12,0.3151,0
20180706,21,0.4261,0
20180707,18,0.2728,0
20180707,19,0.343,0
20180708,17,0.7319,0
20180708,18,0.5663,0
20180709,13,0.6643,0
20180709,18,0.5342,0
20180709,19,0.7383,0
20180709,20,0.8551,0
20180710,13,0.2053,0
20180710,14,0.2773,0
20180710,15,0.345,0
20180710,17,0.5299,0
20180710,18,0.5387,0
20180710,19,0.6756,0
20180711,15,0.6741,0
20180711,16,0.8131,0
20180711,17,1.4312,0
20180712,12,0.3546,0
20180712,13,0.3696,0
20180712,15,0.4144,0
20180712,19,0.7498,0
20180712,20,0.6297,0
20180713,13,0.4172,0
20180713,18,0.9289,0
20180715,19,0.9565,0
20180715,20,1.1135,0
20180716,13,0.6241,0
20180716,14,0.6032,0
20180716,15,0.5915,0
20180716,16,1.0775,0
20180716,17,1.065,0
20180716,18,1.1372,0
20180716,19,1.4499,0
20180717,12,0.6843,0
20180717,13,0.6599,0
20180717,14,0.536,0
20180717,15,0.5248,0
20180717,17,0.3574,0
20180717,18,0.4543,0
20180717,19,0.7121,0
20180717,20,0.6055,0
20180718,18,0.78,0
20180718,19,0.7568,0
20180718,20,0.444,0
20180718,21,0.5437,0
20180719,20,0.8416,0.4764
20180719,21,0.6144,0.3413
20180720,14,0.3253,0.2322
20180720,15,0.2837,0.197
20180720,16,0.3318,0.2202
20180720,17,0.3936,0
20180721,12,0.254,0.1904
20180722,13,0.2911,0.2127
20180722,14,0.3015,0.2155
20180722,15,0.2651,0.1793
20180722,16,0.2457,0.1661
20180722,19,0.5295,0
20180724,12,0.1919,0.1305
20180724,13,0.2207,0.1474
20180724,14,0.267,0.1751
20180724,15,0.422,0.2694
20180724,16,0.3682,0.3153
20180724,17,0.46,0
20180724,18,0.38,0
20180724,19,0.3388,0
