Date,Hour,AOD 340,AOD 500
20170110,14,0.189,0.1131
20170110,15,0.1943,0.1145
20170110,16,0.1966,0.1128
20170110,17,0.1963,0.1121
20170110,18,0.2223,0.1239
20170110,19,0.4361,0.2297
20170110,20,0.5109,0.2676
20170110,21,0.5927,0.308
20170111,18,0.5186,0.2838
20170111,19,0.5366,0.2914
20170111,20,0.7644,0.4259
20170111,21,0.8428,0.4551
20170112,15,0.3222,0.1799
20170112,16,0.3175,0.1762
20170112,17,0.2748,0.1524
20170112,18,0.2445,0.1361
20170112,19,0.3821,0.2074
20170112,20,0.5867,0.3096
20170112,21,0.5945,0.318
20170113,14,0.1784,0.111
20170113,15,0.1847,0.1138
20170113,16,0.2289,0.136
20170113,17,0.2726,0.1587
20170113,18,0.2219,0.1277
20170113,19,0.2397,0.143
20170113,20,0.3706,0.2045
20170113,21,0.4443,0.2402
20170114,16,0.4852,0.2889
20170114,17,0.4844,0.2886
20170114,18,0.5971,0.351
20170114,19,0.5851,0.3473
20170114,20,0.82,0.4866
20170114,21,0.902,0.5342
20170114,22,1.1454,0.6843
20170114,23,1.0963,0.6397
20170115,13,0.2199,0.1341
20170115,14,0.2144,0.1303
20170115,15,0.2318,0.1387
20170115,16,0.2373,0.1421
20170115,17,0.2473,0.1469
20170115,18,0.417,0.2402
20170115,19,0.5692,0.3176
20170115,20,0.636,0.3498
20170115,21,0.7005,0.3836
20170116,17,0.2336,0.1378
20170116,18,0.2062,0.1216
20170116,19,0.1981,0.115
20170116,20,0.4857,0.2706
20170116,21,0.6619,0.3699
20170117,13,0.2575,0.1529
20170117,14,0.2653,0.1576
20170117,16,0.2682,0.1679
20170117,23,0.7367,0.4959
20170118,14,0.4067,0.2524
20170118,15,0.3695,0.2288
20170118,16,0.4219,0.2631
20170118,17,0.5452,0.3396
20170118,18,0.7781,0.4921
20170118,19,0.7832,0.5021
20170118,20,0.7305,0.4693
20170118,21,0.7821,0.4993
20170120,13,0,0.032
20170120,14,0,0.0377
20170120,15,0,0.0512
20170120,16,0,0.0527
20170120,17,0,0.0526
20170120,18,0,0.073
20170120,19,0,0.0638
20170120,20,0,0.0453
20170121,15,0.0328,0.0285
20170121,16,0.0475,0.0398
20170121,17,0.0472,0.0401
20170121,18,0.0599,0.0488
20170121,19,0.0754,0.0559
20170121,20,0.1202,0.0788
20170121,21,0.2193,0.1325
20170122,13,0.044,0.0305
20170122,14,0.056,0.0383
20170122,15,0.066,0.0444
20170122,16,0.1463,0.0882
20170122,17,0.1796,0.1062
20170122,18,0.1994,0.1118
20170122,19,0.3481,0.182
20170122,20,0.408,0.2193
20170122,21,0.4497,0.2452
20170122,22,0.4346,0.2379
20170123,13,0.0719,0.0483
20170123,14,0.071,0.0483
20170123,15,0.0785,0.0523
20170123,16,0.0854,0.0551
20170123,17,0.1428,0.0819
20170123,18,0.2297,0.1229
20170123,19,0.2847,0.1437
20170123,20,0.3946,0.1959
20170123,21,0.4211,0.2127
20170124,15,0.1256,0.0783
20170124,16,0.1621,0.0991
20170124,17,0.2454,0.1448
20170124,18,0.3028,0.1774
20170124,19,0.3939,0.2308
20170124,20,0.388,0.2309
20170124,21,0.3815,0.226
20170126,15,0.3103,0.1812
20170126,16,0.3176,0.1859
20170126,17,0.3957,0.2302
20170126,18,0.5496,0.3198
20170126,19,0.5989,0.3532
20170126,20,0.6991,0.4182
20170126,21,0.7701,0.4636
20170127,18,0.3551,0.2035
20170127,19,0.492,0.2831
20170127,20,0.5443,0.3152
20170128,13,0.2448,0.1511
20170128,14,0.221,0.1382
20170128,15,0.1759,0.1141
20170128,16,0.1554,0.1009
20170128,17,0.3011,0.1814
20170128,18,0.4054,0.2359
20170128,19,0.6024,0.3417
20170128,20,0.8262,0.4572
20170128,21,0.9274,0.5171
20170129,18,1.0826,0.8523
20170129,19,1.3372,1.0749
20170129,20,1.2994,1.0107
20170129,22,1.1673,0.8641
20170129,23,1.0731,0.755
20170130,14,0.634,0.3962
20170130,15,0.6455,0.4007
20170130,16,0.6511,0.3989
20170130,17,0.8612,0.5265
20170130,18,1.1674,0.7185
20170130,19,1.2215,0.75
20170130,20,1.5918,0.9954
20170130,21,1.5777,0.9839
20170131,14,0.518,0.3063
20170131,15,0.5195,0.3053
20170131,16,0.5471,0.3202
20170131,17,0.7672,0.447
20170131,18,0.9881,0.5796
20170131,19,1.2502,0.7433
20170131,20,1.3486,0.8076
20170201,13,0.3523,0.2132
20170201,14,0.3295,0.1974
20170201,15,0.3433,0.2026
20170201,16,0.5138,0.3009
20170201,17,0.8544,0.5002
20170201,18,0.9016,0.5342
20170201,19,1.0536,0.6283
20170201,20,1.0465,0.622
20170202,13,0.4031,0.2362
20170202,14,0.4307,0.2498
20170202,15,0.4178,0.234
20170202,16,0.549,0.3087
20170202,17,0.6641,0.3755
20170202,19,1.0328,0.594
20170203,20,0.9886,0.5737
20170203,21,0.7177,0.4288
20170203,22,0.7649,0.4585
20170203,23,0.9965,0.639
20170204,14,0.8116,0.5901
20170204,15,0.7734,0.5427
20170204,16,0.8059,0.5557
20170204,17,0.7535,0.5073
20170204,18,0.6543,0.4303
20170204,19,0.8038,0.5271
20170205,20,0.8378,0.5419
20170205,21,0.835,0.5179
20170205,22,0.8919,0.5509
20170205,23,0.9707,0.5972
20170206,13,0.4624,0.2823
20170206,14,0.4833,0.2927
20170206,17,0.5538,0.3326
20170207,14,0.3623,0.2184
20170207,16,0.4107,0.2492
20170207,17,0.3116,0.1905
20170207,18,0.3794,0.2342
20170207,19,0.5439,0.3363
20170208,20,0.6555,0.3977
20170208,21,0.7627,0.452
20170209,13,0.0578,0.0409
20170209,14,0.0628,0.0459
20170209,15,0.0536,0.0421
20170209,16,0.072,0.0555
20170209,17,0.1043,0.0872
20170209,18,0.1335,0.118
20170215,13,0.096,0.0621
20170215,14,0.1013,0.0673
20170215,15,0.1284,0.0832
20170215,16,0.1935,0.1191
20170215,17,0.207,0.1286
20170215,18,0.1864,0.1281
20170216,19,0.2448,0.1656
20170216,20,0.2291,0.1494
20170216,21,0.2181,0.1359
20170216,22,0.2143,0.131
20170217,13,0.0739,0.0448
20170217,14,0.0658,0.0421
20170217,15,0.0886,0.0582
20170217,16,0.0535,0.0427
20170217,17,0.0543,0.0443
20170217,18,0.0842,0.0623
20170217,19,0.1209,0.095
20170217,20,0.1025,0.0881
20170217,21,0.1312,0.1068
20170221,16,0.923,0.6176
20170221,18,1.3402,0.9228
20170221,19,1.5283,1.0682
20170221,20,1.4451,0.9911
20170221,21,1.3887,0.948
20170221,22,1.4055,0.9657
20170222,14,0.1936,0.1166
20170222,15,0.1994,0.1188
20170222,16,0.2525,0.143
20170222,17,0.3739,0.2027
20170222,18,0.3825,0.2089
20170222,19,0.5013,0.2676
20170222,20,0.6488,0.3452
20170222,21,0.7334,0.3909
20170222,22,0.9861,0.5258
20170222,23,1.0956,0.5856
20170223,15,0.2488,0.1436
20170223,16,0.3199,0.1823
20170223,17,0.346,0.1988
20170223,18,0.3214,0.1848
20170223,19,0.4131,0.237
20170223,20,0.4594,0.2662
20170224,16,0.1342,0.081
20170224,17,0.1695,0.098
20170224,18,0.2634,0.1471
20170224,19,0.3391,0.1873
20170224,20,0.5143,0.2797
20170224,21,0.6216,0.3328
20170225,16,0.5536,0.3015
20170225,17,0.6999,0.3762
20170225,18,0.7154,0.3814
20170225,19,0.9866,0.5259
20170225,20,1.1332,0.6099
20170225,21,1.2467,0.6766
20170226,13,0.2423,0.1362
20170226,14,0.2368,0.1331
20170226,15,0.2424,0.1368
20170226,16,0.2462,0.1388
20170226,17,0.1858,0.1068
20170226,18,0.1956,0.112
20170226,19,0.2289,0.1311
20170226,20,0.2826,0.1586
20170226,21,0.3323,0.1834
20170227,17,0.4137,0.2245
20170227,18,0.4029,0.2178
20170227,19,0.5955,0.3181
20170227,20,0.6737,0.3626
20170227,21,0.8087,0.4381
20170228,15,0.3743,0.2137
20170228,16,0.3425,0.1949
20170228,17,0.3545,0.2002
20170228,18,0.3323,0.1874
20170228,19,0.498,0.279
20170228,20,0.6391,0.3536
20170228,21,0.7073,0.3914
20170301,14,0.2999,0.1741
20170301,15,0.3114,0.1796
20170301,16,0.3708,0.2149
20170301,17,0.4583,0.2549
20170301,18,0.5851,0.3299
20170301,19,0.5853,0.3249
20170301,20,0.6021,0.3227
20170301,21,0.6342,0.3404
20170302,18,0.37,0.2455
20170302,19,0.3911,0.2507
20170302,20,0.4021,0.2527
20170302,21,0.4838,0.2992
20170303,15,0.309,0.2145
20170303,16,0.335,0.2243
20170303,17,0.3314,0.2246
20170303,18,0.4107,0.2669
20170303,19,0.7282,0.4434
20170304,14,0.468,0.3407
20170304,15,0.5459,0.3906
20170304,16,0.5284,0.3671
20170304,17,0.5387,0.3774
20170304,18,0.5264,0.3646
20170305,17,0.7792,0.5892
20170305,18,0.6027,0.4629
20170305,19,0.647,0.4869
20170305,20,0.7708,0.5653
20170305,22,1.0758,0.7145
20170305,23,1.0884,0.7272
20170306,17,0.7245,0.5022
20170306,18,0.7304,0.4648
20170307,15,0.5777,0.3492
20170307,16,0.5163,0.3047
20170307,17,0.4828,0.2814
20170308,13,0.7972,0.563
20170308,15,0.7488,0.4822
20170308,16,0.8175,0.5283
20170308,17,0.7492,0.469
20170308,18,0.8086,0.5141
20170309,13,0.5062,0.3448
20170309,14,0.5422,0.3757
20170309,15,0.5934,0.3829
20170309,16,0.6647,0.4294
20170309,17,0.7089,0.4572
20170309,18,1.0658,0.6901
20170309,21,1.3527,0.8755
20170310,17,0.6805,0.4138
20170310,18,1.1178,0.7661
20170311,17,0.8298,0.5091
20170311,18,0.7963,0.4885
20170311,19,0.647,0.3868
20170311,22,0.4161,0.2363
20170311,23,0.2766,0.1566
20170312,13,0.5275,0.3512
20170312,14,0.493,0.3227
20170312,17,0.8674,0.5416
20170312,18,0.8477,0.5223
20170312,23,0.2756,0.1546
20170313,17,1.1559,0
20170314,18,0.6766,0.3876
20170314,19,0.6827,0.4054
20170316,18,0.9063,0.5294
20170316,20,1.1442,0.684
20170316,21,1.239,0.7323
20170317,17,0.4628,0.2608
20170317,18,0.6403,0.3619
20170320,14,0.2112,0.1273
20170320,15,0.1747,0.1033
20170320,16,0.1557,0.0914
20170320,17,0.2107,0.1221
20170320,18,0.1843,0.1095
20170320,19,0.2457,0.1457
20170320,20,0.2744,0.1574
20170320,21,0.3242,0.1732
20170320,22,0.4072,0.2178
20170320,23,0.1929,0.1101
20170321,00,0.2155,0.1203
20170321,13,0.1682,0.1016
20170321,14,0.1578,0.0952
20170321,15,0.1364,0.0819
20170321,16,0.1654,0.0979
20170321,17,0.2603,0.1458
20170321,18,0.1451,0.0866
20170321,19,0.2005,0.1264
20170321,20,0.1779,0.1066
20170321,21,0.2231,0.1268
20170321,23,0.2678,0.1557
20170322,00,0.2627,0.155
20170322,13,0.1033,0.0625
20170322,14,0.1136,0.0697
20170322,15,0.1671,0.0985
20170322,16,0.2783,0.1586
20170322,17,0.2342,0.1378
20170322,18,0.1868,0.1075
20170322,19,0.1945,0.1198
20170322,20,0.2274,0.142
20170322,21,0.1978,0.1237
20170323,00,0.2046,0.1267
20170323,13,0.1057,0.0692
20170323,14,0.1032,0.0667
20170323,15,0.1174,0.0742
20170323,16,0.1016,0.0635
20170323,17,0.1834,0.109
20170323,18,0.1803,0.1001
20170323,19,0.362,0.2134
20170323,20,0.51,0.2934
20170323,21,0.2685,0.1564
20170324,00,0.3564,0.1942
20170324,14,0.3796,0.2211
20170324,15,0.3699,0.2172
20170324,16,0.4015,0.2379
20170324,17,0.4755,0.2865
20170324,18,0.5999,0.3579
20170324,19,0.5626,0.3264
20170325,13,0.3246,0.1863
20170325,14,0.3546,0.2095
20170325,15,0.3572,0.2116
20170325,16,0.2235,0.1342
20170325,17,0.2848,0.1708
20170325,18,0.4991,0.2963
20170325,19,0.4145,0.2443
20170325,20,0.3381,0.1888
20170325,21,0.3065,0.1687
20170326,16,0.3838,0.216
20170326,17,0.3752,0.2099
20170326,18,0.6289,0.3573
20170326,19,0.7478,0.429
20170327,13,0.2231,0.1309
20170327,14,0.2236,0.1312
20170327,15,0.2214,0.1305
20170327,16,0.2195,0.13
20170327,17,0.2606,0.1597
20170327,18,0.3392,0.2105
20170327,19,0.5792,0.3612
20170327,20,0.6228,0.3766
20170327,21,0.5999,0.3556
20170328,13,0.2562,0.15
20170328,14,0.2458,0.1436
20170328,15,0.2712,0.1601
20170328,16,0.3504,0.2095
20170328,17,0.5829,0.3594
20170328,18,0.4445,0.27
20170328,21,0.5968,0.3546
20170329,00,0.2259,0.1353
20170329,13,0.1178,0.07
20170329,14,0.1167,0.0689
20170329,15,0.1254,0.0733
20170329,16,0.1466,0.0848
20170329,17,0.2355,0.1349
20170329,18,0.3661,0.2076
20170329,19,0.3502,0.2017
20170329,20,0.2656,0.1577
20170330,00,0.159,0.0976
20170330,13,0.0727,0.0446
20170330,14,0.085,0.0519
20170330,15,0.0821,0.0484
20170330,16,0.1565,0.0898
20170330,17,0.3097,0.1738
20170330,18,0.4433,0.2453
20170330,19,0.4192,0.2341
20170331,15,0.3302,0.1908
20170401,00,0.269,0.1568
20170401,13,0.0902,0.0545
20170401,14,0.109,0.0656
20170401,15,0.1549,0.0917
20170401,16,0.2262,0.1325
20170401,17,0.2095,0.1303
20170401,18,0.0812,0.0566
20170401,19,0.2058,0.1389
20170401,20,0.2833,0.1757
20170401,21,0.2937,0.175
20170401,23,0.201,0.1153
20170402,00,0.1866,0.1076
20170402,13,0.1293,0.0732
20170402,14,0.1403,0.0821
20170402,15,0.1786,0.1017
20170402,16,0.138,0.0807
20170402,17,0.1429,0.0871
20170402,18,0.2148,0.1261
20170402,19,0.3127,0.1851
20170402,20,0.3874,0.2321
20170402,21,0.3692,0.2154
20170402,23,0.2985,0.1628
20170403,00,0.2945,0.1652
20170403,13,0.1152,0.0692
20170403,14,0.1307,0.0767
20170403,15,0.1028,0.0617
20170403,20,0.6919,0.4176
20170403,21,0.7349,0.4125
20170404,13,0.14,0.0797
20170404,14,0.1194,0.0689
20170404,15,0.1672,0.0981
20170404,16,0.1474,0.0864
20170404,17,0.1984,0.1158
20170404,18,0.3237,0.1851
20170404,19,0.5989,0.3373
20170404,20,0.9208,0.5091
20170404,21,0.6872,0.3942
20170405,00,0.5041,0.2903
20170405,14,0.462,0.2533
20170405,15,0.4963,0.2685
20170405,16,0.502,0.2671
20170405,17,0.7928,0.4335
20170405,18,0.7357,0.4033
20170405,19,0.4929,0.2666
20170405,20,0.9767,0.5336
20170405,21,1.347,0.7421
20170406,13,1.0686,0.7131
20170406,14,1.1492,0.8007
20170406,15,1.2671,0.8514
20170406,16,1.2914,0.8258
20170406,17,1.6738,1.0963
20170406,18,1.5063,0.953
20170406,19,1.6127,1.0223
20170407,15,0.715,0.426
20170407,16,0.6934,0.4091
20170407,17,0.6428,0.3742
20170407,18,0.7461,0.4407
20170407,19,0.9225,0.56
20170408,16,0.6453,0.3707
20170408,18,1.1622,0.6782
20170410,13,0,0.4634
20170410,16,0.5738,0.3231
20170410,17,0.5767,0.3306
20170410,18,0.9794,0.606
20170410,22,1.0962,0.6383
20170410,23,1.0472,0.5932
20170411,14,0.6737,0.386
20170411,15,0.6711,0.3848
20170411,16,0.976,0.5773
20170411,17,0.9494,0.5642
20170411,18,0.8869,0.5251
20170411,19,0.7799,0.4375
20170411,20,1.1419,0.6453
20170412,13,0.2458,0.1493
20170412,14,0.2621,0.1582
20170412,15,0.2747,0.1633
20170412,16,0.2814,0.1644
20170412,17,0.3178,0.1867
20170412,18,0.3818,0.2211
20170412,19,0.5682,0.3309
20170412,20,0.6585,0.3716
20170412,21,0.6674,0.3751
20170415,18,0.4288,0.2538
20170416,13,0.3774,0.2191
20170416,14,0.4377,0.2503
20170416,15,0.4475,0.2565
20170416,16,0.426,0.2373
20170416,17,0.4656,0.2588
20170416,18,0.363,0.2017
20170417,17,0.5892,0.345
20170418,18,0.8854,0.5428
20170419,17,0.7186,0.4338
20170419,21,0.5761,0.2983
20170419,22,0.554,0.2965
20170420,12,0.5411,0.3632
20170420,13,0.5281,0.3548
20170420,14,0.4514,0.2938
20170420,15,0.3154,0.2019
20170420,16,0.2999,0.1914
20170420,17,0.3427,0.2121
20170420,18,0.3139,0.1883
20170420,19,0.3056,0.183
20170420,20,0.3418,0.201
20170420,21,0.3886,0.2191
20170420,22,0.4602,0.2332
20170421,12,0.6171,0.3692
20170421,13,0.5979,0.3522
20170421,14,0.5847,0.3399
20170421,15,0.5393,0.3177
20170421,16,0.5954,0.3546
20170421,17,0.6994,0.4212
20170421,19,0.9674,0.5495
20170421,20,0.7037,0.3844
20170422,12,0.441,0.2595
20170422,13,0.4002,0.2328
20170422,14,0.4216,0.2454
20170422,15,0.4181,0.245
20170422,16,0.3862,0.2316
20170422,17,0.4668,0.2726
20170422,18,0.4103,0.2426
20170422,19,0.3303,0.1922
20170422,20,0.3614,0.1978
20170422,21,0.3601,0.1971
20170423,12,0.49,0.3046
20170423,13,0.5868,0.3721
20170423,14,0.5605,0.3592
20170423,15,0.4949,0.3054
20170423,16,0.6566,0.4081
20170423,17,0.6549,0.4024
20170423,18,0.5838,0.3434
20170423,19,0.7755,0.4482
20170424,13,0.5953,0.3373
20170424,16,0.6291,0.3716
20170424,17,0.6148,0.3582
20170425,12,0.5799,0.3354
20170425,13,0.5892,0.3372
20170425,14,0.6244,0.3598
20170425,15,0.7076,0.4123
20170425,16,0.8708,0.5135
20170426,17,0.1155,0.0643
20170426,18,0.2143,0.1203
20170426,19,0.2793,0.1571
20170426,20,0.3868,0.2205
20170426,21,0.4255,0.2448
20170427,15,0.7091,0.4121
20170428,14,0.3043,0.184
20170430,12,0.2605,0.1384
20170430,13,0.2469,0.1303
20170430,14,0.2194,0.1161
20170430,15,0.1967,0.1029
20170430,16,0.2522,0.1306
20170430,17,0.388,0.2046
20170501,12,0.7746,0.4354
20170501,13,0.7693,0.4307
20170501,15,0.8762,0.5121
20170501,16,0.8874,0.5129
20170501,17,0.8195,0.4567
20170501,18,0.7943,0.4357
20170502,12,0,0.575
20170502,13,0.9862,0.5637
20170502,14,0.9826,0.5605
20170502,15,0.9402,0.5369
20170502,16,0.9481,0.5413
20170502,17,1.2097,0.7066
20170502,22,1.3528,0.7743
20170503,12,0,0.7095
20170503,13,1.1478,0.6774
20170503,14,1.2312,0.7265
20170503,15,1.2565,0.7418
20170503,16,1.1824,0.6947
20170503,17,1.1098,0.6503
20170504,13,1.5056,0.9643
20170504,14,1.5761,0.9846
20170504,15,1.4235,0.8928
20170504,16,1.4148,0.867
20170506,12,0.6652,0.4417
20170506,13,0.6023,0.3579
20170506,14,0.6036,0.3577
20170506,15,0.5636,0.3374
20170506,16,0.5401,0.3308
20170506,18,0.7188,0.4305
20170506,21,1.0736,0.6209
20170507,15,0.7206,0.4318
20170507,16,0.761,0.4547
20170507,17,0.9712,0.5521
20170507,18,1.0036,0.5656
20170507,19,0.9938,0.5649
20170507,23,2.031,1.376
20170508,15,1.0324,0.6502
20170508,16,0.9586,0.5885
20170508,17,1.0979,0.6706
20170508,18,1.2318,0.7528
20170510,12,0.7374,0.4611
20170510,15,0.7796,0.4886
20170510,19,1.6668,1.1184
20170511,13,0.7062,0.4434
20170511,14,0.6487,0.4052
20170511,15,0.6634,0.4073
20170511,16,0.6219,0.3748
20170511,17,0.6962,0.4271
20170515,12,0.7104,0.4563
20170515,13,0.7142,0.4529
20170515,14,0.7458,0.4724
20170515,15,0.78,0.4979
20170515,16,0.8632,0.559
20170515,17,0.9459,0.6173
20170516,12,0,0.6772
20170516,13,1.1056,0.7488
20170516,15,1.214,0.8049
20170516,16,1.1905,0.7813
20170516,17,1.2401,0.8073
20170516,18,1.6535,1.1088
20170516,19,2.1316,1.4982
20170516,20,2.0341,1.4089
20170516,21,1.8628,1.2094
20170516,22,1.8764,1.2348
20170517,12,0.9287,0.5818
20170517,13,0.9691,0.6046
20170517,14,0.9742,0.6044
20170517,15,1.0075,0.6263
20170517,16,1.1212,0.7068
20170517,17,1.2206,0.7751
20170517,18,1.7102,1.1387
20170517,19,1.4823,0.9512
20170517,20,1.3454,0.846
20170517,21,1.5103,0.9571
20170518,16,1.2342,0.8157
20170518,17,1.0235,0.6749
20170518,18,1.1561,0.7723
20170518,19,1.9766,1.4358
20170519,12,0.7339,0.4601
20170519,13,0.7457,0.4678
20170519,14,0.7103,0.4402
20170519,15,0.766,0.4738
20170519,16,0.8217,0.5107
20170519,17,0.9394,0.5834
20170519,18,0.8817,0.5386
20170519,19,0.9633,0.5899
20170519,20,0.9052,0.5569
20170520,14,0.5719,0.3519
20170520,15,0.5827,0.3551
20170520,16,0.6564,0.3904
20170520,17,0.6673,0.3995
20170520,18,0.8889,0.5461
20170520,19,1.2969,0.8199
20170520,20,1.8197,1.2111
20170520,21,2.101,1.368
20170521,12,0,0.6668
20170521,13,1.0759,0.723
20170521,14,1.2388,0.852
20170521,15,1.1323,0.7531
20170521,16,1.0472,0.6873
20170521,17,0.8609,0.5354
20170521,19,1.5661,1.0245
20170521,20,0.9838,0.6242
20170521,21,1.2248,0.7873
20170522,15,0.8895,0.5902
20170522,16,0.9752,0.602
20170522,17,0.8021,0.4907
20170522,18,0.6854,0.4094
20170522,19,0.7334,0.4569
20170522,20,0.7863,0.51
20170523,12,0,0.6225
20170523,13,1.0484,0.6912
20170523,15,0.9386,0.5824
20170523,16,0.8218,0.4819
20170523,17,0.7703,0.4519
20170523,20,0.9504,0.5468
20170523,21,1.1071,0.646
20170524,17,1.2178,0.8377
20170526,19,0.6235,0.3823
20170526,20,0.6077,0.3649
20170526,21,0.8603,0.5473
20170527,15,1.0604,0.7785
20170527,16,0.7991,0.5081
20170527,18,0.631,0.384
20170527,19,0.8521,0.5234
20170528,13,0.6771,0.4734
20170528,14,0.6835,0.4671
20170528,17,0.7669,0.5412
20170528,18,0.629,0.436
20170528,21,0.5864,0.3549
20170528,22,0.5137,0.2981
20170529,14,0.5231,0.356
20170529,19,0.8699,0.5419
20170529,20,0.8602,0.5439
20170530,15,0.6294,0.4054
20170530,19,0.85,0.5079
20170602,16,0.3416,0.2297
20170602,17,0.4924,0.3339
20170602,19,0.5077,0.2941
20170602,20,0.3575,0.1893
20170602,21,0.5086,0.2563
20170603,16,0.635,0.3841
20170603,17,0.703,0.4286
20170603,18,0.5558,0.3267
20170603,19,0.6281,0.3541
20170603,20,0.5312,0.2717
20170603,22,0.7239,0.3655
20170603,23,0.7003,0.3534
20170604,17,0.694,0.4155
20170604,18,0.615,0.3613
20170604,19,0.5478,0.3121
20170604,20,0.7011,0.3995
20170604,21,0.8377,0.4686
20170605,17,0.804,0.4842
20170605,18,0.8222,0.4884
20170605,19,0.6249,0.3586
20170605,20,0.8426,0.4918
20170605,21,0.9188,0.543
20170605,23,0.7515,0.4366
20170606,00,0.7568,0.4447
20170606,12,0,0.4925
20170606,16,0.8308,0.5158
20170606,21,0.7139,0.3884
20170606,22,0.501,0.28
20170606,23,0.5523,0.3072
20170607,17,0.4995,0.3166
20170607,18,0.4151,0.2493
20170607,22,1.3788,0.8357
20170608,19,0.5285,0.3139
20170608,20,0.56,0.3287
20170608,21,0.7014,0.404
20170608,22,0.3967,0.2119
20170609,13,0.6808,0.4609
20170609,14,0.7414,0.5164
20170609,15,0.7722,0.5354
20170609,16,0.705,0.4787
20170609,17,0.7294,0.4855
20170610,23,0.5833,0.3318
20170611,13,0.4947,0.3116
20170611,14,0.3979,0.238
20170611,15,0.3528,0.2035
20170611,16,0.367,0.2122
20170611,17,0.3348,0.1919
20170611,18,0.3765,0.2211
20170611,19,0.4954,0.3103
20170611,20,0.5963,0.3505
20170611,21,0.6352,0.3616
20170611,22,0.8082,0.4629
20170612,16,0.3562,0.224
20170612,17,0.412,0.2582
20170612,18,0.5504,0.3444
20170612,19,0.3219,0.2221
20170612,20,0.3943,0.2541
20170612,21,0.4336,0.2813
20170612,23,0.3407,0.2199
20170613,13,0.4913,0.372
20170613,14,0.3702,0.2673
20170613,15,0.3243,0.228
20170613,16,0.4824,0.3445
20170613,17,0.4618,0.3235
20170613,18,0.5508,0.3802
20170613,19,0.5775,0.3921
20170613,20,0.4854,0.3213
20170614,12,0.1079,0.0785
20170614,16,0.2164,0.13
20170614,19,0.3353,0.1762
20170615,12,0.153,0.116
20170615,16,0.3291,0.2108
20170615,17,0.2741,0.1763
20170615,18,0.2739,0.178
20170615,19,0.3461,0.2063
20170615,20,0.3933,0.229
20170615,21,0.525,0.2948
20170616,13,0.2465,0.1676
20170616,14,0.2558,0.1716
20170616,15,0.2219,0.1459
20170616,16,0.2673,0.1724
20170616,17,0.3808,0.2386
20170616,19,0.4561,0.2762
20170616,20,0.3691,0.2175
20170617,12,0.1954,0.1243
20170617,13,0.1715,0.1077
20170617,14,0.3141,0.1978
20170617,15,0.2991,0.1836
20170617,16,0.3719,0.2268
20170617,17,0.2978,0.1738
20170617,18,0.4396,0.2522
20170617,19,0.3226,0.1752
20170617,20,0.2512,0.1244
20170617,21,0.3438,0.1634
20170621,13,0.1168,0.0699
20170621,14,0.2112,0.1258
20170621,15,0.2557,0.1524
20170621,16,0.2637,0.1561
20170621,17,0.2416,0.14
20170621,18,0.5025,0.2879
20170621,20,0.4515,0.2482
20170621,21,0.4167,0.2289
20170622,12,0.3842,0.2306
20170622,13,0.3781,0.2231
20170622,14,0.4364,0.2603
20170622,15,0.5231,0.3114
20170622,16,0.6931,0.4144
20170622,17,0.8541,0.5189
20170622,18,1.0472,0.6421
20170623,00,0,0.4265
20170623,12,0.1091,0.0666
20170623,13,0.146,0.0884
20170623,14,0.2121,0.1282
20170623,15,0.3708,0.2256
20170623,16,0.2095,0.124
20170623,17,0.3045,0.1733
20170623,18,0.4626,0.2654
20170623,19,0.1863,0.1038
20170623,20,0.329,0.1783
20170623,21,0.4887,0.2443
20170624,16,0.8829,0.6179
20170624,19,0.9029,0.521
20170627,20,1.9046,1.5441
20170628,18,0.4893,0.332
20170628,19,0.5066,0.3235
20170701,20,0.5383,0.3511
20170702,18,0.4922,0.3352
20170702,19,0.4965,0.3265
20170702,20,0.7206,0.4629
20170705,16,0.8509,0.5456
20170706,18,0.9803,0.6605
20170706,21,0.6194,0.3629
20170706,22,0.5298,0.2872
20170707,18,0.6938,0.4513
20170713,15,0.7911,0.645
20170713,16,0.893,0.7313
20170713,18,0.7507,0.566
20170713,19,1.1655,0.8952
20170713,20,0.7418,0.5313
20170713,21,0.6957,0.4673
20170714,12,0.3137,0.2474
20170714,13,0.3804,0.3127
20170714,14,0.3686,0.2784
20170714,17,0.4652,0.325
20170714,18,0.5291,0.3492
20170714,19,0.463,0.3008
20170715,14,0.3562,0.258
20170715,15,0.4077,0.2423
20170715,16,0.2866,0.1617
20170715,17,0.5133,0.3008
20170715,19,0.3253,0.1966
20170715,20,0.5117,0.2896
20170715,22,0.2759,0.146
20170716,15,0.6095,0.4396
20170716,16,0.4837,0.3182
20170716,17,0.3086,0.1899
20170716,18,0.6346,0.3987
20170716,19,0.9883,0.657
20170716,20,0.9227,0.5362
20170716,21,0.8433,0.4456
20170717,12,0.4609,0.3344
20170717,14,0.6378,0.3708
20170717,15,0.6175,0.39
20170717,16,0.6265,0.3972
20170717,17,0.6484,0.4185
20170717,18,0.6227,0.4003
20170717,20,1.2171,0.7642
20170718,12,0.3954,0.242
20170718,14,0.4044,0.2457
20170718,15,0.441,0.2665
20170720,14,0.3479,0.2695
20170720,15,0.3228,0.2322
20170720,16,0.2798,0.1814
20170720,17,0.418,0.2727
20170720,18,0.8034,0.5161
20170720,21,1.0069,0.6634
20170721,18,0.7719,0.5559
20170721,21,0.8529,0.5383
20170722,18,0.9039,0.5855
20170726,16,0.5849,0.3975
