Date,AOD,RD, Difference
170402,0.215,9.14,9.14
170731,0.175,9.93,9.71
170912,0.205,9.99,9.99
171026,0.355,9.48,9.32
171027,0.265,9.44,9.44
171107,0.145,9.36,9.34
171111,0.235,9.4,9.4
171113,0.135,9.37,9.37
171122,0.245,9.59,9.59
